證券代號,年季,　 營業收入,　　 營建工程收入,　　　 營建收入（營建業適用）,　　　　 營建收入,　　　　 營建收入（營建業適用）淨額,　　　 工程收入,　　　　 工程收入,　　　　 工程收入淨額,　　　 營建工程收入合計,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 營建工程成本,　　　 營建成本,　　　 工程成本,　　　 營建工程成本合計,　　 其他營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出-推銷費用,　　　 租金支出-推銷費用,　　　 文具用品-推銷費用,　　　 旅費-推銷費用,　　　 運費-推銷費用,　　　 郵電費-推銷費用,　　　 修繕費-推銷費用,　　　 廣告費-推銷費用,　　　 水電瓦斯費-推銷費用,　　　 保險費-推銷費用,　　　 交際費-推銷費用,　　　 捐贈-推銷費用,　　　 稅捐-推銷費用,　　　 折舊-推銷費用,　　　 各項攤提-推銷費用,　　　 伙食費-推銷費用,　　　 職工福利-推銷費用,　　　 佣金支出,　　　 訓練費-推銷費用,　　　 進出口費用,　　　 漁業作業費用,　　　 漁貨銷售費用,　　　 其他費用-推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出-管理費用,　　　 租金支出-管理費用,　　　 文具用品-管理費用,　　　 旅費-管理費用,　　　 運費-管理費用,　　　 郵電費-管理費用,　　　 修繕費-管理費用,　　　 廣告費-管理費用,　　　 水電瓦斯費-管理費用,　　　 保險費-管理費用,　　　 交際費-管理費用,　　　 捐贈-管理費用,　　　 稅捐-管理費用,　　　 折舊-管理費用,　　　 各項攤提-管理費用,　　　 伙食費-管理費用,　　　 職工福利-管理費用,　　　 訓練費-管理費用,　　　 保全費,　　　 其他費用-管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 其他利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 減損迴轉利益,　　　　 金融資產減損迴轉利益,　　　　 減損迴轉利益合計,　　　 處分不動產、廠房及設備損失,　　　 減損損失,　　　　 其他減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 當期所得稅費用（利益）,　　 遞延所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－其他,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計
2535,2013年07月01日至2013年09月30日,,,,                545422,                545422,,              3420738,              3420738,              3966160,,                 13079,                 13079,              3979239,,,                              0,              3130985,              3130985,                290958,              3421943,                557296,                557296,,,                              0,                              0,                      2,                      6,                              0,                              0,                              0,                              0,                              0,                              0,                    101,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                     44,                    153,,                 78894,                 41023,                    231,                  2366,                     43,                  1194,                    761,                      6,                    679,                  3522,                  3752,                  1400,                 -3267,                  1482,                    314,                    937,                    549,                     44,                    276,                 15999,                150205,,                              0,                150358,,                              0,                406938,,,,                    894,                  1180,                  2074,                    520,                  7470,                    498,                 10562,,                              0,                 -2346,                              0,,                              0,                              0,                     83,,                              0,                              0,                 -2429,,                  7032,                  7032,,                              0,                  3279,                 -3279,                 -2178,                404760,,                 45626,                 -1465,                 44161,                360599,                360599,,                -15786,                  3451,,                   -281,                   -281,                     65,                -12681,                347918,,                361443,                   -844,,                351845,                 -3927,,                              1.75,                              1.75,,                              1.75,                              1.75
2535,2013年01月01日至2013年09月30日,,,,              2320434,              2320434,,              9306304,              9306304,             11626738,,                 33726,                 33726,             11660464,,,                              0,              8722804,              8722804,              1603770,             10326574,              1333890,              1333890,,,                              0,                              0,                      3,                     30,                              0,                      3,                              0,                              0,                              0,                              0,                    351,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                103832,                104219,,                174441,                 65216,                    850,                  8679,                    187,                  2726,                  2763,                    112,                  2015,                 10684,                 10618,                  1528,                  1469,                  4445,                    903,                  2704,                  1470,                    309,                    476,                 63965,                355560,,                              0,                459779,,                              0,                874111,,,,                  2630,                  1302,                  3932,                  1610,                  7470,                 20400,                 33412,,                 12470,                 -3241,                     40,,                              0,                              0,                    448,,                              0,                              0,                  8821,,                 22699,                 22699,,                              0,                  6077,                 -6077,                 13457,                887568,,                 51428,                 86377,                137805,                749763,                749763,,                 19405,                  3999,,                  1385,                  1385,                    235,                 24554,                774317,,                732043,                 17720,,                752435,                 21882,,                              3.55,                              3.55,,                              3.55,                              3.55
2535,2012年07月01日至2012年09月30日,,,,                              0,                              0,,              3376330,              3376330,              3376330,,                              0,                              0,              3376330,,,                              0,              3132015,              3132015,                              0,              3132015,                244315,                244315,,,                    594,                     28,                     -1,                      4,                              0,                              0,                              0,                              0,                              0,                     52,                     18,                              0,                              0,                              0,                              0,                     12,                              0,                              0,                              0,                              0,                              0,                              0,                    225,                    932,,                 47419,                  5682,                    190,                  2924,                     64,                  1021,                    513,                              0,                    598,                  3028,                  3729,                  1300,                     66,                  1505,                    225,                    829,                    532,                    148,                    100,                 27476,                 97349,,                              0,                 98281,,                              0,                146034,,,,                    271,                      8,                    279,                    491,                  7416,                 22450,                 30636,,                    403,                  1584,                     95,,                 32889,                 32889,                    250,,                              0,                              0,                 34721,,                  7110,                  7110,,                  6492,                              0,                  6492,                 64739,                210773,,                 27827,                 13184,                 41011,                169762,                169762,,                -20606,                  6499,,                   -528,                   -528,                    -90,                -14545,                155217,,                163535,                  6227,,                152079,                  3138,,                              0.79,                              0.79,,                              0.79,                              0.79
2535,2012年01月01日至2012年09月30日,,,,                              0,                              0,,              9428891,              9428891,              9428891,,                              0,                              0,              9428891,,,                              0,              8784634,              8784634,                              0,              8784634,                644257,                644257,,,                  2014,                    112,                              0,                      9,                              0,                      2,                              0,                              0,                              0,                    159,                    103,                              0,                    112,                              0,                              0,                     39,                              0,                              0,                              0,                              0,                              0,                              0,                    513,                  3063,,                134982,                 19679,                    647,                  8556,                    158,                  3137,                  1716,                     65,                  1765,                  9239,                 13144,                  5993,                  1180,                  4700,                    664,                  2449,                  1670,                    353,                    300,                 49383,                259780,,                              0,                262843,,                              0,                381414,,,,                  1487,                     48,                  1535,                  1544,                  9598,                 27645,                 40322,,                  6527,                  2353,                  3413,,                110889,                110889,                 30274,,                  1461,                  1461,                 91447,,                 18961,                 18961,,                 11032,                              0,                 11032,                123840,                505254,,                 66051,                 40210,                106261,                398993,                398993,,                -15667,                 11271,,                 -6848,                 -6848,                 -1164,                -10080,                388913,,                388239,                 10754,,                383284,                  5629,,                              1.88,                              1.88,,                              1.88,                              1.88
