證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出-推銷費用,　　　 租金支出-推銷費用,　　　 文具用品-推銷費用,　　　 旅費-推銷費用,　　　 運費-推銷費用,　　　 郵電費-推銷費用,　　　 修繕費-推銷費用,　　　 廣告費-推銷費用,　　　 水電瓦斯費-推銷費用,　　　 保險費-推銷費用,　　　 交際費-推銷費用,　　　 捐贈-推銷費用,　　　 稅捐-推銷費用,　　　 折舊-推銷費用,　　　 各項攤提-推銷費用,　　　 伙食費-推銷費用,　　　 職工福利-推銷費用,　　　 佣金支出,　　　 訓練費-推銷費用,　　　 進出口費用,　　　 其他費用-推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出-管理費用,　　　 租金支出-管理費用,　　　 文具用品-管理費用,　　　 旅費-管理費用,　　　 運費-管理費用,　　　 郵電費-管理費用,　　　 修繕費-管理費用,　　　 廣告費-管理費用,　　　 水電瓦斯費-管理費用,　　　 保險費-管理費用,　　　 交際費-管理費用,　　　 捐贈-管理費用,　　　 稅捐-管理費用,　　　 呆帳損失,　　　 折舊-管理費用,　　　 各項攤提-管理費用,　　　 伙食費-管理費用,　　　 職工福利-管理費用,　　　 研究發展費用,　　　 訓練費-管理費用,　　　 網路服務費,　　　 保全費,　　　 其他費用-管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 薪資支出-研發費用,　　　 租金支出-研發費用,　　　 文具用品-研發費用,　　　 旅費-研發費用,　　　 運費-研發費用,　　　 郵電費-研發費用,　　　 修繕費-研發費用,　　　 水電瓦斯費-研發費用,　　　 保險費-研發費用,　　　 交際費-研發費用,　　　 稅捐-研發費用,　　　 折舊及折耗,　　　 各項攤提-研發費用,　　　 伙食費-研發費用,　　　 職工福利-研發費用,　　　 訓練費-研發費用,　　　 其他費用-研發費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 其他利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 減損損失,　　　　 無形資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　 未實現銷貨（損）益,　　　 捐贈,　　　 廣告費,　　　 稅捐,　　 勞務收入,　　　 其他勞務收入,　　　　 其他勞務收入,　　　　 其他勞務收入淨額,　　　 勞務收入合計,　　　 處分投資利益,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　　 金融資產減損損失,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 專櫃銷貨收入（百貨業適用）,　　　 分期付款銷貨收入,　　　 採用權益法認列之關聯企業及合資利益之份額,　　 權益工具投資之利益（損失）,　　　 股利收入,　　　 壞帳轉回利益,　　 遞延所得稅費用（利益）,　　 其他費用,　　　 透過損益按公允價值衡量之金融資產（負債）利益
2465,2014年01月01日至2014年06月30日,,,,              1027846,              1027846,                  3363,                  1417,              1023066,,                  7816,                  7816,              1030882,,,                890221,                890221,                890221,                140661,                140632,,,                 47070,                  2137,                    148,                  4971,                  5254,                    541,                    571,,                    571,                  5038,                    906,,                    184,                  3088,                     95,                    748,                    233,                    364,                      3,                  3297,                 16174,                 98137,,                 29668,                   -630,                    100,                  1641,                    219,                    256,                    109,,                    611,                  1764,                    125,,                    946,                      4,                  3222,                    467,                    372,                    152,                     30,                     65,                              0,                     21,                  6184,                 45326,,                 46044,                  2747,                     31,                    594,                     28,                    908,                    143,                    564,                  3774,                     64,                     11,                  3589,                  1752,                    997,                    174,                     11,                 14198,                 75629,                219092,                -78460,,,,                    359,                      9,                    368,                      7,                  2460,                  2835,,                              0,                    141,                              0,                    470,                              0,,                              0,                              0,                   -329,,                  4512,                  4512,,                    485,                   -485,                 -2491,                -80951,,                     53,                     53,                -81004,                -81004,,,,,,,                   -338,                    -60,                   -278,                   -278,                -81282,,                -78566,                 -2438,,                -78837,                 -2445,,                             -0.73,                             -0.73,,                             -0.73,                             -0.73,                     29,                              0,                  6744,,,,,,,,,,,,,,,,,,,,,,,
2465,2014年01月01日至2014年03月31日,,,,                537788,                537788,                  2299,                    887,                534602,,                  4525,                  4525,                539127,,,                458447,                458447,                458447,                 80680,                 80680,,,                 23150,                    994,                     93,                  2468,                  2861,                    231,                    257,,                    259,                  2576,                    327,,,                  1467,                     57,                    362,                    124,                    215,                      3,                  1612,                 11770,                 53389,,                 15067,                   -328,                     53,                    792,                    107,                    126,                     55,,                    322,                    962,                     98,,,                      1,                  1610,                    235,                    188,                    105,                              0,                      2,                              0,                     10,                  2244,                 21649,,                 23382,                  1435,                     22,                    380,                     21,                    417,                     72,                    249,                  1978,                     53,,                  1900,                    907,                    497,                     92,                     11,                  6453,                 37869,                112907,                -32227,,,,                    117,                    236,                    353,                      2,                  1411,                  1766,,                              0,                    775,                              0,                    469,                              0,,                              0,                              0,                    306,,                  2002,                  2002,,                    219,                   -219,                   -149,                -32376,,                     54,                     54,                -32430,                -32430,,,,,,,                    336,                     54,                    282,                    282,                -32148,,                -31270,                 -1160,,                -31002,                 -1146,,                             -0.29,                             -0.29,,                             -0.29,                             -0.29,,,                  4563,                              0,,,,,,,,,,,,,,,,,,,,,,
2465,2013年第3季,,,,                537284,                537284,                    716,                    442,                536126,,                  5518,                  5518,                541625,,,                442904,                442904,                442904,                 98721,                 98721,,,                 23192,                    879,                     25,                  2825,                  2334,                    364,                      5,                  5796,                    333,                  2457,                    707,,                      6,                  1319,                    249,                    431,                    108,                    194,                              0,                  1551,                  4637,                 47412,,                 15082,                   -588,                    134,                    315,                     79,                    139,                     28,                              0,                    396,                    800,                     19,,                     15,                    154,                  1477,                    423,                    180,                     44,                     10,                      2,                              0,                     11,                  2175,                 20895,,                 23685,                  1281,                     11,                     36,                      1,                    354,                     48,                    352,                  1690,                     18,                              0,                  1650,                    503,                    468,                     94,                              0,                  5681,                 35872,                104179,                 -5458,,,,                    117,                     33,                    150,                              0,                  2276,                  2426,,                              0,                  2566,,                              0,,,,                              0,                  2566,,                  1535,                  1535,,                              0,                              0,                  3457,                 -2001,,,                              0,                 -2001,                 -2001,,,,,,,,,,                   -224,                 -2225,,                 -1433,                   -568,,                 -1684,                   -541,,                             -0.01,                             -0.01,,                             -0.01,                             -0.01,                              0,                              0,,,,,                    -19,                    -19,                    -19,                              0,                              0,,                              0,                   -284,                              0,,                    -60,,,,,,,,,
2465,2013年第2季,,,,                485847,                485847,                  3277,                  2756,                479814,,                  2696,                  2696,                483663,,,                425892,                425892,                425892,                 57771,                 57771,,,                 22137,                    806,                     48,                  1689,                  1790,                    392,                     67,,                    288,                  2358,                    406,,                    182,                  1517,                    253,                    239,                    102,                    237,                              0,                  1658,                  7751,                 49320,,                 14935,                   -417,                     64,                    566,                     42,                    165,                     66,,                    299,                    772,                     70,,                  1013,                    401,                  1507,                    336,                    172,                     41,                     14,                     58,                              0,                     10,                  2463,                 22797,,                 22015,                  1235,                     16,                    245,                     11,                    421,                     73,                    270,                  1684,                      1,                              0,                  1708,                    571,                    463,                     82,                              0,                  4920,                 33715,                105832,                -48061,,,,                    181,                      8,                    189,                              0,                  2786,                  2975,,,                  2613,,                              0,                              0,,,,                  8964,,                  1209,                  1209,,                              0,                              0,                 10730,                -37331,,,                     -2,                -37329,                -37329,,,,,,,,,,                 -4147,                -41476,,                -36920,                   -409,,                -41075,                   -401,,                             -0.34,                             -0.34,,                             -0.34,                             -0.34,                              0,                    220,                  7400,,,,                  1153,                  1153,                  1153,                  6567,                    216,,                     -2,                    397,                 -4750,,                   -206,                              0,                              0,                              0,                              0,,,,,
2465,2013年度,,,,              2001382,              2001382,                 10018,                  7011,              1984353,,                 22254,                 22254,              2009330,,,              1715195,              1715195,              1715195,                294135,                294135,,,                 89519,                  3438,                    149,                  8368,                  7995,                  1546,                     82,                 12845,                  1126,                  9849,                  2022,,                    234,                  5313,                    762,                  1361,                    444,                  1631,                      7,                  6497,                 30408,                183596,,                 60570,                 -2215,                    374,                  2146,                    243,                    577,                    224,                     57,                  1287,                  3222,                    143,,                  1120,                    733,                  6001,                  1396,                    722,                    366,                     36,                     90,                      6,                     47,                 10020,                 87685,,                 88975,                  5058,                     45,                    664,                     24,                  1524,                    223,                  1032,                  6864,                     22,                     52,                  6951,                  2545,                  1867,                    332,                      2,                 22906,                139086,                410367,               -116232,,,,                    600,                    274,                    874,                     36,                  7421,                  8331,,                              0,                  9664,                     95,                      2,,,                              0,                  2000,                 13720,,                  5405,                  5405,,                     49,                    -49,                 16597,                -99635,,,                  1958,               -101593,               -101593,,,,,,,,,,                  4714,                -96879,,                -99716,                 -1877,,                -95004,                 -1875,,                             -0.93,                             -0.93,,                             -0.93,                             -0.93,,                    520,,,,,                  2723,                  2723,                  2723,                  6568,                    415,                  2000,                  1958,                  1582,                 -3774,                  8306,                  1400,,,,,,,,,
2465,2013年07月01日至2013年09月30日,,,,                537284,                537284,                    716,                    442,                536126,,                  5518,                  5518,                541625,,,                442904,                442904,                442904,                 98721,                 98721,,,                 23192,                    879,                     25,                  2825,                  2334,                    364,                      5,,                    333,                  2457,                    707,,                      6,                  1319,                    249,                    431,                    108,                    194,                              0,                  1551,                  4637,                 47412,,                 15082,                   -588,                    134,                    315,                     79,                    139,                     28,,                    396,                    800,                     19,,                     15,                    154,                  1477,                    423,                    180,                     44,                     10,                      2,                              0,                     11,                  2175,                 20895,,                 23685,                  1281,                     11,                     36,                      1,                    354,                     48,                    352,                  1690,                     18,                              0,                  1650,                    503,                    468,                     94,                              0,                  5681,                 35872,                104179,                 -5458,,,,                    117,                     33,                    150,,                  2276,                  2426,,                              0,                  2566,,,                              0,,,                              0,                  2566,,                  1535,                  1535,,,,                  3457,                 -2001,,,                              0,                 -2001,                 -2001,,,,,,,,,,                   -224,                 -2225,,                 -1433,                   -568,,                 -1684,                   -541,,                             -0.01,                             -0.01,,                             -0.01,                             -0.01,,                              0,                  5796,,,,                    -19,                    -19,                    -19,                              0,                              0,,                              0,                   -284,                              0,,                    -60,,,,,                              0,,                              0,                              0,
2465,2013年04月01日至2013年06月30日,,,,                485847,                485847,                  3277,                  2756,                479814,,                  2696,                  2696,                483663,,,                425892,                425892,                425892,                 57771,                 57771,,,                 22137,                    806,                     48,                  1689,                  1790,                    392,                     67,,                    288,                  2358,                    406,,                    182,                  1517,                    253,                    239,                    102,                    237,                              0,                  1658,                  7751,                 49320,,                 14935,                   -417,                     64,                    566,                     42,                    165,                     66,,                    299,                    772,                     70,,                  1013,                    401,                  1507,                    336,                    172,                     41,                     14,                     58,                              0,                     10,                  2463,                 22797,,                 22015,                  1235,                     16,                    245,                     11,                    421,                     73,                    270,                  1684,                      1,                              0,                  1708,                    571,                    463,                     82,                              0,                  4920,                 33715,                105832,                -48061,,,,                    181,                      8,                    189,,                  2786,                  2975,,                              0,                  2613,,,                              0,,,,                  8964,,                  1209,                  1209,,,,                 10730,                -37331,,,                     -2,                -37329,                -37329,,,,,,,,,,                 -4147,                -41476,,                -36920,                   -409,,                -41075,                   -401,,                             -0.34,                             -0.34,,                             -0.34,                             -0.34,,                    220,                  7400,,,,                  1153,                  1153,                  1153,                  6567,                    216,,                     -2,                    397,                 -4750,,                   -206,,,,,,,                              0,,
2465,2013年01月01日至2013年12月31日,,,,              2001382,              2001382,                 10018,                  7011,              1984353,,                 22254,                 22254,              2009330,,,              1715195,              1715195,              1715195,                294135,                294135,,,                 89519,                  3438,                    149,                  8368,                  7995,                  1546,                     82,                 12845,                  1126,                  9849,                  2022,                              0,                    234,                  5313,                    762,                  1361,                    444,                  1631,                      7,                  6497,                 30408,                183596,,                 60570,                 -2215,                    374,                  2146,                    243,                    577,                    224,                     57,                  1287,                  3222,                    143,                    520,                  1120,                    733,                  6001,                  1396,                    722,                    366,                     36,                     90,                      6,                     47,                 10020,                 87685,,                 88975,                  5058,                     45,                    664,                     24,                  1524,                    223,                  1032,                  6864,                     22,                     52,                  6951,                  2545,                  1867,                    332,                      2,                 22906,                139086,                410367,               -116232,,,,                    600,                    274,                    874,                     36,                  7421,                  8331,,                              0,                  9664,                     95,                      2,,,,                  2000,                 13720,,                  5405,                  5405,,                  8642,                    -49,                 16597,                -99635,,,                  1958,               -101593,               -101593,,,,,,,,,,                  4714,                -96879,,                -99716,                 -1877,,                -95004,                 -1875,,                             -0.93,                             -0.93,,                             -0.93,                             -0.93,,,,,,,                  2723,                  2723,                  2723,                  6568,                    415,                  2000,                  1958,                  1582,                 -3774,                  8306,                  1400,,,                  8593,,                              0,                              0,                              0,,
2465,2013年01月01日至2013年09月30日,,,,              1447961,              1447961,                  6184,                  5021,              1436756,,                 12143,                 12143,              1451011,,,              1231938,              1231938,              1231938,                219073,                219073,,,                 66458,                  2498,                    106,                  5781,                  6087,                  1169,                     73,                 18273,                    873,                  7082,                  1404,,                    188,                  3952,                    758,                  1004,                    310,                  1289,                      4,                  4689,                 18665,                140663,,                 43884,                 -1580,                    228,                  1376,                    141,                    433,                    120,                              0,                    962,                  2346,                    113,,                  1028,                    566,                  4555,                  1095,                    524,                    290,                     35,                     62,                      6,                     32,                  6456,                 63192,,                 67988,                  3746,                     35,                    575,                     16,                  1143,                    179,                    790,                  5226,                     19,                              0,                  5125,                  1734,                  1406,                    247,                              0,                 16731,                104960,                308815,                -89742,,,,                    405,                     42,                    447,                              0,                  6137,                  6584,,                              0,                  5087,,                              0,,,,                              0,                 11239,,                  3557,                  3557,,                              0,                              0,                 14266,                -75476,,,                     56,                -75532,                -75532,,,,,,,,,,                 -2668,                -78200,,                -74170,                 -1362,,                -76873,                 -1327,,                             -0.69,                             -0.69,,                             -0.69,                             -0.69,                              0,                    520,,,,,                  2112,                  2112,                  2112,                  6567,                    415,,                     56,                  1059,                 -3774,,                    -47,,,,,,,,,
2465,2013年01月01日至2013年06月30日,,,,                910677,                910677,                  5468,                  4579,                900630,,                  6625,                  6625,                909386,,,                789034,                789034,                789034,                120352,                120352,,,                 43266,                  1619,                     81,                  2956,                  3753,                    805,                     68,,                    540,                  4625,                    697,,                    182,                  2633,                    509,                    573,                    202,                  1095,                      4,                  3138,                 14028,                 93251,,                 28802,                   -992,                     94,                  1061,                     62,                    294,                     92,,                    566,                  1546,                     94,,                  1013,                    412,                  3078,                    672,                    344,                    246,                     25,                     60,                      6,                     21,                  4281,                 42297,,                 44303,                  2465,                     24,                    539,                     15,                    789,                    131,                    438,                  3536,                      1,                              0,                  3475,                  1231,                    938,                    153,                              0,                 11050,                 69088,                204636,                -84284,,,,                    288,                      9,                    297,                              0,                  3861,                  4158,,,                  2521,,                              0,                              0,,,,                  8673,,                  2022,                  2022,,                              0,                              0,                 10809,                -73475,,,                     56,                -73531,                -73531,,,,,,,,,,                 -2444,                -75975,,                -72737,                   -794,,                -75189,                   -786,,                             -0.68,                             -0.68,,                             -0.68,                             -0.68,                              0,                    520,                 12477,,,,                  2131,                  2131,                  2131,                  6567,                    415,,                     56,                  1343,                 -3774,,                     13,                              0,                              0,                              0,                              0,,,,,
2465,2013年01月01日至2013年03月31日,,,,                424830,                424830,                  2191,                  1823,                420816,,                  3929,                  3929,                425723,,,                363142,                363142,                363142,                 62581,                 62581,,,                 21129,                    813,                     33,                  1267,                  1963,                    413,                      1,,                    252,                  2267,                    291,,,                  1116,                    256,                    334,                    100,                    858,                      4,                  1480,                  6277,                 43931,,                 13867,                   -575,                     30,                    495,                     20,                    129,                     26,,                    267,                    774,                     24,,,                     11,                  1571,                    336,                    172,                    205,                     11,                      2,                      6,                     11,                  1818,                 19500,,                 22288,                  1230,                      8,                    294,                      4,                    368,                     58,                    168,                  1852,                              0,,                  1767,                    660,                    475,                     71,                              0,                  6130,                 35373,                 98804,                -36223,,,,                    107,                      1,                    108,                              0,                  1075,                  1183,,,                              0,,                              0,                     92,,,,                   -291,,                    813,                    813,,                              0,                              0,                     79,                -36144,,,                     58,                -36202,                -36202,,,,,,,,,,                  1703,                -34499,,                -35817,                   -385,,                -34114,                   -385,,                             -0.34,                             -0.34,,                             -0.34,                             -0.34,,                    300,                  5077,,,,                    978,                    978,                    978,,                    199,,                     58,                    946,                    976,,                    219,,,                              0,,,,,,
2465,2012年07月01日至2012年09月30日,,,,                602022,                602022,                  2283,                    446,                599293,,                  1274,                  1274,                600785,,,                537777,                537777,                537777,                 63008,                 63008,,,                 20313,                    882,                     33,                  2652,                  2542,                    443,                     22,,                    291,                  2237,                    387,,                     13,                    774,                    256,                    304,                    163,                    116,                      3,                  2095,                  5873,                 39916,,                 13009,                   -579,                     50,                    574,                     19,                    172,                    105,,                    351,                    673,                     17,,                     61,                     10,                  1352,                    320,                    160,                     96,                              0,                   -372,                              0,                     11,                  2438,                 18767,,                 23456,                  1205,                     18,                     77,                      4,                    522,                     53,                    386,                  1780,                              0,                              0,                  2321,                    701,                    488,                    104,                      8,                  5993,                 37116,                 95799,                -32791,,,,                    292,                              0,                    292,,                  1844,                  2564,,                              0,                              0,,,                  1162,,,                              0,                 -1252,,                    874,                    874,,,,                    438,                -32353,,,                   -674,                -31679,                -31679,,,,,,,,,,                    402,                -31277,,                -31176,                   -503,,                -30774,                   -503,,                             -0.29,                             -0.29,,                             -0.29,                             -0.29,,                    300,                    517,,,,                    218,                    218,                    218,                              0,                     90,,                              0,                   -439,                    851,,                     10,,,,,                    428,,                   -674,                              0,
2465,2012年04月01日至2012年06月30日,,,,                574885,                574885,                  1953,                    705,                572227,,                    467,                    467,                573442,,,                510654,                510654,                510654,                 62788,                 62788,,,                 18583,                    838,                     31,                  2217,                  1150,                    413,                     29,,                    198,                  2146,                    418,,                    129,                    607,                    256,                    299,                    145,                    357,                              0,                  2148,                  3897,                 40032,,                 13342,                   -593,                     47,                    342,                     17,                    185,                     61,,                    275,                    718,                     34,,                    988,                     -1,                  1270,                    321,                    168,                    108,                              0,                    388,                              0,                     11,                  2172,                 19853,,                 23663,                  1262,                     23,                     38,                      6,                    378,                    199,                    318,                  1812,                      7,                     48,                  2617,                    538,                    500,                    104,                              0,                  3840,                 35353,                 95238,                -32450,,,,                    365,                              0,                    365,,                  1249,                  1614,,                              0,                    484,,,                              0,,,,                   -441,,                    833,                    833,,,,                    340,                -32110,,,                    594,                -32704,                -32704,,,,,,,,,,                    144,                -32560,,                -32257,                   -447,,                -32113,                   -447,,                             -0.30,                             -0.30,,                             -0.30,                             -0.30,,                              0,                  6171,,,,                    748,                    748,                    748,                              0,                    925,,                   -734,                    593,                   -387,,                     62,,,,,,,                  1328,,
2465,2012年01月01日至2012年12月31日,,,,              2273377,              2273377,                  9068,                  4546,              2259763,,                  8207,                  8207,              2269625,,,              2036285,              2036285,              2036285,                233340,                233340,,,                 76688,                  3351,                    159,                  8833,                  7398,                  1628,                     81,                  8383,                    875,                  8873,                  1530,                    150,                    283,                  3010,                  1024,                  1221,                    601,                    535,                      3,                  8491,                 21971,                155088,,                 54004,                 -2392,                    179,                  1652,                     72,                    649,                    236,                              0,                  1162,                  2732,                    137,                    344,                  1119,                      3,                  5211,                  1297,                    665,                    356,                      2,                    524,                              0,                     44,                  6879,                 74875,,                 93244,                  4963,                     73,                    482,                     18,                  1634,                    369,                  1253,                  7161,                     14,                    100,                 10375,                  3226,                  1963,                    395,                     15,                 17391,                142676,                372639,               -139299,,,,                  1125,                              0,                  1125,                     24,                 25507,                 28704,,                    258,                    184,                              0,                              0,,,,                  3057,                 -3529,,                  3138,                  3138,,                              0,                              0,                 22037,               -117262,,,                 10010,               -127272,               -127272,,,,,,,,,,                 -6149,               -133421,,               -125412,                 -1860,,               -131561,                 -1860,,                             -1.17,                             -1.17,,                             -1.17,                             -1.17,,,,,,,                  1655,                  1655,                  1655,                              0,                    914,                  3057,                  1469,                 -2297,                  1642,                 -8530,                 -3036,,,                              0,,                    694,                  1354,                  8541,,
2465,2012年01月01日至2012年09月30日,,,,              1709479,              1709479,                  6262,                  2861,              1700356,,                  2463,                  2463,              1703785,,,              1512853,              1512853,              1512853,                190932,                190932,,,                 57146,                  2525,                     98,                  6541,                  5042,                  1249,                     64,,                    650,                  6483,                  1109,,                    249,                  2013,                    768,                    896,                    475,                    473,                      3,                  6180,                 14753,                114685,,                 40390,                 -1785,                    129,                  1278,                     44,                    514,                    168,,                    868,                  2058,                    113,,                  1056,                     19,                  3701,                    961,                    503,                    324,                              0,                    117,                              0,                     33,                  6967,                 57802,,                 70898,                  3740,                     61,                    418,                     16,                  1220,                    301,                    946,                  5414,                     14,                     48,                  8009,                  2566,                  1486,                    301,                      9,                 12885,                108332,                280819,                -89887,,,,                    901,                              0,                    901,,                  4178,                  5507,,                    258,                              0,,,                  1855,,,                              0,                 -2082,,                  2326,                  2326,,,,                  1099,                -88788,,,                    661,                -89449,                -89449,,,,,,,,,,                    732,                -88717,,                -87880,                 -1569,,                -87148,                 -1569,,                             -0.82,                             -0.82,,                             -0.82,                             -0.82,,                    344,                  7968,,,,                    966,                    966,                    966,                              0,                    485,,                      7,                 -1309,                  2020,,                    -21,,,,,                    428,,                    654,                              0,
2465,2012年01月01日至2012年06月30日,,,,              1107457,              1107457,                  3979,                  2415,              1101063,,                  1189,                  1189,              1103000,,,                975076,                975076,                975076,                127924,                127924,,,                 36833,                  1643,                     65,                  3889,                  2500,                    806,                     42,,                    359,                  4246,                    722,,                    236,                  1239,                    512,                    592,                    312,                    357,                              0,                  4085,                  8880,                 74769,,                 27381,                 -1206,                     79,                    704,                     25,                    342,                     63,,                    517,                  1385,                     96,,                    995,                      9,                  2349,                    641,                    343,                    228,                              0,                    489,                              0,                     22,                  4529,                 39035,,                 47442,                  2535,                     43,                    341,                     12,                    698,                    248,                    560,                  3634,                     14,                     48,                  5688,                  1865,                    998,                    197,                      1,                  6892,                 71216,                185020,                -57096,,,,                    609,                              0,                    609,,                  2334,                  2943,,                    258,                              0,,,                    693,,,,                   -830,,                  1452,                  1452,,,,                    661,                -56435,,,                  1335,                -57770,                -57770,,,,,,,,,,                    330,                -57440,,                -56704,                 -1066,,                -56374,                 -1066,,                             -0.53,                             -0.53,,                             -0.53,                             -0.53,,                     44,                  7451,,,,                    748,                    748,                    748,                              0,                    395,,                      7,                   -870,                  1169,,                    -31,,,,,,,                  1328,,
2465,2012年01月01日至2012年03月31日,,,,                532572,                532572,                  2026,                  1710,                528836,,                    722,                    722,                529558,,,                464422,                464422,                464422,                 65136,                 65136,,,                 18250,                    805,                     34,                  1672,                  1350,                    393,                     13,,                    161,                  2100,                    304,,                    107,                    632,                    256,                    293,                    167,                              0,                              0,                  1937,                  4983,                 34737,,                 14039,                   -613,                     32,                    362,                      8,                    157,                      2,,                    242,                    667,                     62,,                      7,                     10,                  1079,                    320,                    175,                    120,                              0,                    101,                              0,                     11,                  2357,                 19182,,                 23779,                  1273,                     20,                    303,                      6,                    320,                     49,                    242,                  1822,                      7,,                  3071,                  1327,                    498,                     93,                      1,                  3052,                 35863,                 89782,                -24646,,,,                    244,                              0,                    244,,                  1084,                  1328,,                    259,,,,                  1177,,,,                   -388,,                    619,                    619,,,,                    321,                -24325,,,                    741,                -25066,                -25066,,,,,,,,,,                    186,                -24880,,                -24447,                   -619,,                -24261,                   -619,,                             -0.23,                             -0.23,,                             -0.23,                             -0.23,,                     44,                  1280,,,,                              0,                              0,                              0,,                              0,,                    741,                 -1463,                  1556,,                    -93,,,,,,,,,                    530
