證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
3706,2014年01月01日至2014年03月31日,,              8498811,,              7309613,              1189198,              1189198,,,                445030,,                375502,,                658393,              1478925,               -289727,,,                 74277,,                 35644,,                  7773,,                191192,                293340,                  3613,,                 41540,                -37927,                -37927,,,                198258,                -12369,,                 31667,                217556,                217556,                179629,,                -37931,                      4,,                179625,                      4,,                             -0.05,                             -0.05,,                             -0.05,                             -0.05,,,,,,
3706,2013年第3季,,              1704326,,              1416991,                287335,                287335,,,                106449,,                 62770,,                142247,                311466,                -24131,,,                 25127,,                 26859,,                  1334,,                 45784,                 96436,                 72305,,                 -3437,                 75742,                 75742,,,,,,,,               -684026,               -608284,,                 75870,                   -128,,               -608156,                   -128,,                              0.10,                              0.10,,                              0.10,                              0.10,               -548405,                -14801,,,               -120820,
3706,2013年第2季,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,,,,                              0,                              0,,                              0,                              0,,                              0,                              0,,                              0.00,                              0.00,,                              0.00,                              0.00,                              0,                              0,,,                              0,                              0
3706,2013年度,,             11896934,,             10139940,              1756994,              1756994,,,                637179,,                427447,,                822199,              1886825,               -129831,,,                177584,,                276765,,                  7137,,                327463,                774675,                644844,,                 74048,                570796,                570796,,,,,,,,                171708,                742504,,                571287,                   -491,,                742995,                   -491,,                              0.78,                              0.78,,                              0.76,                              0.76,                125888,                  7197,                -13148,,                 49536,                 -2235
3706,2013年07月01日至2013年09月30日,,              1704326,,              1416991,                287335,                287335,,,                106449,,                 62770,,                142247,                311466,                -24131,,,                 25127,,                 26859,,                  1334,,                 45784,                 96436,                 72305,,                 -3437,                 75742,                 75742,,,,,,,,               -115108,                -39366,,                 75870,                   -128,,                -39238,                   -128,,                              0.10,                              0.10,,                              0.10,                              0.10,                -60303,                -26656,,,                -28149,
3706,2013年01月01日至2013年12月31日,,             11896934,,             10139940,              1756994,              1756994,,,                637179,,                427447,,                822199,              1886825,               -129831,,,                177584,,                276765,,                  7137,,                327463,                774675,                644844,,                 74048,                570796,                570796,,,,,,,,                171708,                742504,,                571287,                   -491,,                742995,                   -491,,                              0.78,                              0.78,,                              0.76,                              0.76,                125888,                  7197,                -13148,,                 49536,                 -2235
3706,2013年01月01日至2013年09月30日,,              1704326,,              1416991,                287335,                287335,,,                106449,,                 62770,,                142247,                311466,                -24131,,,                 25127,,                 26859,,                  1334,,                 45784,                 96436,                 72305,,                 -3437,                 75742,                 75742,,,,,,,,               -115108,                -39366,,                 75870,                   -128,,                -39238,                   -128,,                              0.10,                              0.10,,                              0.10,                              0.10,                -60303,                -26656,,,                -28149,
3706,2013年01月01日至2013年06月30日,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,,,,                              0,                              0,,                              0,                              0,,                              0,                              0,,                              0.00,                              0.00,,                              0.00,                              0.00,                              0,                              0,,,                              0,                              0
3706,2013年01月01日至2013年03月31日,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,,,,                              0,                              0,,                              0,                              0,,                              0,                              0,,                              0.00,                              0.00,,,,                              0,                              0,,,                              0,
3706,2012年07月01日至2012年09月30日,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,,,,                              0,                              0,,                              0,                              0,,                              0,                              0,,                              0.00,                              0.00,,                              0.00,                              0.00,                              0,                              0,,,                              0,
3706,2012年01月01日至2012年12月31日,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,,,,                              0,                              0,,                              0,                              0,,                              0,                              0,,                              0.00,                              0.00,,                              0.00,                              0.00,                              0,                              0,                              0,,                              0,                              0
3706,2012年01月01日至2012年09月30日,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,,,,                              0,                              0,,                              0,                              0,,                              0,                              0,,                              0.00,                              0.00,,                              0.00,                              0.00,                              0,                              0,,,                              0,
