證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 處分投資損失,　　　 減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 確定福利計畫精算利益（損失）,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　　 其他費用,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　　 處分不動產、廠房及設備利益,　　　 處分投資性不動產利益,　　　 處分無形資產利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 按攤銷後成本衡量之金融負債利益,　　　 當期原始認列生物資產之利益,　　　 生物資產當期公允價值減出售成本之變動之利益,　　　 公允價值調整利益－投資性不動產,　　　 不動產、廠房及設備重估價利益,　　　 無形資產重估價利益,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 手續費支出,　　　　 手續費支出合計,　　　 停工損失,　　　 虧損性合約損失,　　　 保證合約損失,　　　 賠償損失,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分投資性不動產損失,　　　 處分無形資產損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 按攤銷後成本衡量之金融負債損失,　　　 當期原始認列生物資產之損失,　　　 生物資產當期公允價值減出售成本之變動之損失,　　　 公允價值調整損失－投資性不動產,　　　 不動產、廠房及設備重估價損失,　　　 無形資產重估價損失,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 非控制權益（淨利／損）,　　 非控制權益（綜合損益）,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 專櫃銷貨成本（百貨業適用）,　　 投資支出（投資公司適用）,　　　 投資支出（投資公司適用）合計,　　 租賃成本,　　　 租賃成本合計,　　 旅遊服務成本（觀光飯店業適用）,　　　 旅遊服務成本（觀光飯店業適用）合計,　　 營建工程成本,　　　 營建工程成本合計,　　 勞務成本,　　　 勞務成本合計,　　 標準成本差異,　　　 標準成本差異合計,　　 其他營業成本,　　 國外營運機構財務報表換算之兌換差額,　　 權益工具投資之利益（損失）,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 國外營運機構淨投資避險,　　 重估價之利益（損失）,　　 與待出售非流動資產直接相關之權益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益,　　 與其他綜合損益組成部分相關之所得稅,　　 共同控制下前手權益（淨利／損）,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 租金收入,　　　 權利金收入,　　　 股利收入,　　　 廉價購買利益,　　　 手續費收入,　　　　 手續費收入合計,　　　 違約金收入,　　　 歸墊收入,　　　 壞帳轉回利益,　　　 沖銷逾期應付款利益,　　　 其他收入－其他
6172,2013年07月01日至2013年09月30日,,                 66071,,                 56953,                  9118,                  9118,,,                  3669,,                  5043,,                  2003,                 10715,                 -1597,,,                  4634,,                              0,                              0,,                    452,                   -452,,                  1372,                  2810,                  1213,,                    434,                    779,                    779,,,,                    779,,                    779,,                    779,,                              0.02,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,2013年04月01日至2013年06月30日,,                 67064,,                 55683,                 11381,                 11381,,,                  5050,,                  4394,,                  1915,                 11359,                     22,,,                  3783,,                    184,                              0,,                              0,                    320,,                  1338,                  2765,                  2787,,                              0,                  2787,                  2787,,                              0,                              0,                  2787,,                  2787,,                  2787,,                              0.06,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                    136,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,,,                 67064,,                 55683,                 55683,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,
6172,2013年01月01日至2013年12月31日,,                272611,,                230777,                 41834,                 41834,,,                 16903,,                 19331,,                  8740,                 44974,                 -3140,,,                 17267,,                  1989,                              0,,                              0,                  1989,,                  5896,                 13360,                 10220,,                    977,                  9243,                  9243,,                              0,                              0,                  9243,,                  9243,,                  9243,,                              0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,2013年01月01日至2013年09月30日,,                210346,,                173522,                 36824,                 36824,,,                 15077,,                 14577,,                  6811,                 36465,                    359,,,                 12446,,                    184,                              0,,                              0,                  1506,,                  4500,                  9452,                  9811,,                    434,                  9377,                  9377,,,,                  9377,,                  9377,,                  9377,,                              0.20,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                  1322,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,2013年01月01日至2013年06月30日,,                144275,,                116569,                 27706,                 27706,,,                 11408,,                  9534,,                  4808,                 25750,                  1956,,,                  7812,,                    184,                              0,,                              0,                  1958,,                  3128,                  6642,                  8598,,                              0,                  8598,                  8598,,                              0,                              0,                  8598,,                  8598,,                  8598,,                              0.18,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                  1774,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,,,                144275,,                116569,                116569,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,
6172,2013年01月01日至2013年03月31日,,                 77211,,                 60886,                 16325,                 16325,,,                  6358,,                  5140,,                  2893,                 14391,                  1934,,,                  4029,,                              0,                              0,,                              0,                  1638,,                  1790,                  3877,                  5811,,                              0,                  5811,                  5811,,                              0,                              0,                  5811,,                  5811,,                  5811,,                              0.12,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                 -1638,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                 77211,,                 60886,                 60886,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,,                 77211,                 77211,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                  4029
6172,2012年07月01日至2012年09月30日,,                 82504,,                 69256,                 13248,                 13248,,,                  6603,,                  4460,,                  2411,                 13474,                   -226,,,                  3344,,                              0,                              0,,                              0,                    437,,                  2043,                  1738,                  1512,,                     17,                  1495,                  1495,,,,                  1495,,                  1495,,                  1495,,                              0.03,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                    437,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,2012年04月01日至2012年06月30日,,                 31539,,                 60234,                -28695,                -28695,,,                 11941,,                    888,,                  2499,                 15328,                -44023,,,                  1505,,                              0,                 29416,,                 21652,                -27003,,                    864,                -26362,                -70385,,                  2223,                -72608,                -72608,,                              0,                    637,                -71971,,                -72608,,                -71971,,                             -1.56,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                 24065,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,,,                 31539,,                 60234,                 60234,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                    637,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,
6172,2012年01月01日至2012年12月31日,,                202173,,                199970,                  2203,                  2203,,,                 33279,,                 36566,,                 10065,                 79910,                -77707,,,                 13355,,                 30879,                 29964,,                 21652,                -20737,,                  7752,                -15134,                -92841,,                 17545,               -110386,               -110386,,                  6171,                  6171,               -104215,,               -110386,,               -104215,,                             -2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,2012年01月01日至2012年09月30日,,                164654,,                170540,                 -5886,                 -5886,,,                 27065,,                 28553,,                  7514,                 63132,                -69018,,,                  9080,,                              0,                 29416,,                 21652,                -25104,,                  5814,                -21838,                -90856,,                  3721,                -94577,                -94577,,,,                -94577,,                -94577,,                -94577,,                             -2.03,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                 25964,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
