證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金淨收益,　　　 保險業務淨收益,　　　　 保險業務淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損（損失）迴轉利益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　 其他利息以外淨損益,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 呆帳費用及保證責任準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 確定福利計畫之再衡量數,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主-綜合損益,　　 非控制股權,　 基本每股盈餘,　　 繼續營業單位稅後淨利（淨損）,　　 基本每股盈餘合計,　　　　 手續費及佣金收入,　　　　　 手續費及佣金收入合計,　　　　 保險業務收益,　　　　　 保險業務收益合計,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　 備供出售金融資產之已實現利益,　　　　 兌換損失,　　　　 資產減損損失,　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　　 採用權益法認列關聯企業及合資損失之份額,　　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損失之份額,　　　　 其他利息以外淨收益,　　 收益 ,　　 費用 ,　 繼續營業單位稅前損益,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　 投資性不動產利益,　　　　 兌換利益,　　　　 資產減損損失（迴轉利益）
2880,2013年04月01日至2013年06月30日,,,              8582997,              2915112,              5667885,,,              1525601,,                648828,,                630675,,                 62541,,                 92476,,               -166023,,,,                 -1051,,                430652,              3211081,              8878966,,                832468,,                118910,,              3254375,                224848,              1380288,              4859511,,               -470726,              2597351,,,              2597351,,,,,,,,,,,,,              1595639,,              2597328,                     23,,              1595616,                     23,,                              0.29,                              0.29,,              1525601,,                648828,                630675,                 92476,                166023,                 12618,,                  1051,                 -1051,                  1051,                430652,             11973770,              8774165,              3068077,                -21733,               -980245,                 -1958,                  2224,             -1001712,,                 62541,                              0,                -12618
2880,2013年01月01日至2013年12月31日,,,             35315843,             12083476,             23232367,,,              6353628,,              2194319,,              3260079,,                251663,,                661570,,             -1183886,,,,                 -5518,,                843785,             12269325,             35501692,,              3874858,,                117470,,             12958111,                912532,              5753584,             19624227,,             -1833875,             10051262,,,             10051262,,,,,,,,,,,,,             10360792,,             10051213,                     49,,             10360743,                     49,,                              1.11,                              1.11,,              6353628,,              2194319,              3260079,                661570,              1183886,                106315,,                  5518,                 -5518,                  5518,                843785,             48880887,             36771965,             11885137,                209774,                  1694,                119352,                -21290,                309530,                              0,                251663,                              0,               -106315
2880,2013年01月01日至2013年09月30日,,,             25940284,              8814624,             17125660,,,              4717857,,              1816092,,              2264480,,                151553,,                625152,,               -869845,,,,                 -2601,,                741975,              9416507,             26542167,,              2587797,,                220180,,              9699595,                687189,              4324676,             14711460,,             -1411647,              7611083,,,              7611083,,,,,,,,,,,,,              7122041,,              7611038,                     45,,              7121996,                     45,,                              0.84,                              0.84,,              4717857,,              1816092,              2264480,                625152,                869845,                 28156,,                  2601,                 -2601,                  2601,                741975,             36257393,             26986327,              9022730,                132536,               -613278,                 -9199,                    899,               -489042,                              0,                151553,                              0,                -28156
2880,2013年01月01日至2013年06月30日,,,             17002630,              5748027,             11254603,,,              3134945,,              1272774,,              3083031,,                115543,,                444134,,             -2059106,,,,                 -2126,,                508792,              6485369,             17739972,,              1622573,,                213184,,              6481462,                453764,              2805462,              9740688,,               -969416,              5194111,,,              5194111,,,,,,,,,,,,,              4577606,,              5194078,                     33,,              4577573,                     33,,                              0.57,                              0.57,,              3134945,,              1272774,              3083031,                444134,              2059106,                 12618,,                  2126,                 -2126,                  2126,                508792,             25561849,             19172520,              6163527,                277008,               -888813,                 -6199,                  1499,               -616505,,                115543,                              0,                -12618
2880,2013年01月01日至2013年03月31日,,,              8419633,              2832915,              5586718,,,              1609344,,                623946,,              2439370,,                 54039,,                360380,,             -1893083,,                              0,,                 -1075,,                 86160,              3279081,              8865799,,                790105,,                 94274,,              3227087,                233709,              1425174,              4885970,,               -498690,              2596760,,,              2596760,,,,,,,,,,,,,              2981967,,              2596750,                     10,,              2981957,                     10,,                              0.29,                              0.29,,              1609344,,                623946,              2439370,                360380,              1893083,                              0,,                  1075,                 -1075,                  1075,                 86160,             12653040,             10403148,              3095450,                298741,                 91432,                 -5110,                    144,                385207,,,,
2880,2012年07月01日至2012年09月30日,,,              8525338,              2811053,              5714285,,,              1488552,,                527351,,               -891683,,                 41321,,                219617,,              1568872,,,,                   -554,,                253500,              3181621,              8895906,,              1273131,,                 56176,,              3226646,                245711,              1399543,              4871900,,               -381000,              2313699,,,              2313699,,,,,,,,,,,,,              3376924,,              2313694,                      5,,              3376919,                      5,,                              0.26,                              0.26,,              1488552,,                527351,                              0,                219617,                              0,                 25355,,                    554,                   -554,                    554,                253500,             12624551,              9848321,              2694699,                -56329,              1120564,                              0,                 -1010,              1063225,                891683,                 41321,              1568872,                -25355
2880,2012年04月01日至2012年06月30日,,,              8296666,              2795446,              5501220,,,              1432228,,                633790,,                912908,,                 25288,,                 35138,,               -526660,,,,                   -492,,                329872,              2835697,              8336917,,                242073,,                214386,,              3270043,                262261,              1428175,              4960479,,               -476994,              2442985,,,              2442985,,,,,,,,,,,,,              1999551,,              2442961,                     24,,              1999527,                     24,,                              0.27,                              0.27,,              1432228,,                633790,                912908,                 35138,                526660,                  6375,,                    492,                   -492,                    492,                329872,             11665890,              8525150,              2919979,                 16574,               -460088,                              0,                     80,               -443434,,                 25288,                              0,                 -6375
2880,2012年01月01日至2012年12月31日,,,             33510583,             11184325,             22326258,,,              5830667,,              2096670,,             -1186875,,                186873,,                436771,,              3474327,,,,                 -4309,,                864048,             11579552,             33905810,,              3483299,,                259748,,             12912042,              1025305,              5687231,             19624578,,             -1597659,              8940526,,,              8940526,,,,,,,,,,,,,             10437103,,              8940484,                     42,,             10437061,                     42,,                              0.99,                              0.99,,              5830667,,              2096670,                              0,                436771,                              0,                118620,,                  4309,                 -4309,                  4309,                864048,             46399939,             35483386,             10538185,               -157832,              1836754,               -215799,                 33454,              1496577,              1186875,                186873,              3474327,               -118620
2880,2012年01月01日至2012年09月30日,,,             25086945,              8418699,             16668246,,,              4404168,,              1696902,,               -692740,,                141254,,                369095,,              2587993,,,,                 -1954,,                722296,              9115884,             25784130,,              1890798,,                327672,,              9733780,                774650,              4260785,             14769215,,             -1322548,              7473897,,,              7473897,,,,,,,,,,,,,              9075277,,              7473862,                     35,,              9075242,                     35,,                              0.83,                              0.83,,              4404168,,              1696902,                              0,                369095,                              0,                111130,,                  1954,                 -1954,                  1954,                722296,             35008653,             25773406,              8796445,               -114830,              1719566,                              0,                 -3356,              1601380,                692740,                141254,              2587993,               -111130
2880,2012年01月01日至2012年06月30日,,,             16561607,              5607646,             10953961,,,              2915616,,              1169551,,                198943,,                 26943,,                149478,,              1019121,,,,                 -1400,,                545073,              5937550,             16891511,,                617667,,                271496,,              6507134,                532057,              2861411,              9900602,,               -941548,              5160198,,,              5160198,,,,,,,,,,,,,              5698353,,              5160168,                     30,,              5698323,                     30,,                              0.57,                              0.57,,              2915616,,              1169551,                198943,                149478,                              0,                 85775,,                  1400,                 -1400,                  1400,                545073,             22586332,             16127315,              6101746,                -58501,                599002,                              0,                 -2346,                538155,,                 26943,              1019121,                -85775
2880,2012年01月01日至2012年03月31日,,,              8264941,              2812200,              5452741,,,              1483388,,                535761,,               -713965,,                  1655,,                114340,,              1545781,,,,                   -908,,                215201,              3101853,              8554594,,                432704,,,,              3237091,                269796,              1433236,              4940123,,               -464554,              2717213,,,              2717213,,,,,,,,,,,,,              3698802,,              2717207,                      6,,              3698796,                      6,,                              0.32,                              0.32,,              1483388,,                535761,                              0,                114340,                              0,                 79400,,                    908,                   -908,                    908,                215201,             12161067,              8979300,              3181767,                -75075,              1056664,                              0,,                981589,                713965,                  1655,              1545781,                -79400
