證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 投資收入（投資公司適用）,　　　 投資收入,　　　　 投資收入合計,　　　 投資收入（投資公司適用）合計,　　 租賃收入,　　　 租賃收入合計,　　 旅遊服務收入,　　　 餐旅服務收入,　　　　 餐旅服務收入淨額,　　　 育樂收入,　　　　 育樂收入淨額,　　　 旅遊服務收入合計,　　 營建工程收入,　　　 營建收入（營建業適用）,　　　　 營建收入（營建業適用）淨額,　　　 工程收入,　　　　 工程收入淨額,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 什項支出,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 其他利益及損失淨額,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 共同控制下前手權益（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 外幣兌換損失,　　　 手續費收入,　　　　 手續費收入合計,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
6271,2015年第3季,,,,              2173905,              2173905,                 17235,                 18762,              2137908,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              2137908,,,              1539495,              1539495,              1539495,                598413,                598413,,,                 51163,,                121974,,                 22987,                196124,,                              0,                402289,,,,                 11353,                 11353,                  4758,                 16111,,                 89327,                    338,                 25249,                 63740,,                              0,,                              0,,                 12729,                 12729,,                              0,                 67122,                469411,,                 72215,                 72215,                397196,,                              0,                397196,,,,                              0,                              0,                              0,                              0,,                 96017,,                              0,                              0,                 21644,                 74373,                 74373,                471569,,                397196,                              0,                              0,,                471569,                              0,                              0,,                              2.44,                              0.00,                              2.44,,                              2.27,                              0.00,                              2.27,,,,,,,,,,
6271,2015年第2季,,,,              1975616,              1975616,                 32083,                  4754,              1938779,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              1938779,,,              1487903,              1487903,              1487903,                450876,                450876,,,                 43274,,                111387,,                 25982,                180643,,                              0,                270233,,,,                 15893,                 15893,                  2945,                 18838,,,                     45,,                 -5455,,                              0,,                              0,,                 12879,                 12879,,                              0,                    504,                270737,,                 86126,                 86126,                184611,,                              0,                184611,,,,                              0,                              0,                              0,                              0,,                -21460,,                              0,                              0,                 -4738,                -16722,                -16722,                167889,,                184611,                              0,                              0,,                167889,                              0,                              0,,                              1.13,                              0.00,                              1.13,,                              1.12,                              0.00,                              1.12,                  1497,                  6907,,,,,,,,
6271,2015年01月01日至2015年09月30日,,,,              5973138,              5973138,                 65811,                 29824,              5877503,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              5877503,,,              4413428,              4413428,              4413428,              1464075,              1464075,,,                132982,,                338835,,                 72515,                544332,,                              0,                919743,,,,                 40397,                 40397,                  8831,                 49228,,                 75114,                  2625,                 15976,                 56513,,                              0,,                              0,,                 39393,                 39393,,                              0,                 66348,                986091,,                195142,                195142,                790949,,                              0,                790949,,,,                              0,                              0,                              0,                              0,,                 57386,,                              0,                              0,                 13137,                 44249,                 44249,                835198,,                790949,                              0,                              0,,                835198,                              0,                              0,,                              4.86,                              0.00,                              4.86,,                              4.60,                              0.00,                              4.60,,,,,,,,,,
6271,2015年01月01日至2015年06月30日,,,,              3799233,              3799233,                 48576,                 11062,              3739595,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              3739595,,,              2873933,              2873933,              2873933,                865662,                865662,,,                 81819,,                216861,,                 49528,                348208,,                              0,                517454,,,,                 29044,                 29044,                  4073,                 33117,,,                  2287,,                 -7227,,                              0,,                              0,,                 26664,                 26664,,                              0,                   -774,                516680,,                122927,                122927,                393753,,                              0,                393753,,,,                              0,                              0,                              0,                              0,,                -38631,,                              0,                              0,                 -8507,                -30124,                -30124,                363629,,                393753,                              0,                              0,,                363629,                              0,                              0,,                              2.42,                              0.00,                              2.42,,                              2.33,                              0.00,                              2.33,                  9273,                 14213,,,,,,,,
6271,2015年01月01日至2015年03月31日,,,,              1823617,              1823617,                 16493,                  6308,              1800816,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              1800816,,,              1386030,              1386030,              1386030,                414786,                414786,,,                 38545,,                105474,,                 23546,                167565,,                              0,                247221,,,,                 13151,                 13151,                  1128,                 14279,,                              0,                  2242,                              0,                 -1772,,                              0,,                              0,,                 13785,                 13785,,                              0,                 -1278,                245943,,                 36801,                 36801,                209142,,                              0,                209142,,,,                              0,                              0,                              0,                              0,,                -17171,,                              0,                              0,                 -3769,                -13402,                -13402,                195740,,                209142,                              0,                              0,,                195740,                              0,                              0,,                              1.28,                              0.00,                              1.28,,                              1.22,                              0.00,                              1.22,                  7776,                  7306,,,,,,,,
6271,2014年第3季,,,,              2360307,              2360307,                  7252,                 13714,              2339341,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              2339341,,,              1557914,              1557914,              1557914,                781427,                781427,,,                 55751,,                141065,,                 21878,                218694,,                              0,                562733,,,,                 11954,                 11954,                  2167,                 14121,,                 32140,                    980,                 10704,                 20456,,                              0,,                              0,,                 11914,                 11914,,                              0,                 22663,                585396,,                 90181,                 90181,                495215,,                              0,                495215,,,,                              0,                              0,                              0,                              0,,                 29402,,                              0,                              0,                  5976,                 23426,                 23426,                518641,,                495215,                              0,                              0,,                518641,                              0,                              0,,                              3.04,                              0.00,                              3.04,,                              2.83,                              0.00,                              2.83,,,,,,,,,,
6271,2014年第2季,,,,              2224899,              2224899,                  8205,                 11355,              2205339,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              2205339,,,              1540636,              1540636,              1540636,                664703,                664703,,,                 51424,,                120928,,                 25158,                197510,,                              0,                467193,,,,                 12245,                 12245,                  1856,                 14101,,,                  3690,,                -16236,,                              0,,                              0,,                  7720,                  7720,,                              0,                 -9855,                457338,,                 91217,                 91217,                366121,,                              0,                366121,,,,                              0,                              0,                              0,                              0,,                -32861,,                              0,                              0,                 -6515,                -26346,                -26346,                339775,,                366121,                              0,                              0,,                339775,                              0,                              0,,                              2.25,                              0.00,                              2.25,,                              2.24,                              0.00,                              2.24,                  8049,                 20595,,,,,,,,
6271,2014年度,,,,              8450565,              8450565,                 51560,                 61458,              8337547,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              8337547,,,              5848552,              5848552,              5848552,              2488995,              2488995,,,                204281,,                469283,,                100580,                774144,,                              0,              1714851,,,,                 51333,                 51333,                  8074,                 59407,,                 91183,                  4993,                 22787,                 63403,,                              0,,                              0,,                 37700,                 37700,,                              0,                 85110,              1799961,,,                289319,              1510642,,                              0,              1510642,,,,,,,,,,,,,,,                 71192,              1581834,,              1510642,                              0,                              0,,              1581834,                              0,                              0,,                              9.27,                              0.00,                              9.27,,                              8.91,                              0.00,                              8.91,                              0,                              0,,                              0,                289319,                 97431,                 -7684,,                              0,                 18555
6271,2014年01月01日至2014年09月30日,,,,              6470721,              6470721,                 19510,                 39404,              6411807,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              6411807,,,              4440973,              4440973,              4440973,              1970834,              1970834,,,                153429,,                373666,,                 67714,                594809,,                              0,              1376025,,,,                 33772,                 33772,                  6683,                 40455,,                 30705,                  4670,                  5710,                 20325,,                              0,,                              0,,                 23443,                 23443,,                              0,                 37337,              1413362,,                238529,                238529,              1174833,,                              0,              1174833,,,,                              0,                              0,                              0,                              0,,                 34088,,                              0,                              0,                  6617,                 27471,                 27471,              1202304,,              1174833,                              0,                              0,,              1202304,                              0,                              0,,                              7.21,                              0.00,                              7.21,,                              7.01,                              0.00,                              7.01,,,,,,,,,,
6271,2014年01月01日至2014年06月30日,,,,              4110414,              4110414,                 12258,                 25690,              4072466,,,                              0,                              0,,                              0,,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,              4072466,,,              2883059,              2883059,              2883059,              1189407,              1189407,,,                 97678,,                232601,,                 45836,                376115,,                              0,                813292,,,,                 21818,                 21818,                  4516,                 26334,,,                  3690,,                   -131,,                              0,,                              0,,                 11529,                 11529,,                              0,                 14674,                827966,,                148348,                148348,                679618,,                              0,                679618,,,,                              0,                              0,                              0,                              0,,                  4686,,                              0,                              0,                    641,                  4045,                  4045,                683663,,                679618,                              0,                              0,,                683663,                              0,                              0,,                              4.17,                              0.00,                              4.17,,                              4.15,                              0.00,                              4.15,                  4994,                  1435,,,,,,,,
