證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 貼現及放款利息收入,　　　　 應收承購帳款利息收入,　　　　 買入匯款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 投資有價證券利息收入（持有票債券利息收入）,　　　　 信用卡循環利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 存款利息費用,　　　　 央行及同業存款利息費用,　　　　 央行及同業融資利息費用,　　　　 附買回票債券負債利息費用,　　　　 結構型商品利息費用,　　　　 發行債券利息費用,　　　　 其他利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 進出口業務手續費收入,　　　　　 國內信用狀手續費收入,　　　　　 匯費收入,　　　　　 跨行手續費收入,　　　　　 放款手續費收入,　　　　　 保證手續費收入,　　　　　 承兌手續費收入,　　　　　 承購帳款手續費收入,　　　　　 信託業務收入,　　　　　 信託附屬業務手續費收入,　　　　　 代理手續費收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 匯費支出,　　　　　 跨行手續費,　　　　　 信託手續費,　　　　　 保管手續費,　　　　　 其他手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產股利收入,　　　　　 透過損益按公允價值衡量之金融資產利息收入,　　　　　 透過損益按公允價值衡量之金融資產處分利益,　　　　　 透過損益按公允價值衡量之金融資產評價利益,　　　　　 透過損益按公允價值衡量之金融負債處分利益,　　　　　 透過損益按公允價值衡量之金融負債評價利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產處分損失,　　　　　 透過損益按公允價值衡量之金融資產評價損失,　　　　　 透過損益按公允價值衡量之金融負債利息費用,　　　　　 透過損益按公允價值衡量之金融負債處分損失,　　　　　 透過損益按公允價值衡量之金融負債評價損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產股利收入,　　　　　 備供出售金融資產處分利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產處分損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損益,　　　 其他利息以外淨損益,　　　　 避險工具之淨損益－公允價值避險,　　　　　 避險工具之利益－公允價值避險,　　　　　 避險工具之損失－公允價值避險,　　　　　 避險工具之淨損益－公允價值避險,　　　　 歸因於所規避風險之被避險項目之淨損益－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之利益－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之損失－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之淨損益－公允價值避險,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產損失,　　　　　 以成本衡量之金融資產淨損益,　　　　 無活絡市場之債務商品淨投資損益,　　　　　 無活絡市場之債務工具投資損失,　　　　　 無活絡市場之債務工具淨投資損益合計,　　　　 出售承受擔保品淨損益,　　　　　 出售承受擔保品利益,　　　　　 出售承受擔保品淨損益,　　　　 證券經紀收入淨額,　　　　　 證券經紀收入,　　　　　 證券經紀費用,　　　　　 證券經紀收入淨額,　　　　 證券承銷收入淨額,　　　　　 證券承銷收入,　　　　　 證券承銷費用,　　　　　 證券承銷收入淨額,　　　　 證券自營費用,　　　　　 證券自營費用,　　　　　 證券自營費用合計,　　　　 顧問服務收入,　　　　　 顧問服務收入,　　　　　 顧問服務收入合計,　　　　 營業資產出租淨損益,　　　　　 營業資產租金收入,　　　　　 營業資產出租費用,　　　　　 營業資產出租淨損益,　　　　 租賃收入,　　　　　 租賃收入,　　　　　 租賃收入合計,　　　　 財產交易淨損益,　　　　　 財產交易利益,　　　　　 財產交易淨損益,　　　　 資產報廢損失,　　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 災害損失,　　　　　 災害損失,　　　　　 災害損失合計,　　　　 其他什項損益,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項損益,　　　　 其他利息以外收益,　　　　 其他利息以外損失,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 收益,　　 費損 ,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 放款呆帳費用,　　 放款呆帳費用調整,　　 應收承購帳款呆帳費用,　　 應收承兌票款呆帳費用,　　 保證責任準備提存,　　 應收信用卡帳款呆帳費用,　　 應收信用卡帳款呆帳費用調整,　　 其他應收款呆帳費用,　　 其他應收款呆帳費用調整,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 短期員工福利,　　　 退職後福利,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊費用,　　　 攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 員工訓練費用,　　　 研究發展費用,　　　 租金,　　　 佣金支出,　　　 現金運送費,　　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　　 附賣回票債券投資利息收入,　　　　　 無活絡市場之債務商品投資損失,　　　　　 無活絡市場之債務商品淨投資損益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算損益,　　 與其他綜合損益組成部分相關之所得稅 ,　　 其他綜合損益（稅後）淨額,　　 綜合損益總額,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損損失,　　　　　 資產減損損失合計,　　　　 資產減損（損失）迴轉利益淨額,　　　　 投資性不動產損益,　　　　　 投資性不動產利益,　　　　　 投資性不動產損失,　　　　　 投資性不動產損益,　　　　 出售不良債權淨損益,　　　　　 出售不良債權收入,　　　　　 出售不良債權淨損益,　　　　 兌換損失,　　　　　 兌換損失,　　　　　 兌換損失合計,　　 本期稅後淨利（損）歸屬於非控制權益,　　 本期稅後綜合損益總額歸屬於非控制權益
2801,2014年01月01日至2014年03月31日,,,,              5985298,                 23744,                     89,                983222,                569327,                  7864,                  1170,              7570714,,              2407175,                384229,                     96,                  8465,                  4119,                249812,                    588,              3054484,              4516230,,,,                 73227,                  3321,                134631,                 34986,                106582,                 40732,                    792,                  3248,                233965,                 65071,                  8769,                 41439,                466019,              1212782,,                  3010,                 31082,                 32219,,                 93720,                160031,              1052751,,,,                 99899,              1194076,              2296089,                404277,                 88705,              4083046,,                263401,                 12457,                  2044,              1264691,              2422912,              3965505,                117541,,,,                  7328,                  7328,,                              0,                              0,                  7328,,,                459064,                459064,                459064,,,                      7,,                      7,,                              0,                -11062,                 11062,,,,,,                      1,                     -1,,,,,                 14510,                    764,                 13746,,                              0,                              0,                              0,,                     70,                    -70,,,,,                  7596,                 12296,                 -4700,,                 41957,                 41957,,                      4,                      4,,                  2303,                 -2303,,,,,                 12054,                  4269,                  7785,                 76128,                  8641,                 67487,              1704171,             13409062,              9758160,              6220401,,               -208838,               -737572,                -55143,                 -4007,                139866,                  3864,                 -2712,                 -2111,                 -2619,               -869272,,,              2177012,                229159,              2406171,,                150971,                 23303,                174274,,                  1061,                    465,                193255,                    181,                  9439,                653925,                858326,              3438771,,              3650902,               -550555,              3100347,,              3650902,               -550555,              3100347,,,                 81838,                 88437,                    510,                170785,                170785,,              3821177,               -550045,              3271132,,              3100347,,              3271132,,                              0.39,                              0.39,,                              0.39,                              0.39,,,,,,,,,,,,,,,,,,,,,,,,,
2801,2013年第3季,,,,              6020173,                 14696,                     45,                330859,                603554,                  7354,                  1079,              6977760,,              2133397,                184345,                    295,                  9032,                  2690,                255677,                    714,              2586150,              4391610,,,,                 70499,                  3327,                134869,                 34546,                 84699,                 38324,                    475,                  2704,                179227,                 69373,                  9592,                 37818,                467618,              1133071,,                  3320,                 31040,                 29259,,                 87479,                151098,                981973,,,,                104992,                941186,                950735,                456604,                294042,              2747559,,                256481,                344998,                  1996,                927748,                926770,              2457993,                289566,,,                 49707,                 11033,                 60740,,                 19831,                 19831,                 40909,,,                117948,                117948,                117948,,,                  1555,                  2334,                   -779,,                              0,                -11777,                 11777,,                147989,                              0,                147989,,,,,                  4260,                  4260,,                 14322,                    691,                 13631,,                              0,                              0,                              0,,                     28,                    -28,,,,,                  8910,                 10168,                 -1258,,                 28075,                 28075,,                    502,                    502,,                     10,                    -10,,,,,                  6555,                              0,                  6555,                212168,                  1456,                210712,              1641108,             11249246,              8381496,              6032718,,                726384,               -959897,                  3909,                 -4912,                 -5943,                  4254,                 -2864,                 12464,                   -175,               -226780,,,              2117329,                231313,              2348642,,                156752,                  7476,                164228,,                  5671,                    504,                189264,                    148,                  7933,                675358,                878878,              3391748,,              2867750,               -542401,              2325349,,              2867750,               -542401,              2325349,,,,,,,,,              2451117,               -531233,,,              2325349,,              1919884,,                              0.29,                              0.29,,                              0.29,                              0.29,                              0,                      2,                     -2,                -65965,               -350668,,                 11168,               -405465,              1919884,,,,,,,,,,,,,,,,
2801,2013年第2季,,,,              5894071,                  9315,                     40,                264328,                614107,                  6204,                  1071,              6789136,,              2081661,                166581,                    377,                  9592,                  3390,                215317,                 15807,              2492725,              4296411,,,,                 72318,                  3299,                134294,                 34211,                 77734,                 37967,                    658,                  2472,                242998,                 77729,                  9758,                 34575,                497258,              1225271,,                  3148,                 29371,                 35240,,                 86205,                153964,              1071307,,,,                 87367,              1219488,                823995,                593914,                -19479,              2705285,,                345196,                 -3755,                  1922,              1379701,                726330,              2449394,                255891,,,                  2747,                237538,                240285,,                 30630,                 30630,                209655,,,                252043,                252043,                252043,,,                   -489,                              0,                   -489,,                              0,                -11622,                 11622,,                137427,                              0,                137427,,,,,                              0,                              0,,                 11856,                    710,                 11146,,,,,,                     95,                    -95,,,,,                  8067,                  6874,                  1193,,                 39732,                 39732,,                              0,                              0,,                     42,                    -42,,,,,                 12485,                     36,                 12449,                209078,                 -3863,                212941,              2001837,             11421098,              8585281,              6298248,,                956223,               -925563,                 36976,                  5665,                -23285,                  3468,                 -2419,                  1537,                   -242,                 52360,,,              2100774,                252723,              2353497,,                161464,                  7525,                168989,,                  6919,                  1994,                183764,                     36,                  8479,                686393,                887585,              3410071,,              2835817,               -460583,              2375234,,              2835817,               -460583,              2375234,,,,,,,,,              2616158,               -464014,,,              2375234,,              2152144,,                              0.30,                              0.30,,                              0.30,                              0.30,                              0,                      2,                     -2,                 60324,               -279983,,                 -3431,               -223090,              2152144,,,,,,,,,,,,,,,,
2801,2013年度,,,,             23502023,                 61076,                    172,              1275898,              2449852,                 27768,                  4611,             27321411,,              8490451,                741525,                  1247,                 36454,                 11316,                957009,                  2981,             10240983,             17080428,,,,                290707,                 13391,                542953,                138714,                325704,                158654,                  2370,                 11178,                869401,                290808,                 37071,                180061,              1903108,              4764120,,                 12764,                120934,                134940,                              0,                350014,                618652,              4145468,,,,                369655,              4862413,              4097733,              2059348,                500774,             11889923,,              1188997,                618454,                  7849,              4834027,              4176017,             10825344,              1064579,,,                 52644,                371202,                423846,,                177550,                177550,                246296,,,                739433,                739433,                739433,,,                  4921,                  3119,                  1802,,                              0,                -42119,                 42119,,                285916,                              0,                285916,,,,,                  4260,                  4260,,                 51799,                  2765,                 49034,,                              0,                              0,                              0,,                    255,                   -255,,                              0,                              0,,                 32425,                 48937,                -16512,,                140357,                140357,,                    514,                    514,,                    235,                   -235,,,,,                 40608,                    594,                 40014,                560800,                 13795,                547005,              6742781,             45718181,             34970461,             23823209,,              2263743,             -2934806,                  6665,                 -2638,                 -6975,                 18433,                -11002,                 41186,                -12379,               -637773,,,              8619517,                872342,              9491859,,                637911,                 30336,                668247,,                 16303,                  5994,                753925,                    315,                 35117,              2741502,              3553156,             13713262,,             10747720,             -1929471,              8818249,,             10747720,             -1929471,              8818249,,,,,,,,,             10161968,             -1930037,,,              8818249,,              8231931,,                              1.12,                              1.12,,                              1.11,                              1.11,                     11,                      9,                     -9,                282193,               -665256,               -202689,                   -566,               -586318,              8231931,,,,,,,,,,,,,,,,
2801,2013年07月01日至2013年09月30日,,,,              6020173,                 14696,                     45,                330859,                603554,                  7354,                  1079,              6977760,,              2133397,                184345,                    295,                  9032,                  2690,                255677,                    714,              2586150,              4391610,,,,                 70499,                  3327,                134869,                 34546,                 84699,                 38324,                    475,                  2704,                179227,                 69373,                  9592,                 37818,                467618,              1133071,,                  3320,                 31040,                 29259,,                 87479,                151098,                981973,,,                              0,                104992,                941186,                950735,                456604,                294042,              2747559,,                256481,                344998,                  1996,                927748,                926770,              2457993,                289566,,,                 49707,                 11033,                 60740,,                 19831,                 19831,                 40909,,,                117948,                117948,                117948,,,                  1555,                  2334,                   -779,,,                -11777,                 11777,,                147989,,                147989,,,,,                  4260,                  4260,,                 14322,                    691,                 13631,,,,,,                     28,                    -28,,,,,                  8910,                 10168,                 -1258,,,,,                    502,                    502,,                     10,                    -10,,,,,                  6555,                              0,                  6555,                223867,                 13155,                210712,              1641108,             11260945,              8393195,              6032718,,                726384,               -959897,                  3909,                 -4912,                 -5943,                  4254,                 -2864,                 12464,                   -175,               -226780,,,              2117329,                231313,              2348642,,                156752,                  7476,                164228,,                  5671,                    504,                189264,                    148,                  7933,                675358,                878878,              3391748,,              2867750,               -542401,              2325349,,              2867750,               -542401,              2325349,,,,,,,,,              2451117,               -531233,,,              2325349,,              1919884,,                              0.30,                              0.30,,                              0.30,                              0.30,                              0,                      2,                     -2,                -65965,               -350668,,                 11168,               -405465,              1919884,,,,,,                 39774,                 11699,                 28075,,                              0,                              0,,,,,
2801,2013年04月01日至2013年06月30日,,,,              5894071,                  9315,                     40,                264328,                614107,                  6204,                  1071,              6789136,,              2081661,                166581,                    377,                  9592,                  3390,                215317,                 15807,              2492725,              4296411,,,,                 72318,                  3299,                134294,                 34211,                 77734,                 37967,                    658,                  2472,                242998,                 77729,                  9758,                 34575,                497258,              1225271,,                  3148,                 29371,                 35240,,                 86205,                153964,              1071307,,,,                 87367,              1219488,                823995,                593914,                -19479,              2705285,,                345196,                 -3755,                  1922,              1379701,                726330,              2449394,                255891,,,                  2747,                237538,                240285,,                 30630,                 30630,                209655,,,                252043,                252043,                252043,,,                   -489,                              0,                   -489,,,                -11622,                 11622,,                137427,,                137427,,,,,,,,                 11856,                    710,                 11146,,,,,,                     95,                    -95,,,,,                  8067,                  6874,                  1193,,,,,                              0,                              0,,                     42,                    -42,,,,,                 12485,                     36,                 12449,                209078,                 -3863,                212941,              2001837,             11421098,              8585281,              6298248,,                956223,               -925563,                 36976,                  5665,                -23285,                  3468,                 -2419,                  1537,                   -242,                 52360,,,              2100983,                252400,              2353383,,                161464,                  7525,                168989,,                  6919,                  1994,                183764,                     36,                  8479,                686507,                887699,              3410071,,              2835817,               -460583,              2375234,,,               -460583,              2375234,,,,,,,,,              2616158,               -464014,,,              2375234,,              2152144,,                              0.31,                              0.31,,                              0.31,                              0.31,                              0,                      2,                     -2,                 60324,               -279983,,                 -3431,               -223090,              2152144,,,,,,                 39732,,                 39732,,                              0,                              0,,,,,
2801,2013年01月01日至2013年12月31日,,,,             23502023,                 61076,                    172,              1275898,              2449852,                 27768,                  4611,             27321411,,              8490451,                741525,                  1247,                 36454,                 11316,                957009,                  2981,             10240983,             17080428,,,,                290707,                 13391,                542953,                138714,                325704,                158654,                  2370,                 11178,                869401,                290808,                 37071,                180061,              1903108,              4764120,,                 12764,                120934,                134940,,                350014,                618652,              4145468,,,                              0,                369655,              4862413,              4097733,              2059348,                500774,             11889923,,              1188997,                618454,                  7849,              4834027,              4176017,             10825344,              1064579,,,                 52644,                371202,                423846,,                177550,                177550,                246296,,,                739433,                739433,                739433,,,                  4921,                  3119,                  1802,,,                -42119,                 42119,,                285916,,                285916,,,,,                  4260,                  4260,,                 51799,                  2765,                 49034,,                              0,,                              0,,                    255,                   -255,,,,,                 32425,                 48937,                -16512,,,,,                    514,                    514,,                    235,                   -235,,,,,                 40608,                    594,                 40014,                579448,                 32443,                547005,              6742781,             45718181,             34970461,             23823209,,              2263743,             -2934806,                  6665,                 -2638,                 -6975,                 18433,                -11002,                 41186,                -12379,               -637773,,,              8619517,                872342,              9491859,,                637911,                 30336,                668247,,                 16303,                  5994,                753925,                    315,                 35117,              2741502,              3553156,             13713262,,             10747720,             -1929471,              8818249,,             10747720,             -1929471,              8818249,,,,,,,,,             10161968,             -1930037,,,              8818249,,              8231931,,                              1.14,                              1.14,,                              1.13,                              1.13,                     11,                      9,                     -9,                282193,               -665256,               -202689,                   -566,               -586318,              8231931,,,                              0,                              0,,                159005,                 18648,                140357,,                              0,                              0,,,,,
2801,2013年01月01日至2013年09月30日,,,,             17680476,                 38768,                    120,                768885,              1833727,                 20107,                  3554,             20345648,,              6286949,                519994,                  1067,                 28008,                  9840,                701340,                  2330,              7549528,             12796120,,,,                212336,                  9979,                402038,                103531,                234486,                116041,                  1840,                  7182,                661333,                221947,                 28339,                120588,              1392257,              3511897,,                  9382,                 90017,                100876,,                249558,                449833,              3062064,,,,                256796,              3708866,              3205777,              1385998,                343581,              8901018,,                826306,                396560,                  5818,              3585118,              3283789,              8097591,                803427,,,                 52644,                370732,                423376,,                123712,                123712,                299664,,,                535452,                535452,                535452,,,                  2061,                  3119,                 -1058,,                              0,                -33972,                 33972,,                285416,                              0,                285416,,,,,                  4260,                  4260,,                 37640,                  1974,                 35666,,                              0,                              0,                              0,,                    211,                   -211,,,,,                 24795,                 31113,                 -6318,,                107715,                107715,,                    505,                    505,,                    222,                   -222,,,,,                 30257,                    286,                 29971,                492649,                  2960,                489689,              5190296,             34210040,             25682303,             17986416,,              1906596,             -2584812,                  4761,                 -9468,                 -7967,                 13819,                 -8505,                 38272,                 -1273,               -648577,,,              6265748,                728119,              6993867,,                484652,                 22807,                507459,,                 13546,                  2989,                559398,                    218,                 25901,              2003878,              2605930,             10107256,,              8527737,             -1477935,              7049802,,              8527737,             -1477935,              7049802,,,,,,,,,              7837111,             -1498091,,,              7049802,,              6339020,,                              0.89,                              0.89,,                              0.89,                              0.89,                     11,                      7,                     -7,                186784,               -877410,,                -20156,               -710782,              6339020,,,,,,,,,,,,,,,,
2801,2013年01月01日至2013年06月30日,,,,             11660303,                 24071,                     76,                438026,              1230173,                 12753,                  2475,             13367888,,              4153552,                335649,                    772,                 18976,                  7151,                445664,                  1614,              4963378,              8404510,,,,                141837,                  6652,                267169,                 68985,                149787,                 77717,                  1365,                  4477,                482106,                152574,                 18746,                 82769,                924642,              2378826,,                  6063,                 58977,                 71617,,                162078,                298735,              2080091,,,,                151805,              2767680,              2255042,                929394,                 49538,              6153459,,                569825,                 51562,                  3823,              2657370,              2357018,              5639598,                513861,,,                  2937,                359699,                362636,,                103881,                103881,                258755,,,                417504,                417504,                417504,,,                    506,                    785,                   -279,,                              0,                -22194,                 22194,,                137427,                              0,                137427,,,,,                              0,                              0,,                 23318,                  1283,                 22035,,,,,,                    182,                   -182,,,,,                 15885,                 20946,                 -5061,,                 79639,                 79639,,                      3,                      3,,                    212,                   -212,,,,,                 23704,                    286,                 23418,                280482,                  1505,                278977,              3549188,             22960795,             17300808,             11953698,,              1180212,             -1624915,                    853,                 -4557,                 -2024,                  9565,                 -5641,                 25808,                 -1098,               -421797,,,              4148419,                496806,              4645225,,                327900,                 15331,                343231,,                  7875,                  2484,                370188,                     70,                 17968,              1328467,              1727052,              6715508,,              5659987,               -935534,              4724453,,              5659987,               -935534,              4724453,,,,,,,,,              5385994,               -966858,,,              4724453,,              4419136,,                              0.60,                              0.60,,                              0.59,                              0.59,                     11,                      5,                     -5,                252749,               -526742,,                -31324,               -305317,              4419136,,,,,,,,,,,,,,,,
2801,2013年01月01日至2013年03月31日,,,,              5766232,                 14757,                     35,                173698,                616066,                  6548,                  1405,              6578752,,              2071891,                169068,                    394,                  9385,                  3761,                215317,                    837,              2470653,              4108099,,,,                 69519,                  3353,                132875,                 34773,                 72053,                 39750,                    708,                  2006,                239108,                 74845,                  8988,                 48194,                427383,              1153555,,                  2915,                 29606,                 36377,,                 75873,                144771,              1008784,,,,                 64438,              1548192,              1431048,                335480,                 69017,              3448175,,                224629,                 55318,                  1901,              1277669,              1630688,              3190205,                257970,,,                    190,                122161,                122351,,                 73251,                 73251,                 49100,,,                165461,                165461,                165461,,,                    996,                    785,                    211,,,                -10572,                 10572,,,,,,,,,,,,                 11461,                    573,                 10888,,,,,,                     88,                    -88,,,,,                  7819,                 14072,                 -6253,,                 39908,                 39908,,                      3,                      3,,                    169,                   -169,,,,,                 11217,                    250,                 10967,                 71404,                  5368,                 66036,              1547351,             11539698,              8715528,              5655450,,                223989,               -699351,                -36123,                -10222,                 21261,                  6097,                 -3222,                 24271,                   -857,               -474157,,,              2047645,                244083,              2291728,,                166436,                  7806,                174242,,                    970,                    490,                186423,                     34,                  9489,                642061,                839467,              3305437,,              2824170,               -474951,              2349219,,              2824170,               -474951,              2349219,,,,,,,,,              2769836,               -502844,,,              2349219,,              2266992,,                              0.30,                              0.30,,                              0.30,                              0.30,                     11,                      3,                     -3,                192425,               -246759,,                -27893,                -82227,              2266992,,,,,,,,,,,,,,,,
2801,2012年07月01日至2012年09月30日,,,,              5911223,                 18344,                     34,                147473,                681154,                 10546,                  1139,              6769913,,              2101662,                234664,                    548,                 11844,                  4460,                219363,                    956,              2573497,              4196416,,,,                 79023,                  3487,                135071,                 36170,                 80165,                 39587,                    680,                  2449,                165597,                 64197,                  8651,                  3251,                622372,              1240700,,                  3160,                 29297,                 26802,,                108561,                167820,              1072880,,,                  1549,                 72420,              1128870,              1407376,                244342,                 11529,              2866086,,                187270,                214650,                 12190,                908670,              1238352,              2561132,                304954,,,                 81185,                109864,                191049,,                 16552,                 16552,                174497,,,                114814,                114814,                114814,,,                      5,                              0,                      5,,,                -11134,                 11134,,                 80511,,                 80511,,,,,                              0,                              0,,                 11767,                    543,                 11224,,,,,,                    121,                   -121,,,,,                  7157,                 13665,                 -6508,,,,,                      1,                      1,,                     35,                    -35,,,,,                193815,                              0,                193815,                380344,                  3233,                377111,              2044256,             11562906,              8566222,              6240672,,                399673,               -584461,                  7503,                  7491,                 -8511,                  4920,                 -3881,                  5450,                    -54,               -171870,,,              2078730,                292214,              2370944,,                179617,                  6327,                185944,,                  4924,                    520,                183430,                     51,                  8321,                661724,                858970,              3415858,,              2996684,               -389894,              2606790,,              2996684,               -389894,              2606790,,,,,,,,,              3224035,               -381025,,,              2606790,,              2843010,,                              0.34,                              0.34,,                              0.34,                              0.34,                              0,                      3,                     -3,                -91632,                318983,,                  8869,                236220,              2843010,,,,,,                 40925,                              0,                 40925,,                 46163,                 46163,,,,,
2801,2012年04月01日至2012年06月30日,,,,              5732979,                 19380,                     64,                157239,                701454,                  4532,                  3600,              6619248,,              2073348,                242574,                    589,                 18895,                  4463,                215956,                  1009,              2556834,              4062414,,,,                 82736,                  3461,                129481,                 34490,                 79412,                 40681,                    547,                  2943,                132579,                 61505,                 10350,                   -583,                489257,              1066859,,                  2990,                 28989,                 26656,,                 90893,                149528,                917331,,,,                 51908,              1424795,              1022065,                243644,                -17701,              2724711,,                185942,              1257058,                              0,              1115549,                 11382,              2569931,                154780,,,                    132,                 67133,                 67265,,                    519,                    519,                 66746,,,                299703,                299703,                299703,,,                  8632,                  2617,                  6015,,,                 -5208,                  5208,,                154193,,                154193,,,,,,,,                 10423,                    699,                  9724,,,,,,                    100,                   -100,,,,,                  7596,                 13806,                 -6210,,,,,                              0,                              0,,                    117,                   -117,,,,,                 20029,                     15,                 20014,                575668,                 12149,                563519,              2002079,             11353454,              8182040,              6064493,,                127053,               -821386,                 22655,                 -9379,                149662,                  2424,                 -3905,                    132,                -51844,               -584588,,,              2135844,                292979,              2428823,,                181825,                  6007,                187832,,                  6771,                  1419,                180280,                    136,                  8783,                663623,                861012,              3477667,,              3171414,               -519829,              2651585,,,               -519829,              2651585,,,,,,,,,              3151278,               -519829,,,              2651585,,              2631449,,                              0.34,                              0.34,,                              0.34,                              0.34,                              0,                      3,                     -3,                 40033,                -60169,,                              0,                -20136,              2631449,,,,,,                 40072,,                 40072,,                334723,                334723,,,,,
2801,2012年01月01日至2012年12月31日,,,,             23176267,                 72984,                    212,                632826,              2723692,                 24952,                  5904,             26636837,,              8361444,                923672,                  2228,                 59501,                 16247,                871016,                  3937,             10238045,             16398792,,,,                309309,                 13892,                513385,                198910,                360866,                162274,                  2072,                 10253,                618000,                262950,                 38093,                 14315,              1977649,              4481968,,                 12107,                116864,                115641,,                398188,                642800,              3839168,,,                  1549,                234695,              5533199,              4275881,                968778,                 51886,             11065988,,                677366,              1653807,                 14077,              4541538,              2615291,              9502079,              1563909,,,                 82049,                309782,                391831,,                 91098,                 91098,                300733,,,                 95365,                 95365,                 95365,,,                  8632,                  8024,                    608,,,                -44149,                 44149,,                235204,,                235204,,,,,                              0,                              0,,                 50317,                  2518,                 47799,,                  2714,,                  2714,,                    424,                   -424,,,,,                 28760,                 55725,                -26965,,,,,                     87,                     87,,                    207,                   -207,,,,,                241513,                 21938,                219575,              1107330,                 44698,              1062632,              6861807,             43779319,             33535323,             23260599,,              1485655,             -2567609,                 15996,                 -3363,                128290,                 10251,                -13969,                  8987,                -52209,               -987971,,,              8515650,              1197630,              9713280,,                713642,                 25449,                739091,,                 16627,                  3381,                731117,                    249,                 34804,              2766025,              3552203,             14004574,,             10243996,             -1798797,              8445199,,             10243996,             -1798797,              8445199,,,,,,,,,             10674599,             -1748408,,,              8445199,,              8926191,,                              1.09,                              1.09,,                              1.08,                              1.08,                              0,                     11,                    -11,               -105999,                799684,               -263082,                 50389,                480992,              8926191,,,                              0,                              0,,                160050,                              0,                160050,,                380053,                380053,,,,,
