證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
2328,2015年第3季,,              5445124,,              4913364,                531760,                531760,,,                 63058,,                188965,,                 43735,                295758,                236002,,,                 94792,,                110604,,                  4939,,                      1,                200458,                436460,,                 60229,                376231,                376231,,,                 91031,               -600833,,                              0,               -509802,               -509802,               -133571,,                318437,                 57794,,                -87190,                -46381,,                              0.63,                              0.63,,                              0.62,                              0.62,,,,,,
2328,2015年第2季,,              4904256,,              4549560,                354696,                354696,,,                 42349,,                207132,,                 40068,                289549,                 65147,,,                 35831,,                 29897,,                  5579,,                      4,                 60153,                125300,,                 45221,                 80079,                 80079,,,               -207388,                 46218,,                              0,               -161170,               -161170,                -81091,,                 40433,                 39646,,                -70395,                -10696,,                              0.08,                              0.08,,                              0.08,                              0.08,,,,,,
2328,2015年01月01日至2015年09月30日,,             13732443,,             12690484,              1041959,              1041959,,,                149059,,                602549,,                118621,                870229,                171730,,,                161457,,                198798,,                 17983,,                     -6,                342266,                513996,,                135237,                378759,                378759,,,               -357248,               -528939,,                              0,               -886187,               -886187,               -507428,,                246004,                132755,,               -407593,                -99835,,                              0.48,                              0.48,,                              0.47,                              0.47,,,,,,
2328,2015年01月01日至2015年06月30日,,              8287319,,              7777120,                510199,                510199,,,                 86001,,                413584,,                 74886,                574471,                -64272,,,                 66665,,                 88194,,                 13044,,                     -7,                141808,                 77536,,                 75008,                  2528,                  2528,,,               -448279,                 71894,,                              0,               -376385,               -376385,               -373857,,                -72433,                 74961,,               -320403,                -53454,,                             -0.14,                             -0.14,,                             -0.14,                             -0.14,,,,,,
2328,2015年01月01日至2015年03月31日,,              3383063,,              3227560,                155503,                155503,,,                 43652,,                206452,,                 34818,                284922,               -129419,,,                 30834,,                 58297,,                  7465,,                    -11,                 81655,                -47764,,                 29787,                -77551,                -77551,,,               -240891,                 25676,,                              0,               -215215,               -215215,               -292766,,               -112866,                 35315,,               -250008,                -42758,,                             -0.22,                             -0.22,,                             -0.22,                             -0.22,,,,,,
2328,2014年第3季,,              4889242,,              4483758,                405484,                405484,,,                 44931,,                223265,,                 41299,                309495,                 95989,,,                 56727,,                102923,,                  7066,,                      6,                152590,                248579,,                 40951,                207628,                207628,,,                181549,               -130552,,                              0,                 50997,                 50997,                258625,,                169796,                 37832,,                218574,                 40051,,                              0.33,                              0.33,,                              0.33,                              0.33,,,,,,
2328,2014年第2季,,              4048308,,              3690007,                358301,                358301,,,                 33987,,                172602,,                 33485,                240074,                118227,,,                 28464,,                 37804,,                  7972,,                 -1618,                 56678,                174905,,                 67655,                107250,                107250,,,               -376167,                393100,,                -20299,                 -3366,                 -3366,                103884,,                 72798,                 34452,,                 77657,                 26227,,                              0.14,                              0.14,,                              0.14,                              0.14,,,,,,
2328,2014年度,,             17181487,,             15732396,              1449091,              1449091,,,                183294,,                816762,,                148777,              1148833,                300258,,,                227093,,                111067,,                 38822,,                -10452,                288886,                589144,,                211173,                377971,                377971,,,,,,,,                406698,                784669,,                209472,                168499,,                658519,                126150,,                              0.40,                              0.40,,                              0.40,                              0.40,                 53407,                391488,                   -673,,                -37774,                   -250
2328,2014年01月01日至2014年09月30日,,             12470578,,             11358848,              1111730,              1111730,,,                123743,,                598197,,                107277,                829217,                282513,,,                129660,,                 91953,,                 32111,,                -10354,                179148,                461661,,                137023,                324638,                324638,,,               -103792,                162889,,                -37774,                 21323,                 21323,                345961,,                213179,                111459,,                198371,                147590,,                              0.41,                              0.41,,                              0.41,                              0.41,,,,,,
2328,2014年01月01日至2014年06月30日,,              7581336,,              6875090,                706246,                706246,,,                 78812,,                374932,,                 65978,                519722,                186524,,,                 72933,,                -10970,,                 25045,,                -10360,                 26558,                213082,,                 96072,                117010,                117010,,,               -285341,                293441,,                -37774,                -29674,                -29674,                 87336,,                 43383,                 73627,,                -20203,                107539,,                              0.08,                              0.08,,                              0.08,                              0.08,,,,,,
2328,2014年01月01日至2014年03月31日,,              3533028,,              3185083,                347945,                347945,,,                 44825,,                202330,,                 32493,                279648,                 68297,,,                 44469,,                -48774,,                 17073,,                 -8742,                -30120,                 38177,,                 28417,                  9760,                  9760,,,                 90826,                -99659,,                -17475,                -26308,                -26308,                -16548,,                -29415,                 39175,,                -97860,                 81312,,                             -0.06,                             -0.06,,                             -0.06,                             -0.06,,,,,,
2328,2013年第3季,,              4234423,,              3832854,                401569,                401569,,,                 48974,,                272145,,                 31659,                352778,                 48791,,,                110539,,                 25369,,                 18618,,                  2316,                119606,                168397,,                 59845,                108552,                108552,,,,,,,,               -223782,               -115230,,                 63604,                 44948,,               -128010,                 12780,,                              0.12,                              0.12,,                              0.12,                              0.12,               -141530,                -83051,,,                    799,
2328,2013年第2季,,              3536281,,              3246608,                289673,                289673,,,                 47421,,                192463,,                 30338,                270222,                 19451,,,                 43361,,                181347,,                 17523,,                -54352,                152833,                172284,,                 89736,                 82548,                 82548,,,,,,,,               -353742,               -271194,,                 43449,                 39099,,               -276106,                  4912,,                              0.08,                              0.08,,                              0.08,                              0.08,                 24664,               -382026,,,                  3620,
2328,2013年度,,             15460006,,             13967830,              1492176,              1492176,,,                195360,,                888032,,                123017,              1206409,                285767,,,                275316,,                139380,,                 71205,,                 61206,                404697,                690464,,                201560,                488904,                488904,,,,,,,,               -264432,                224472,,                325443,                163461,,                147405,                 77067,,                              0.63,                              0.63,,                              0.63,                              0.63,                190159,               -472467,                  6402,,                 12388,                    914
2328,2013年07月01日至2013年09月30日,,              4234423,,              3832854,                401569,                401569,,,                 48974,,                272145,,                 31659,                352778,                 48791,,,                110539,,                 25369,,                 18618,,                  2316,                119606,                168397,,                 59845,                108552,                108552,,,,,,,,               -223782,               -115230,,                 63604,                 44948,,               -128010,                 12780,,                              0.12,                              0.12,,                              0.12,                              0.12,               -141530,                -83051,,,                    799,
2328,2013年04月01日至2013年06月30日,,              3536281,,              3246608,                289673,                289673,,,                 47421,,                192463,,                 30338,                270222,                 19451,,,                 43361,,                181347,,                 17523,,                -54352,                152833,                172284,,                 89736,                 82548,                 82548,,,,,,,,               -353742,               -271194,,                 43449,                 39099,,               -276106,                  4912,,                              0.08,                              0.08,,                              0.08,                              0.08,                 24664,               -382026,,,                  3620,
2328,2013年01月01日至2013年12月31日,,             15460006,,             13967830,              1492176,              1492176,,,                195360,,                888032,,                123017,              1206409,                285767,,,                275316,,                139380,,                 71205,,                 61206,                404697,                690464,,                201560,                488904,                488904,,,,,,,,               -264432,                224472,,                325443,                163461,,                147405,                 77067,,                              0.63,                              0.63,,                              0.63,                              0.63,                190159,               -472467,                  6402,,                 12388,                    914
2328,2013年01月01日至2013年09月30日,,             10752981,,              9690063,              1062918,              1062918,,,                136370,,                648836,,                 88480,                873686,                189232,,,                206954,,                180960,,                 53284,,                -71806,                262824,                452056,,                183165,                268891,                268891,,,,,,,,                 -8903,                259988,,                162007,                106884,,                203283,                 56705,,                              0.31,                              0.31,,                              0.31,                              0.31,                134297,               -156881,,,                 13681,
