"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1101","台泥","95","2007/08/05",0.1000000000,0.0,"2007/07/30",9212600.0,92126000.0,"22.31",0.00287234,1.70000000,0.0,"2007/07/30","",92126084,0,0.000000000,0.00,184252084,"2007/07/16","14:28:59","新台幣                 10.0000元"
"1101A","甲種特別股","95","2007/08/05","","","","","","","",1.04384000,"","2007/07/30","","","","","","","2007/07/16","14:28:59","新台幣                 10.0000元"
"1102","亞泥","95","2007/08/15",0.8000000000,0.0,"2007/08/09",0.0,0.0,"0.00",0.00000000,1.50000000,0.0,"2007/08/09","",250489406,0,0.000000000,0.00,187867055,"2007/07/26","18:31:41","新台幣                 10.0000元"
"1104","環球水泥","95","2007/08/06",1.0000000000,0.0,"2007/07/31",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","",16223187,0,0.000000000,0.00,16223187,"2007/07/17","17:37:23","新台幣                 10.0000元"
"1108","幸福水泥","95","2007/08/22","","","","","","",0.00000000,0.45000000,0.0,"2007/08/16","",7321536,"","","",12202559,"2007/07/31","18:30:10","新台幣                 10.0000元"
"1109","信大水泥","95","2007/07/25","","","","","","",0.00000000,0.60000000,0.0,"2007/07/19","",5782024,"","","",28910118,"2007/07/03","10:50:19","新台幣                 10.0000元"
"1110","東泥","95","2007/07/24","","","","","","",0.00000000,0.30000000,0.0,"2007/07/18","",1800002,"","","",5400007,"2007/07/03","11:04:27","新台幣                 10.0000元"
"1210","大成長城","95","2007/09/02",0.4970008100,0.0,"2007/08/27",0.0,0.0,"0.00",0.00000000,0.99400100,0.0,"2007/08/27","",9000000,0,0.000000000,0.00,8000000,"2007/08/14","10:36:38","新台幣                 10.0000元"
"1215","卜蜂企業","95","2007/07/22","","","","","","",0.00000000,0.60000000,0.0,"2007/07/16","",1817111,"","","",0,"2007/06/29","16:48:30","新台幣                 10.0000元"
"1216","統一","95","2007/08/23",0.6000000000,0.0,"2007/08/16",0.0,0.0,"0.00",0.00000000,0.60000000,0.0,"2007/08/16","",296127892,0,0.000000000,0.00,89526800,"2007/07/30","15:17:05","新台幣                 10.0000元"
"1219","福壽實業","95","2007/07/04","","","","","","",0.00000000,0.22000000,0.0,"2007/06/28","",623298,"","","",3116492,"2007/06/12","16:48:39","新台幣                 10.0000元"
"1227","佳格","95","2007/07/25","","","","","","",0.00000000,1.30000000,0.0,"2007/07/19","",7029440,"","","",5004911,"2007/06/20","14:59:12","新台幣                 10.0000元"
"1229","聯華實業","95","2007/08/17",0.3999394900,0.0,"2007/08/09",858860.0,8588600.0,"3.06",0.00126118,0.59990925,0.0,"2007/08/09","",12882914,0,0.000000000,0.00,8000000,"2007/07/25","15:21:29","新台幣                 10.0000元"
"1231","聯華食品","95","2007/08/28","","","","","","",0.00000000,0.50000000,0.0,"2007/08/22","",862788,"","","",862788,"2007/08/07","11:12:29","新台幣                 10.0000元"
"1232","大統益","95","2007/07/23","","","","","","",0.00000000,2.00000000,0.0,"2007/07/17","",6797139,"","","",6797139,"2007/07/03","14:37:43","新台幣                 10.0000元"
"1233","天仁","95","2007/07/29",0.0,0.3000000000,"2007/07/23",0.0,0.0,"0.00",0.00000000,1.20000000,0.0,"2007/07/23","",2777474,0,0.000000000,0.00,2777474,"2007/07/06","12:38:27","新台幣                 10.0000元"
"1234","黑松","95","2007/07/27","","","","","","",0.00000000,0.20000000,0.0,"2007/07/19","",1116309,"","","",3348926,"2007/07/06","12:38:34","新台幣                 10.0000元"
"1235","興泰","95","2007/09/15",0.5000000000,0.5000000000,"2007/09/07",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","",668328,0,0.000000000,0.00,1113880,"2007/08/23","15:33:24","新台幣                 10.0000元"
"1236","宏亞食品","95","2007/07/27","","","","","","",0.00000000,0.60000000,0.0,"2007/07/19","",2072492,"","","",1036245,"2007/07/04","11:18:38","新台幣                 10.0000元"
"1301","台塑","96","2007/07/09","","","","","","",0.00000000,4.40000000,0.0,"2007/07/03","",147827234,"","","",34507054,"2007/06/20","09:52:26","新台幣                 10.0000元"
"1303","南亞塑膠","96","2007/07/17","","","","","","",0.00000000,5.00000000,0.0,"2007/07/11","",161783602,"","","",35024000,"2007/06/25","12:04:20","新台幣                 10.0000元"
"1304","台聚","95","2007/07/25","","","","","","",0.00000000,0.70000000,0.0,"2007/07/19","",1000000,"","","",3000000,"2007/07/03","11:54:05","新台幣                 10.0000元"
"1307","三芳化工","95","2007/06/28","","","","","","",0.00000000,1.50000000,0.0,"2007/06/22","",19717940,"","","",11830764,"2007/06/06","09:26:34","新台幣                 10.0000元"
"1308","亞聚","95","2007/07/25","","","","","","",0.00000000,1.00000000,0.0,"2007/07/19","",3312035,"","","",0,"2007/07/03","15:30:11","新台幣                 10.0000元"
"1310","台苯","95","2007/09/11",0.4000000000,0.0,"2007/09/05",224400.0,2244000.0,"1.00",0.00040404,0.40000000,0.0,"2007/09/05","",2244002,0,0.000000000,0.00,0,"2007/08/20","09:37:31","新台幣                 10.0000元"
"1311","福聚","95","2007/10/23",0.8000000000,0.0,"2007/10/17",0.0,0.0,"0.00",0.00000000,0.80000000,0.0,"2007/10/17","",15961633,0,0.000000000,0.00,52764250,"2007/08/28","10:36:44","新台幣 10.0000元"
"1313","聯成","95","2007/08/17",0.5999770930,0.0,"2007/08/09",3300000.0,33000000.0,"7.37",0.00442017,0.59997709,0.0,"2007/08/09","",0,0,0.000000000,0.00,8000000,"2007/07/26","10:39:57","新台幣                 10.0000元"
"1315","達新工業","95","2007/07/06","","","","","","",0.00000000,1.00000000,0.0,"2007/06/28","",1159090,"","","",1159090,"2007/06/12","09:04:23","新台幣                 10.0000元"
"1319","東陽","96","2007/08/31",0.3000000000,0.0,"2007/08/23",0.0,0.0,"0.00",0.00000000,0.50000000,0.0,"2007/08/23","",3446178,0,0.000000000,0.00,10338534,"2007/08/03","16:13:39","新台幣                 10.0000元"
"1321","大洋","95","2007/08/04","","","","","","",0.00000000,0.20000000,0.0,"2007/07/27","",4581650,"","","",1145412,"2007/07/06","08:27:53","新台幣                 10.0000元"
