"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1101","台泥","93","2005/09/25",0.5000000000,0.0,"2005/09/19",7298660.0,72986600.0,"5.23",0.00275862,0.70000000,0.0,"2005/09/19","",291946421,0,0.000000000,0.00,109479906,"2005/08/22","15:12:00","新台幣                 10.0000元"
"1101A","甲種特別股","93","2005/09/25","","","","","","","",1.50000000,"","2005/09/19","","","","","","","2005/08/22","15:12:00","新台幣                 10.0000元"
"1102","亞泥","93","2005/08/13",0.8000000000,0.0,"2005/08/05",0.0,0.0,"0.00",0.00000000,1.20000000,0.0,"2005/08/05","",186742863,0,0.000000000,0.00,140057147,"2005/07/22","17:11:58","新台幣                 10.0000元"
"1104","環球水泥","93","2005/07/27",1.1000000000,0.0,"2005/07/21",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","",14594617,0,0.000000000,0.00,14594617,"2005/07/06","09:02:20","新台幣                 10.0000元"
"1108","幸福水泥","93","2005/08/04","","","","","","",0.00000000,0.30000000,0.0,"2005/07/28","",4778286,"","","",7963810,"2005/07/11","10:11:17","新台幣                 10.0000元"
"1109","信大水泥","93","2005/07/26","","","","","","",0.00000000,0.50000000,0.0,"2005/07/20","",2519431,"","","",12597153,"2005/07/04","10:00:07","新台幣                 10.0000元"
"1110","東泥","93","2005/07/13","","","","","","",0.00000000,0.25000000,0.0,"2005/07/07","",1527520,"","","",4582561,"2005/06/22","16:36:17","新台幣                 10.0000元"
"1210","大成長城","93","2005/09/04","","","","","","",0.00000000,0.30575184,0.0,"2005/08/29","",7000000,"","","",6000000,"2005/08/15","10:35:06","新台幣                 10.0000元"
"1216","統一","93","2005/08/08","","","","","","",0.00000000,0.36000000,0.0,"2005/08/02","",101211958,"","","",25302989,"2005/07/13","09:06:49","新台幣                 10.0000元"
"1218","泰山企業","93","2005/08/15",0.0,0.2000000000,"2005/08/09",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","","",0,0.000000000,0.00,"","2005/07/25","11:23:40","新台幣                 10.0000元"
"1227","佳格","93","2005/12/31","","","","","","",0.00000000,1.10000000,0.0,"2005/12/23","",6032100,"","","",4467316,"2005/12/13","17:11:11","新台幣                 10.0000元"
"1229","聯華實業","93","2005/06/20","","","","","","",0.00000000,0.60138948,0.0,"2005/06/14","",3000000,"","","",8000000,"2005/05/30","17:15:45","新台幣                 10.0000元"
"1231","聯華食品","93","2005/08/27","","","","","","",0.00000000,0.50000000,0.0,"2005/08/19","",403976,"","","",403976,"2005/08/04","17:43:33","新台幣                 10.0000元"
"1232","大統益","93","2005/07/12","","","","","","",0.00000000,1.20000000,0.0,"2005/07/06","",4035041,"","","",4035041,"2005/06/16","10:14:26","新台幣                 10.0000元"
"1233","天仁","93","2005/07/11","","","","","","",0.00000000,1.50000000,0.0,"2005/07/05","",3471843,"","","",3471843,"2005/06/15","10:50:32","新台幣                 10.0000元"
"1234","黑松","93","2005/07/22","","","","","","",0.00000000,0.20000000,0.0,"2005/07/14","",1116309,"","","",3348926,"2005/06/30","16:25:54","新台幣                 10.0000元"
"1235","興泰","93","2005/10/12",1.2000000000,0.0,"2005/10/06",0.0,0.0,"0.00",0.00000000,"","","","",1452046,0,0.000000000,0.00,2420077,"2005/09/20","17:08:04","新台幣                 10.0000元"
"1236","宏亞食品","93","2005/07/21",0.5000000000,0.0,"2005/07/14",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2005/07/14","",2309057,0,0.000000000,0.00,5772642,"2005/06/29","09:35:11","新台幣                 10.0000元"
