"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1101","台泥","94","2006/09/02",0.1562158000,0.0,"2006/08/25",7522000.0,75220000.0,"13.76",0.00249284,1.40594280,0.0,"2006/08/25","",75217822,0,0.000000000,0.00,150437822,"2006/08/10","17:05:09","新台幣                 10.0000元"
"1101A","甲種特別股","94","2006/09/02","","","","","","","",1.50000000,"","2006/08/25","","","","","","","2006/08/10","17:05:09","新台幣                 10.0000元"
"1102","亞泥","94","2006/08/15",0.8000000000,0.0,"2006/08/09",0.0,0.0,"0.00",0.00000000,1.20000000,0.0,"2006/08/09","",201682291,0,0.000000000,0.00,151261719,"2006/08/01","18:38:40","新台幣                 10.0000元"
"1104","環球水泥","94","2006/07/28",1.1000000000,0.0,"2006/07/20",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","",16103062,0,0.000000000,0.00,16103062,"2006/06/30","15:32:42","新台幣                 10.0000元"
"1108","幸福水泥","94","2006/08/09","","","","","","",0.00000000,0.45000000,0.0,"2006/08/03","",5973004,"","","",9955006,"2006/07/19","14:57:58","新台幣                 10.0000元"
"1109","信大水泥","94","2006/07/26","","","","","","",0.00000000,0.50000000,0.0,"2006/07/20","",3098024,"","","",15490121,"2006/06/29","15:46:33","新台幣                 10.0000元"
"1110","東泥","94","2006/07/24","","","","","","",0.00000000,0.50000000,0.0,"2006/07/18","",3000004,"","","",9000012,"2006/06/29","09:28:23","新台幣                 10.0000元"
"1210","大成長城","94","2006/08/08","","","","","","",0.00000000,1.08854261,0.0,"2006/08/02","",9000000,"","","",8000000,"2006/07/17","15:30:34","新台幣                 10.0000元"
"1213","大飲","94","2006/09/25",1.0000000000,1.0000000000,"2006/09/19",0.0,0.0,"0.00",0.00000000,"","","","",326694,0,0.000000000,0.00,1633470,"2006/08/18","17:18:30","新台幣                 10.0000元"
"1218","泰山企業","94","2006/08/12",0.0,0.2000000000,"2006/08/04",0.0,0.0,"0.00",0.00000000,"","","","","",0,2.000000000,0.00,"","2006/07/25","17:41:53","新台幣                 10.0000元"
"1219","福壽實業","94","2006/07/04","","","","","","",0.00000000,0.15000000,0.0,"2006/06/28","",434409,"","","",2172043,"2006/06/13","09:30:12","新台幣                 10.0000元"
"1229","聯華實業","94","2006/08/19",0.1999726300,0.0,"2006/08/11",0.0,0.0,"0.00",0.00000000,0.59991793,0.0,"2006/08/11","",7536900,0,0.000000000,0.00,8000000,"2006/07/28","09:46:46","新台幣                 10.0000元"
"1231","聯華食品","94","2006/08/29","","","","","","",0.00000000,0.50000000,0.0,"2006/08/23","",941730,"","","",941730,"2006/08/08","16:58:22","新台幣                 10.0000元"
"1232","大統益","94","2006/07/10","","","","","","",0.00000000,1.60000000,0.0,"2006/07/04","",5941213,"","","",5941213,"2006/06/14","16:01:08","新台幣                 10.0000元"
"1233","天仁","94","2006/07/12","","","","","","",0.00000000,1.50000000,0.0,"2006/07/06","",3471843,"","","",3471843,"2006/06/19","16:29:53","新台幣                 10.0000元"
"1234","黑松","94","2006/07/18","","","","","","",0.00000000,0.25000000,0.0,"2006/07/12","",1395386,"","","","","2006/06/27","14:37:26","新台幣                 10.0000元"
"1235","興泰","94","2006/07/11","","","","","","",0.00000000,0.50000000,0.0,"2006/07/05","",668328,"","","",1113880,"2006/06/19","16:32:06","新台幣                 10.0000元"
"1236","宏亞食品","94","2006/07/28",0.8000000000,0.0,"2006/07/20",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2006/07/20","",2909412,0,0.000000000,0.00,7273529,"2006/07/05","15:36:55","新台幣                 10.0000元"
"1301","台塑","94","2006/07/11",0.3000000000,0.0,"2006/07/05",0.0,0.0,"0.00",0.00000000,4.10000000,0.0,"2006/07/05","",122156527,0,0.000000000,0.00,35358050,"2006/06/21","09:27:26","新台幣                 10.0000元"
