"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1463","強盛染整","103","2015/07/24","","","","","","",0.00000000,0.53142060,0.0,"2015/07/16","2015/08/14",1841568,"","","",2762352,"2015/07/01","15:42:23","新台幣                 10.0000元"
"1464","得力實業","103","2015/08/11",0.4869869200,0.0,"2015/08/05",0.0,0.0,"0.00",0.00000000,0.97397384,0.0,"2015/08/05","2015/08/28",13993291,0,0.000000000,0.00,10494969,"2015/07/21","15:08:20","新台幣                 10.0000元"
"1465","偉全實業","103","2015/09/14","","","","","","",0.00000000,0.95000000,0.0,"2015/09/08","2015/10/05",1949452,"","","",2924177,"2015/08/18","08:32:23","新台幣                 10.0000元"
"1466","聚隆","103","2015/08/15","","","","","","",0.00000000,0.49997578,0.0,"2015/08/07","2015/09/04",1944199,"","","",1944199,"2015/07/23","14:38:32","新台幣                 10.0000元"
"1467","南緯實業","103","2015/08/04","","","","","","",0.00000000,0.50000000,0.0,"2015/07/29","2015/09/02",2190231,"","","",2190231,"2015/07/08","17:26:55","新台幣                 10.0000元"
"1470","大統染","103","2015/07/26","","","","","","",0.00000000,0.60000000,0.0,"2015/07/20","2015/08/14",1791920,"","","",1791920,"2015/07/02","17:10:56","新台幣                 10.0000元"
"1473","台南企業","103","2015/07/21","","","","","","",0.00000000,1.59904991,0.0,"2015/07/15","2015/07/31",20036004,"","","",5510000,"2015/06/30","17:44:31","新台幣                 10.0000元"
"1474","弘裕","103","2015/09/05","","","","","","",0.00000000,0.30000000,0.0,"2015/08/28","2015/09/18",1537105,"","","",1537105,"2015/08/13","17:34:31","新台幣                 10.0000元"
"1476","儒鴻","103","2015/08/03","","","","","","",0.00000000,8.00000000,0.0,"2015/07/28","2015/08/20",2089989,"","","",0,"2015/07/13","17:52:09","新台幣                 10.0000元"
"1476","儒鴻","104","2016/01/12",0.0,0.0,"2016/01/06",0.0,0.0,"0.00",0.00000000,"","","","","",8000000,2.298961876,320.00,0,"2015/12/29","18:16:57","新台幣                 10.0000元"
"1477","聚陽實業","103","2015/08/10",0.0,0.3498067700,"2015/08/04",0.0,0.0,"0.00",0.00000000,7.69574949,0.0,"2015/08/04","2015/08/25",122684917,0,0.000000000,0.00,43300000,"2015/07/16","16:59:05","新台幣                 10.0000元"
"1503","士電","103","2015/08/02","","","","","","",0.00000000,1.50000000,0.0,"2015/07/27","2015/08/24",91200000,"","","",45600000,"2015/06/30","17:19:32","新台幣                 10.0000元"
"1504","東元電機","103","2015/07/13","","","","","","",0.00000000,1.10000000,0.0,"2015/07/07","2015/07/31",329420844,"","","",146409263,"2015/06/22","16:45:19","新台幣                 10.0000元"
"1507","永大機電","103","2015/07/13","","","","","","",0.00000000,3.00000000,0.0,"2015/07/07","2015/07/30",52087735,"","","",5787525,"2015/06/18","17:26:53","新台幣                 10.0000元"
"1513","中興電","103","2015/09/06","","","","","","",0.00000000,1.20000000,0.0,"2015/08/31","2015/09/23",67410165,"","","",18384591,"2015/08/13","17:39:22","新台幣                 10.0000元"
"15131","特別股1","103","2015/09/06","","","","","","","",0.0,"","2015/08/31","2015/09/23","","","","","","2015/08/13","17:39:22","新台幣                 10.0000元"
"1514","亞力電機","103","2015/08/08","","","","","","",0.00000000,0.45000000,0.0,"2015/07/31","2015/09/04",4888579,"","","",2444289,"2015/07/01","18:49:37","新台幣                 10.0000元"
"1517","利奇機械","103","2015/09/02","","","","","","",0.00000000,0.50000000,0.0,"2015/08/27","2015/09/25",12476527,"","","",4158843,"2015/08/07","08:20:38","新台幣                 10.0000元"
"1519","華城電機","104","2015/09/02","","","","","","",0.00000000,0.60000000,0.0,"2015/08/27","2015/09/23",13846199,"","","",2596162,"2015/08/11","16:26:22","新台幣                 10.0000元"
"1521","大億","103","2015/07/14","","","","","","",0.00000000,4.30000000,0.0,"2015/07/08","2015/07/30",3361082,"","","",0,"2015/06/11","18:11:10","新台幣                 10.0000元"
"1522","堤維西","103","2015/09/01","","","","","","",0.00000000,1.00000000,0.0,"2015/08/26","2015/09/23",4608207,"","","",12000000,"2015/08/10","17:22:36","新台幣                 10.0000元"
"1525","江申工業","103","2015/07/28","","","","","","",0.00000000,1.40000000,0.0,"2015/07/22","2015/08/13",2650538,"","","",2876302,"2015/07/02","15:28:34","新台幣                 10.0000元"
"1527","鑽全","103","2015/08/30","","","","","","",0.00000000,3.00000000,0.0,"2015/08/24","2015/09/30",5000000,"","","",10000000,"2015/08/05","11:54:55","新台幣                 10.0000元"
"1528","恩德","104","2015/03/11",0.0,0.0,"2015/03/05",0.0,0.0,"0.00",0.00000000,"","","","","",33000000,17.959183000,11.00,470932,"2015/02/26","17:00:50","新台幣                 10.0000元"
"1528","恩德","103","2015/07/25","","","","","","",0.00000000,0.10000000,0.0,"2015/07/17","2015/08/12",1569773,"","","",470932,"2015/07/02","17:56:10","新台幣                 10.0000元"
"1530","亞崴機電","103","2015/10/21","","","","","","",0.00000000,2.20000000,0.0,"2015/10/15","2015/11/11",17990026,"","","",4088642,"2015/09/30","14:54:57","新台幣                 10.0000元"
"1531","高林股","103","2015/09/06","","","","","","",0.00000000,0.80000000,0.0,"2015/08/31","2015/09/11",9092219,"","","",3636887,"2015/08/13","17:21:20","新台幣                 10.0000元"
"1532","勤美","103","2015/07/20","","","","","","",0.00000000,1.50000000,0.0,"2015/07/14","2015/07/31",18845239,"","","",18845239,"2015/06/29","10:41:38","新台幣                 10.0000元"
"1533","車王電","103","2015/08/31","","","","","","",0.00000000,0.50000000,0.0,"2015/08/25","2015/09/18",6448000,"","","",4297000,"2015/08/06","17:10:36","新台幣                 10.0000元"
"1535","中宇","103","2015/07/28","","","","","","",0.00000000,4.50000000,0.0,"2015/07/22","2015/08/14",29402183,"","","",1800000,"2015/06/26","10:08:59","新台幣                 10.0000元"
"1536","和大工業","103","2015/07/13","","","","","","",0.00000000,2.10000000,0.0,"2015/07/07","2015/07/31",32025272,"","","",19215164,"2015/06/18","16:26:04","新台幣                 10.0000元"
"1537","廣隆光電","103","2015/08/30","","","","","","",0.00000000,6.50000000,0.0,"2015/08/24","2015/09/11",28000000,"","","",17500000,"2015/08/07","10:37:14","新台幣                 10.0000元"
"1539","巨庭機械","103","2015/09/12","","","","","","",0.00000000,0.89000000,0.0,"2015/09/04","2015/10/08",5229600,"","","",1961100,"2015/08/13","14:28:53","新台幣                 10.0000元"
"15390","特別股0","103","2015/09/12","","","","","","","",0.0,"","2015/09/04","2015/10/08","","","","","","2015/08/13","14:28:53","新台幣                 10.0000元"
"1540","喬福機械","103","2015/07/28","","","","","","",0.00000000,1.50000000,0.0,"2015/07/22","2015/08/26",5245994,"","","",3497328,"2015/07/03","17:37:24","新台幣                 10.0000元"
"1541","錩泰","103","2015/09/02","","","","","","",0.00000000,1.71228449,0.0,"2015/08/27","2015/09/18",4183000,"","","",4047000,"2015/08/12","10:11:26","新台幣                 10.0000元"
"1558","伸興","103","2015/07/20","","","","","","",0.00000000,9.00000000,0.0,"2015/07/14","2015/08/14",25150000,"","","",3050000,"2015/06/26","17:34:33","新台幣                 10.0000元"
"1560","中砂","103","2015/07/06","","","","","","",0.00000000,4.10000000,0.0,"2015/06/30","2015/07/17",92000000,"","","",11500000,"2015/06/12","16:24:20","新台幣                 10.0000元"
"1568","倉佑","103","2015/07/14","","","","","","",0.00000000,0.50000000,0.0,"2015/07/08","2015/07/29",5239000,"","","",3144000,"2015/06/23","16:18:41","新台幣                 10.0000元"
"1582","信錦","103","2015/08/01","","","","","","",0.00000000,4.50000000,0.0,"2015/07/24","2015/08/21",68500000,"","","",17000000,"2015/07/08","16:04:22","新台幣                 10.0000元"
"1583","程泰","103","2015/10/22","","","","","","",0.00000000,3.50000000,0.0,"2015/10/15","2015/11/12",30863972,"","","",4822496,"2015/09/30","14:56:36","新台幣                 10.0000元"
"1589","永冠-KY","103","2015/07/07","","","","","","",0.00000000,5.99841300,0.0,"2015/07/01","2015/07/24",18200000,"","","",0,"2015/06/15","17:21:08","新台幣                 10.0000元"
"1589","永冠-KY","104","2015/09/05",0.0,0.0,"2015/08/28",0.0,0.0,"0.00",0.00000000,"","","","","",5000000,4.012315347,168.00,0,"2015/08/21","17:08:48","新台幣                 10.0000元"
"1590","亞德客-KY","103","2015/06/21",0.5000000000,0.0,"2015/06/15",0.0,0.0,"0.00",0.00000000,4.80000000,0.0,"2015/06/15","2015/07/15",61698576,0,0.000000000,0.00,0,"2015/05/29","17:58:20","新台幣                 10.0000元"
"1592","英瑞-KY","103","2015/07/27","","","","","","",0.00000000,1.00000000,0.0,"2015/07/21","2015/08/26",1024829,"","","",1024829,"2015/07/07","14:37:24","新台幣                 10.0000元"
"1598","岱宇國際","103","2015/02/04",0.0,0.0,"2015/01/29",0.0,0.0,"0.00",0.00000000,"","","","","",10000000,13.214150000,33.00,0,"2015/01/15","15:24:40","新台幣                 10.0000元"
"1598","岱宇國際","103","2015/08/18",0.5000000000,0.0,"2015/08/12",0.0,0.0,"0.00",0.00000000,2.00000000,0.0,"2015/08/12","2015/09/02",2461977,0,0.000000000,0.00,0,"2015/07/28","16:59:04","新台幣                 10.0000元"
"1604","聲寶","103","2015/07/29","","","","","","",0.00000000,1.00000000,0.0,"2015/07/23","2015/08/13",17292071,"","","",5764024,"2015/06/15","16:33:46","新台幣                 10.0000元"
"1612","宏泰","104","2015/07/21","","","","","","",0.00000000,0.60000000,0.0,"2015/07/15","2015/08/07",9041597,"","","",4520799,"2015/06/29","17:08:54","新台幣                 10.0000元"
"1614","三洋電","103","2015/07/26","","","","","","",0.00000000,0.75715867,0.0,"2015/07/20","2015/08/14",26634000,"","","",6919000,"2015/07/03","14:06:43","新台幣                 10.0000元"
"1615","大山","103","2015/07/05","","","","","","",0.00000000,0.30000000,0.0,"2015/06/29","2015/07/15",2383282,"","","",2383282,"2015/06/11","15:47:45","新台幣                 10.0000元"
"1617","榮星電線","103","2015/08/04","","","","","","",0.00000000,0.30000000,0.0,"2015/07/29","2015/08/25",224197,"","","",1345180,"2015/07/14","17:04:26","新台幣                 10.0000元"
"1618","合機公司","103","2015/07/25","","","","","","",0.00000000,0.20000000,0.0,"2015/07/17","2015/08/21",0,"","","",0,"2015/07/02","14:18:47","新台幣                 10.0000元"
"1701","中化","103","2015/08/10","","","","","","",0.00000000,0.60000000,0.0,"2015/08/04","2015/08/25",20095354,"","","",2009535,"2015/07/06","17:45:07","新台幣                 10.0000元"
"1702","南僑化工","103","2015/07/13","","","","","","",0.00000000,2.10000000,0.0,"2015/07/07","2015/08/06",8537704,"","","",34150814,"2015/06/18","16:34:53","新台幣                 10.0000元"
"1707","葡萄王","103","2015/08/02","","","","","","",0.00000000,5.30000000,0.0,"2015/07/27","2015/09/01",87272446,"","","",15867718,"2015/07/14","14:32:23","新台幣                 10.0000元"
"1708","東鹼","103","2015/08/03",0.5000000000,0.0,"2015/07/28",0.0,0.0,"0.00",0.00000000,1.50000000,0.0,"2015/07/28","2015/09/08",38012025,0,0.000000000,0.00,17544012,"2015/06/29","14:45:08","新台幣                 10.0000元"
"1709","和益化工","103","2015/08/31","","","","","","",0.00000000,0.60000000,0.0,"2015/08/25","2015/09/25",5042110,"","","",5042110,"2015/08/04","09:29:33","新台幣                 10.0000元"
"1710","東聯","103","2015/07/10","","","","","","",0.00000000,1.00000000,0.0,"2015/07/02","2015/07/30",18261918,"","","",9130959,"2015/06/10","16:08:57","新台幣                 10.0000元"
"1711","永光化學","103","2015/08/02",0.5000000000,0.0,"2015/07/27",0.0,0.0,"0.00",0.00000000,0.50000000,0.0,"2015/07/27","2015/08/31",28921701,0,0.000000000,0.00,11568680,"2015/07/09","17:48:35","新台幣                 10.0000元"
"1712","興農","103","2015/07/26","","","","","","",0.00000000,0.89547985,0.0,"2015/07/20","2015/08/24",4558544,"","","",22792718,"2015/07/03","10:33:30","新台幣                 10.0000元"
"1713","國化","103","2015/07/22","","","","","","",0.00000000,0.55000000,0.0,"2015/07/16","2015/08/21",4140024,"","","",828005,"2015/06/25","16:59:17","新台幣                 10.0000元"
"1715","萬洲化學","104","2015/07/27",0.0,0.0,"2015/07/21",0.0,0.0,"0.00",0.00000000,"","","","","",19000000,3.512700000,13.50,0,"2015/07/14","16:23:17","新台幣                 10.0000元"
"1717","長興材料","103","2015/07/08","","","","","","",0.00000000,1.80000000,0.0,"2015/07/02","2015/08/06",103656204,"","","",8000000,"2015/06/16","15:15:20","新台幣                 10.0000元"
"1720","生達化學","103","2015/08/08","","","","","","",0.00000000,0.50000000,0.50000000,"2015/07/31","2015/08/28",3292181,"","","",9876543,"2015/07/16","14:54:20","新台幣                 10.0000元"
"1722","台肥","103","2015/08/23","","","","","","",0.00000000,2.20000000,0.0,"2015/08/17","2015/09/22",68084210,"","","",45389474,"2015/07/30","15:53:31","新台幣                 10.0000元"
