"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1101","台泥","103","2015/07/29","","","","","","",0.00000000,2.49000000,0.0,"2015/07/23","2015/08/21",58612166,"","","",93455858,"2015/06/24","17:05:37","新台幣                 10.0000元"
"1102","亞泥","103","2015/09/07","","","","","","",0.00000000,2.20000000,0.0,"2015/09/01","2015/09/25",318072423,"","","",238554317,"2015/08/11","17:18:19","新台幣                 10.0000元"
"1103","嘉泥","103","2015/09/17","","","","","","",0.00000000,0.30029881,0.0,"2015/09/10","2015/10/16",0,"","","",0,"2015/09/10","17:38:18","新台幣                 10.0000元"
"1104","環球水泥","103","2015/07/28",0.2000000000,0.0,"2015/07/22",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2015/07/22","2015/08/28",23590331,0,0.000000000,0.00,23590331,"2015/07/03","09:20:56","新台幣                 10.0000元"
"1108","幸福水泥","103","2015/07/21","","","","","","",0.00000000,0.60000000,0.0,"2015/07/15","2015/08/07",10247529,"","","",17079215,"2015/06/23","15:30:49","新台幣                 10.0000元"
"1109","信大水泥","103","2015/07/21","","","","","","",0.00000000,0.20000000,0.0,"2015/07/15","2015/08/12",5103723,"","","",10207446,"2015/06/29","14:29:03","新台幣                 10.0000元"
"1110","東泥","103","2015/07/30","","","","","","",0.00000000,0.20000000,0.0,"2015/07/23","2015/08/11",1191668,"","","",3575005,"2015/07/09","17:08:06","新台幣                 10.0000元"
"1203","味王公司","103","2015/09/07","","","","","","",0.00000000,1.00000000,0.0,"2015/09/01","2015/10/08",5161290,"","","",12903226,"2015/08/14","14:28:13","新台幣                 10.0000元"
"1210","大成長城","103","2015/09/02","","","","","","",0.00000000,1.00000000,0.0,"2015/08/27","2015/09/25",15000000,"","","",15000000,"2015/08/12","17:27:14","新台幣                 10.0000元"
"1215","卜蜂企業","103","2015/08/25",1.0000000000,0.0,"2015/08/19",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2015/08/19","2015/09/15",7115000,0,0.000000000,0.00,0,"2015/08/04","15:44:27","新台幣                 10.0000元"
"1216","統一","103","2015/08/14",0.4000000000,0.0,"2015/08/06",0.0,0.0,"0.00",0.00000000,1.40000000,0.0,"2015/08/06","2015/09/10",971108690,0,0.000000000,0.00,199475580,"2015/07/17","16:48:40","新台幣                 10.0000元"
"1219","福壽實業","103","2015/07/28",0.1800000000,0.0,"2015/07/22",0.0,0.0,"0.00",0.00000000,0.18000000,0.0,"2015/07/22","2015/08/13",1201070,0,0.000000000,"",6005348,"2015/07/07","14:13:40","新台幣                 10.0000元"
"1220","台榮","103","2015/07/18","","","","","","",0.00000000,0.30000000,0.0,"2015/07/10","2015/08/07",2406127,"","","",2406126,"2015/06/18","11:47:35","新台幣                 10.0000元"
"1225","福懋油","103","2015/09/01","","","","","","",0.00000000,0.25000000,0.0,"2015/08/26","2015/09/22",3037542,"","","",3037542,"2015/08/11","17:52:05","新台幣                 10.0000元"
"1227","佳格","103","2015/08/25",1.0000000000,0.0,"2015/08/19",0.0,0.0,"0.00",0.00000000,1.60000000,0.0,"2015/08/19","2015/09/15",26155720,0,0.000000000,0.00,18682656,"2015/07/30","15:12:50","新台幣                 10.0000元"
"1229","聯華實業","103","2015/08/31",0.4000000000,0.0,"2015/08/25",0.0,0.0,"0.00",0.00000000,1.40000000,0.0,"2015/08/25","2015/09/23",15469774,0,0.000000000,0.00,8100000,"2015/08/07","17:21:48","新台幣                 10.0000元"
"1231","聯華食品","103","2015/09/06","","","","","","",0.00000000,0.90000000,0.0,"2015/08/31","2015/09/25",4010567,"","","",4010553,"2015/08/13","15:06:02","新台幣                 10.0000元"
"1232","大統益","103","2015/07/21","","","","","","",0.00000000,5.00000000,0.0,"2015/07/15","2015/08/07",17945143,"","","",17945143,"2015/06/30","17:13:22","新台幣                 10.0000元"
"1233","天仁","103","2015/07/20","","","","","","",0.00000000,2.08000000,0.02000000,"2015/07/14","2015/08/06",4958717,"","","",4958717,"2015/06/22","08:48:09","新台幣                 10.0000元"
"1234","黑松","103","2015/08/04","","","","","","",0.00000000,1.20000000,0.0,"2015/07/29","2015/08/20",5023389,"","","",15070166,"2015/07/14","17:37:55","新台幣                 10.0000元"
"1235","興泰","103","2015/10/20",0.8000000000,0.0,"2015/10/14",0.0,0.0,"0.00",0.00000000,"","","","",1465274,0,0.000000000,0.00,2442123,"2015/08/11","10:44:36","新台幣                 10.0000元"
"1236","宏亞食品","103","2015/07/22","","","","","","",0.00000000,1.30000000,0.0,"2015/07/16","2015/08/13",5993415,"","","",2996708,"2015/06/04","14:22:58","新台幣                 10.0000元"
"1256","鮮活果汁-KY","103","2015/07/19",1.0000000000,0.0,"2015/07/13",0.0,0.0,"0.00",0.00000000,5.50000000,0.0,"2015/07/13","2015/08/12",3534000,0,0.000000000,0.00,2356000,"2015/06/26","15:57:30","新台幣                 10.0000元"
"1262","綠悅-KY","103","2015/07/20","","","","","","",0.00000000,2.50000000,0.0,"2015/07/14","2015/08/06",0,"","","",0,"2015/06/30","10:09:50","新台幣                 10.0000元"
"1301","台塑","103","2015/07/21","","","","","","",0.00000000,1.70000000,0.0,"2015/07/15","2015/08/12",26686326,"","","",0,"2015/07/01","11:00:55","新台幣                 10.0000元"
"1303","南亞塑膠","103","2015/07/17","","","","","","",0.00000000,2.30000000,0.0,"2015/07/09","2015/08/05",38442214,"","","",0,"2015/06/25","14:32:56","新台幣                 10.0000元"
"1304","台聚","103","2015/08/07","","","","","","",0.00000000,0.40000000,0.0,"2015/07/30","2015/08/28",577000,"","","",5500000,"2015/07/03","14:15:59","新台幣                 10.0000元"
"1305","華夏","103","2015/08/07","","","","","","",0.00000000,0.20000000,0.0,"2015/07/30","2015/08/28",1070156,"","","",0,"2015/07/03","15:46:57","新台幣                 10.0000元"
"1307","三芳化工","103","2015/07/29",0.3000000000,0.0,"2015/07/23",0.0,0.0,"0.00",0.00000000,1.60000000,0.0,"2015/07/23","2015/08/21",43639168,0,0.000000000,0.00,26183501,"2015/07/08","17:16:33","新台幣                 10.0000元"
"1308","亞聚","103","2015/08/07",0.5000000000,0.0,"2015/07/30",0.0,0.0,"0.00",0.00000000,0.30000000,0.0,"2015/07/30","2015/08/28",4500000,0,0.000000000,0.00,0,"2015/07/12","07:08:47","新台幣                 10.0000元"
"1312","國喬石化","103","2015/07/26","","","","","","",0.00000000,0.30000000,0.0,"2015/07/20","2015/08/14",2186597,"","","",4373194,"2015/06/25","15:06:37","新台幣                 10.0000元"
"1312A","國喬特","103","2015/07/26","","","","","","","",0.90000000,"","2015/07/20","2015/08/14","","","","",4373194,"2015/06/25","15:06:37","新台幣                 10.0000元"
"1313","聯成","103","2015/09/01","","","","","","",0.00000000,0.20074035,0.0,"2015/08/26","2015/09/23",0,"","","",0,"2015/08/11","15:13:50","新台幣                 10.0000元"
"1315","達新工業","103","2015/07/14","","","","","","",0.00000000,1.10000000,0.0,"2015/07/08","2015/08/07",1100000,"","","",1100000,"2015/06/23","17:23:34","新台幣                 10.0000元"
"1316","上曜","104","2015/03/07",0.0,0.0,"2015/02/26",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","",0,30000000,16.082000000,10.00,0,"2015/02/12","10:38:49","新台幣                 10.0000元"
"1319","東陽","103","2015/08/17","","","","","","",0.00000000,0.74000000,0.0,"2015/08/11","2015/09/08",4559302,"","","",13677907,"2015/07/27","10:45:17","新台幣                 10.0000元"
"1323","永裕","103","2015/07/25","","","","","","",0.00000000,1.80000000,0.0,"2015/07/17","2015/08/07",14603929,"","","",3650982,"2015/07/02","16:53:55","新台幣                 10.0000元"
"1324","地球工業","103","2015/09/06","","","","","","",0.00000000,0.30000000,0.0,"2015/08/31","2015/09/24",1221496,"","","",1221496,"2015/08/14","14:06:41","新台幣                 10.0000元"
"1325","恒大","103","2015/07/08","","","","","","",0.00000000,0.45000000,0.0,"2015/07/02","2015/07/29",1770544,"","","",885272,"2015/06/17","13:59:19","新台幣                 10.0000元"
"1326","台化","103","2015/07/27","","","","","","",0.00000000,1.20000000,0.0,"2015/07/21","2015/08/19",24257154,"","","",0,"2015/07/01","11:53:01","新台幣                 10.0000元"
"1337","再生-KY","103","2015/07/31",0.3860000000,0.0,"2015/07/23",115932.0,1159320.0,"1.19",0.00046405,0.04400000,0.0,"2015/07/23","2015/08/14",0,0,0.000000000,0.00,1112954,"2015/07/08","11:44:07","新台幣                 10.0000元"
"1338","廣華-KY","103","2015/07/15","","","","","","",0.00000000,3.70000000,0.0,"2015/07/09","2015/07/27",17224900,"","","",3937120,"2015/06/23","10:14:18","新台幣                 10.0000元"
"1339","昭輝","103","2015/09/21","","","","","","",0.00000000,2.00000000,0.0,"2015/09/15","2015/09/25",5423969,"","","",4067977,"2015/08/21","10:56:04","新台幣                 10.0000元"
"1340","勝悅-KY","103","2015/08/25",3.0000000000,0.0,"2015/08/19",0.0,0.0,"0.00",0.00000000,2.00000000,0.0,"2015/08/19","2015/09/22",16816614,0,0.000000000,0.00,6726644,"2015/08/04","14:37:04","新台幣                 10.0000元"
"1402","遠東新","103","2015/08/05",0.0,0.2000000000,"2015/07/30",0.0,0.0,"0.00",0.00000000,1.20000000,0.0,"2015/07/30","2015/08/28",270860227,0,0.000000000,0.00,203145170,"2015/07/15","17:31:50","新台幣                 10.0000元"
"14020","特別股0","103","2015/08/05",0.0000000000,0.0000000000,"2015/07/30","","","","",0.0,"","2015/07/30","2015/08/28","","","","","","2015/07/15","17:31:50","新台幣                 10.0000元"
"1409","新纖","103","2015/09/02","","","","","","",0.00000000,0.42776077,0.0,"2015/08/27","2015/09/30",12767850,"","","",0,"2015/08/12","09:27:08","新台幣                 10.0000元"
"1410","南染","103","2015/07/13","","","","","","",0.00000000,1.20000000,0.0,"2015/07/07","2015/08/06",3760000,"","","",1540000,"2015/06/22","18:49:54","新台幣                 10.0000元"
"1414","東和","103","2015/07/10","","","","","","",0.00000000,0.30000000,0.0,"2015/07/02","2015/08/03",1389474,"","","",2084211,"2015/06/16","15:21:10","新台幣                 10.0000元"
"1416","廣豐","103","2015/09/07","","","","","","",0.00000000,0.30000000,0.0,"2015/09/01","2015/09/17",4681209,"","","",936242,"2015/08/14","19:02:22","新台幣                 10.0000元"
"1419","新紡","103","2015/09/04","","","","","","",0.00000000,0.31280296,0.0,"2015/08/27","2015/09/25",1947174,"","","",1947174,"2015/08/12","18:20:54","新台幣                 10.0000元"
"1434","福懋興業","103","2015/08/04","","","","","","",0.00000000,1.40000000,0.0,"2015/07/29","2015/08/21",8080062,"","","",4040031,"2015/07/07","16:12:16","新台幣                 10.0000元"
"1436","華友聯","103","2015/08/30",1.5000000000,0.0,"2015/08/24",0.0,0.0,"0.00",0.00000000,1.50000000,0.0,"2015/08/24","2015/10/16",2889735,0,0.000000000,0.00,8669202,"2015/08/07","09:56:50","新台幣                 10.0000元"
"1439","中和羊毛","103","2015/07/22","","","","","","",0.00000000,0.50000000,0.0,"2015/07/16","2015/08/12",1468085,"","","",1468085,"2015/06/30","17:25:03","新台幣                 10.0000元"
"1440","南紡","103","2015/08/04",0.1000000000,0.0,"2015/07/29",0.0,0.0,"0.00",0.00000000,0.17000000,0.0,"2015/07/29","2015/09/03",8549903,0,0.000000000,0.00,12824854,"2015/07/08","09:59:33","新台幣                 10.0000元"
"1442","名軒","103","2015/08/24","","","","","","",0.00000000,1.84654487,0.0,"2015/08/18","2015/09/11",4597216,"","","",4597216,"2015/08/03","15:32:18","新台幣                 10.0000元"
"1444","力麗","103","2015/07/13","","","","","","",0.00000000,0.50000000,0.0,"2015/07/07","2015/08/03",3902720,"","","",3902720,"2015/06/22","13:27:29","新台幣                 10.0000元"
"1445","大宇紡織","103","2015/07/21","","","","","","",0.00000000,0.30000000,0.0,"2015/07/15","2015/08/12",523149,"","","",784723,"2015/06/25","17:00:51","新台幣                 10.0000元"
"1446","宏和","103","2015/08/25","","","","","","",0.00000000,0.30000000,0.0,"2015/08/19","2015/09/11",433192,"","","",1299577,"2015/07/29","18:19:46","新台幣                 10.0000元"
"1447","力鵬","103","2015/08/18",0.5000000000,0.0,"2015/08/12",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","",6435338,0,0.000000000,0.00,6435338,"2015/07/28","11:14:58","新台幣                 10.0000元"
"1451","年興紡織","103","2015/07/08","","","","","","",0.00000000,1.80000000,0.0,"2015/07/02","2015/07/29",7500000,"","","",6825000,"2015/06/16","11:44:55","新台幣                 10.0000元"
"1452","宏益","103","2015/07/16","","","","","","",0.00000000,1.00000000,0.0,"2015/07/09","2015/08/06",5644315,"","","",2822157,"2015/06/24","09:54:20","新台幣                 10.0000元"
"1454","台富","103","2015/08/30","","","","","","",0.00000000,0.40000000,0.0,"2015/08/24","2015/09/25",1233776,"","","",1850664,"2015/08/05","15:04:38","新台幣                 10.0000元"
"1455","集盛","103","2015/07/12","","","","","","",0.00000000,0.20000000,0.0,"2015/07/06","2015/08/03",2575846,"","","",3863769,"2015/06/17","15:29:51","新台幣                 10.0000元"
"1457","宜進","103","2015/07/15","","","","","","",0.00000000,0.30000000,0.0,"2015/07/09","2015/07/31",2613245,"","","",2613245,"2015/06/24","14:27:03","新台幣                 10.0000元"
"1459","聯發紡織","103","2015/07/28","","","","","","",0.00000000,0.55000000,0.0,"2015/07/22","2015/08/11",4152545,"","","",6228818,"2015/07/08","11:16:40","新台幣                 10.0000元"
"1460","宏遠","103","2015/07/14","","","","","","",0.00000000,0.70000000,0.0,"2015/07/08","2015/08/05",14186339,"","","",10639755,"2015/06/18","17:13:18","新台幣                 10.0000元"
