"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-盈餘轉增資配股(元/股)","股票股利-資本公積轉增資配股(元/股)","股票股利-除權交易日","現金股利-盈餘分配之股東現金股利(元/股)","現金股利-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","公告日期","公告時間","普通股每股面額"
"2618","長榮航空","104","2016/08/30",0.5000000000,0.0,"2016/08/24",0.30000000,0.0,"2016/08/24","2016/09/20",0,0.000000000,"","2016/08/10","10:28:44","新台幣                 10.0000元"
"2633","台灣高鐵","104","2016/08/21","","","",0.65000000,0.0,"2016/08/15","2016/09/08","","","","2016/07/29","17:54:08","新台幣                 10.0000元"
"2634","漢翔公司","104","2016/07/15","","","",1.36000000,0.0,"2016/07/07","2016/08/08","","","","2016/06/17","17:09:10","新台幣                 10.0000元"
"2636","台驊投控","104","2016/08/08",0.1996002900,0.0,"2016/08/02",1.79640201,0.0,"2016/08/02","2016/09/06",0,0.000000000,0.00,"2016/07/19","10:56:22","新台幣                 10.0000元"
"2637","慧洋-KY","104","2016/07/03","","","",0.0,2.49923928,"2016/06/27","2016/07/19","","","","2016/06/08","17:10:48","新台幣                 10.0000元"
"2637","慧洋-KY","105","2016/10/17",0.0,0.0,"2016/10/11","","","","",40000000,6.213946608,28.00,"2016/10/03","17:24:56","新台幣                 10.0000元"
"2642","宅配通","104","2016/07/10","","","",0.60000000,0.0,"2016/07/04","2016/07/20","","","","2016/06/17","09:51:27","新台幣                 10.0000元"
"2701","萬企","104","2016/08/23",0.5000000000,0.0,"2016/08/17",0.20000000,0.0,"2016/08/17","2016/10/05",0,0.000000000,0.00,"2016/08/02","15:28:26","新台幣                 10.0000元"
"2702","華園","104","2016/08/30",0.4000000000,0.0,"2016/08/24",0.12000000,0.0,"2016/08/24","2016/09/27",0,0.000000000,0.00,"2016/08/05","18:20:04","新台幣                 10.0000元"
"2704","國賓","104","2016/09/11","","","",0.70000000,0.0,"2016/09/05","2016/10/07","","","","2016/08/09","09:38:57","新台幣                 10.0000元"
"2705","六福","104","2016/09/04",0.2700000000,0.0,"2016/08/29",0.04552520,0.0,"2016/08/29","2016/09/22",0,0.000000000,0.00,"2016/08/12","18:23:32","新台幣                 10.0000元"
"2706","第一店","104","2016/08/29",0.7200000000,0.0,"2016/08/23",0.18000000,0.0,"2016/08/23","2016/10/07",0,0.000000000,0.00,"2016/08/04","10:02:19","新台幣                 10.0000元"
"2707","晶華酒店","104","2016/07/23","","","",8.87200000,0.0,"2016/07/15","2016/08/02","","","","2016/06/30","10:03:13","新台幣                 10.0000元"
"2712","遠雄來","104","2016/08/08","","","",0.85000000,0.0,"2016/08/02","2016/08/23","","","","2016/07/15","09:15:41","新台幣                 10.0000元"
"2722","夏都","104","2016/06/30",0.7000000000,0.0,"2016/06/23",0.50000000,0.0,"2016/06/23","2016/07/21",0,0.000000000,0.00,"2016/06/08","14:58:12","新台幣                 10.0000元"
"2723","美食-KY","104","2016/06/28","","","",2.50000000,0.0,"2016/06/22","2016/07/08","","","","2016/06/04","12:11:32","新台幣                 10.0000元"
"2723","美食-KY","104","2016/08/30",0.5000000000,0.0,"2016/08/24","","","","",0,0.000000000,0.00,"2016/08/10","09:34:44","新台幣                 10.0000元"
"2727","王品","104","2016/07/04","","","",0.21422163,0.78577837,"2016/06/28","2016/07/22","","","","2016/06/07","14:24:47","新台幣                 10.0000元"
"2731","雄獅旅遊","104","2016/07/15","","","",4.60000000,0.0,"2016/07/07","2016/08/15","","","","2016/06/22","18:21:01","新台幣                 10.0000元"
"2739","寒舍餐旅","104","2016/06/28","","","",2.29997937,0.0,"2016/06/22","2016/07/08","","","","2016/06/04","11:26:07","新台幣                 10.0000元"
"2748","雲品","104","2016/07/10","","","",2.50000000,0.0,"2016/07/04","2016/07/29","","","","2016/06/17","18:12:08","新台幣                 10.0000元"
"2801","彰化銀行","104","2016/08/16",0.6000000000,0.0,"2016/08/10",0.35000000,0.0,"2016/08/10","2016/09/07",0,0.000000000,0.00,"2016/07/26","17:02:25","新台幣                 10.0000元"
"2809","京城銀行","104","2016/07/02","","","",0.49897340,0.0,"2016/06/24","2016/07/20","","","","2016/06/07","11:56:50","新台幣                 10.0000元"
"2812","台中銀行","104","2016/08/30",0.1700000000,0.0,"2016/08/24",0.50000000,0.0,"2016/08/24","2016/10/05",0,0.000000000,0.00,"2016/08/10","09:40:23","新台幣                 10.0000元"
"2816","旺旺保險","104","2016/08/01","","","",0.10000000,0.0,"2016/07/26","2016/08/17","","","","2016/07/12","11:14:58","新台幣                 10.0000元"
"2820","華票","104","2016/07/05","","","",0.83000000,0.0,"2016/06/29","2016/07/27","","","","2016/06/15","10:38:35","新台幣                 10.0000元"
"2823","中壽","104","2016/07/27",0.4000000000,0.0,"2016/07/21",0.60000000,0.0,"2016/07/21","2016/08/17",0,0.000000000,0.00,"2016/07/06","18:26:57","新台幣                 10.0000元"
"2832","台產","104","2016/07/06","","","",1.20000000,0.0,"2016/06/30","2016/07/26","","","","2016/06/14","17:56:16","新台幣                 10.0000元"
"2834","臺灣企銀","104","2016/09/10",0.5000000000,0.0,"2016/09/02",0.10000000,0.0,"2016/09/02","2016/10/05",0,0.000000000,0.00,"2016/08/19","17:41:49","新台幣                 10.0000元"
"2836","高銀","104","2016/08/30",0.5200000000,0.0,"2016/08/24",0.03000000,0.0,"2016/08/24","2016/10/14",0,0.000000000,0.00,"2016/08/08","17:35:45","新台幣                 10.0000元"
"2838","聯邦銀行","104","2016/07/16","","","",0.40000000,0.0,"2016/07/08","2016/08/05","","","","2016/06/24","10:59:27","新台幣                 10.0000元"
"2841","台灣土地","104","2016/09/30",0.0593444982,0.4253022003,"2016/09/22",0.19781498,0.0,"2016/09/22","2016/11/11",0,0.000000000,0.00,"2016/09/06","16:20:25","新台幣                 10.0000元"
"2845","遠東商銀","104","2016/09/07",0.2000000000,0.0,"2016/09/01",0.40000000,0.0,"2016/09/01","2016/09/30",0,0.000000000,0.00,"2016/08/17","15:55:36","新台幣                 10.0000元"
"2849","安泰銀行","104","2016/07/20","","","",0.60000000,0.0,"2016/07/14","2016/08/12","","","","2016/06/28","12:05:55","新台幣                 10.0000元"
"2850","新產","104","2016/07/20","","","",1.57361076,0.0,"2016/07/14","2016/08/10","","","","2016/06/29","09:19:05","新台幣                 10.0000元"
"2851","中再保","104","2016/06/20","","","",0.70000000,0.0,"2016/06/14","2016/07/08","","","","2016/05/30","12:07:34","新台幣                 10.0000元"
"2855","統一證券","104","2016/08/01",0.3120458500,0.0,"2016/07/26",0.20131990,0.0,"2016/07/26","2016/08/30",0,0.000000000,0.00,"2016/07/11","17:38:50","新台幣                 10.0000元"
"2856","元富證券","104","2016/08/13",0.3500000000,0.0,"2016/08/05",0.40000000,0.0,"2016/08/05","2016/09/10",0,0.000000000,0.00,"2016/07/21","16:27:44","新台幣                 10.0000元"
"2867","三商美邦","104","2016/09/03",0.0,0.5000000000,"2016/08/26","","","","",0,0.000000000,0.00,"2016/08/11","17:48:34","新台幣                 10.0000元"
"2880","華南金","104","2016/08/25",0.6200000000,0.0,"2016/08/18",0.63000000,0.0,"2016/08/18","2016/09/09",0,0.000000000,0.00,"2016/07/29","10:50:43","新台幣                 10.0000元"
"2881","富邦金","105","2016/03/30",0.0,0.0,"2016/03/24","","","","",600000000,4.397277833,60.00,"2016/03/17","17:48:19","新台幣                 10.0000元"
"2881","富邦金","104","2016/07/03","","","",2.00000000,0.0,"2016/06/27","2016/07/21","","","","2016/06/08","17:19:16","新台幣                 10.0000元"
"2882","國泰金","104","2016/07/03","","","",2.00000000,0.0,"2016/06/27","2016/07/25","","","","2016/06/08","17:30:08","新台幣                 10.0000元"
"2882","國泰金","104","2016/11/15",0.0,0.0,"2016/11/09","","","","",833300000,5.306287112,60.00,"2016/11/02","17:25:38","新台幣                 10.0000元"
"2883","開發金","104","2016/06/09","","","",0.50000000,0.0,"2016/06/03","2016/06/24","","","","2016/05/19","14:36:08","新台幣                 10.0000元"
"2884","玉山金控","104","2016/08/05",1.0000000000,0.0,"2016/07/28",0.43000000,0.0,"2016/07/28","2016/08/29",0,0.000000000,0.00,"2016/07/13","17:57:40","新台幣                 10.0000元"
"2885","元大金","104","2016/07/23","","","",0.36099500,0.0,"2016/07/15","2016/08/10","","","","2016/06/30","15:56:39","新台幣                 10.0000元"
"2886","兆豐金","104","2016/08/21","","","",1.50000000,0.0,"2016/08/15","2016/09/02","","","","2016/07/27","11:16:15","新台幣                 10.0000元"
"2887","台新金控","104","2016/08/30",0.7236247824,0.0,"2016/08/24",0.48241645,0.0,"2016/08/24","2016/09/14",0,0.000000000,0.00,"2016/08/09","16:20:56","新台幣                 10.0000元"
"2887","台新金控","105","2016/11/29",0.0,0.0,"2016/11/23","","","","",500000000,3.795582654,"","2016/11/08","17:49:29","新台幣                 10.0000元"
"2889","國票金控","104","2016/08/14",0.2639446454,0.0,"2016/08/08",0.26394464,0.0,"2016/08/08","2016/09/09",0,0.000000000,0.00,"2016/07/22","09:51:28","新台幣                 10.0000元"
"2890","永豐金控","104","2016/08/17",0.5000000000,0.0,"2016/08/11",0.43200000,0.0,"2016/08/11","2016/09/14",0,0.000000000,0.00,"2016/07/26","15:19:49","新台幣                 10.0000元"
"2891","中信金","104","2016/08/06","","","",0.81000000,0.0,"2016/07/29","2016/08/26","","","","2016/07/14","11:43:57","新台幣                 10.0000元"
"2891","中信金","104","2016/10/18",0.8000000000,0.0,"2016/10/12","","","","",0,0.000000000,0.00,"2016/09/26","14:28:22","新台幣                 10.0000元"
"2892","第一金控","104","2016/08/13",0.4500000000,0.0,"2016/08/05",0.95000000,0.0,"2016/08/05","2016/08/25",0,0.000000000,0.00,"2016/07/21","18:05:53","新台幣                 10.0000元"
"2897","王道銀行","104","2016/07/16","","","",0.50000000,0.0,"2016/07/08","2016/08/05","","","","2016/06/23","17:35:12","新台幣                 10.0000元"
"2901","欣欣大眾","104","2016/08/22","","","",0.49029630,0.0,"2016/08/16","2016/09/14","","","","2016/07/15","16:55:49","新台幣                 10.0000元"
"2903","遠百","104","2016/08/10","","","",1.00000000,0.0,"2016/08/04","2016/09/02","","","","2016/07/19","16:15:57","新台幣                 10.0000元"
"2904","匯僑","104","2016/08/01","","","",2.00000000,0.0,"2016/07/26","2016/08/18","","","","2016/07/11","16:40:59","新台幣                 10.0000元"
"2905","三商","104","2016/09/04",0.5000000000,0.0,"2016/08/29",0.60000000,0.0,"2016/08/29","2016/09/30",0,0.000000000,0.00,"2016/08/12","18:25:18","新台幣                 10.0000元"
"2906","高林實","104","2016/07/15","","","",0.39000000,0.11000000,"2016/07/07","2016/08/10","","","","2016/06/20","16:16:17","新台幣                 10.0000元"
"2908","特力","104","2016/07/24","","","",0.95000000,0.0,"2016/07/18","2016/08/10","","","","2016/07/04","09:13:34","新台幣                 10.0000元"
"2912","統一超","104","2016/08/09","","","",7.20000000,0.0,"2016/08/03","2016/09/07","","","","2016/07/13","16:42:21","新台幣                 10.0000元"
"2913","台灣農林","104","2016/07/29","","","",0.50000000,0.0,"2016/07/21","2016/08/19","","","","2016/07/06","17:18:10","新台幣                 10.0000元"
"2915","潤泰全球","104","2016/08/16","","","",0.93000000,0.67000000,"2016/08/10","2016/09/08","","","","2016/07/26","14:23:29","新台幣                 10.0000元"
"2923","鼎固-KY","104","2016/10/17","","","",0.36000000,0.0,"2016/10/11","2016/11/16","","","","2016/08/11","11:49:47","新台幣                 10.0000元"
"2929","淘帝-KY","104","2016/11/30",1.9802250200,0.0,"2016/11/24",5.44561882,0.0,"2016/11/24","2016/12/23",0,0.000000000,0.00,"2016/10/03","11:14:39","新台幣                 10.0000元"
"3002","歐格電子","104","2016/09/03","","","",0.35000000,0.0,"2016/08/26","2016/09/20","","","","2016/08/11","17:11:54","新台幣                 10.0000元"
"3003","健和興","104","2016/07/08","","","",1.00000000,0.0,"2016/06/30","2016/07/20","","","","2016/06/14","17:32:22","新台幣                 10.0000元"
"3004","豐達科技","104","2016/08/31","","","",1.80000000,0.0,"2016/08/25","2016/09/22","","","","2016/08/10","09:41:33","新台幣                 10.0000元"
"3005","神基科技","104","2016/08/01","","","",1.99797560,0.0,"2016/07/26","2016/08/19","","","","2016/07/13","14:28:53","新台幣                 10.0000元"
"3006","晶豪科技","104","2016/07/11","","","",0.96977433,0.19399509,"2016/07/05","2016/07/29","","","","2016/06/21","10:54:39","新台幣                 10.0000元"
"3008","大立光","104","2016/08/24","","","",63.50000000,0.0,"2016/08/18","2016/09/08","","","","2016/08/01","15:48:16","新台幣                 10.0000元"
"3010","華立","104","2016/07/31","","","",2.70000000,0.0,"2016/07/25","2016/08/18","","","","2016/07/07","14:55:13","新台幣                 10.0000元"
"3013","晟銘電子","104","2016/09/01","","","",0.31412304,0.0,"2016/08/25","2016/09/23","","","","2016/08/10","17:31:26","新台幣                 10.0000元"
"3014","聯陽","104","2016/07/17","","","",2.00000000,0.0,"2016/07/11","2016/08/11","","","","2016/06/24","16:32:40","新台幣                 10.0000元"
"3015","全漢","104","2016/08/28","","","",1.00000000,0.50000000,"2016/08/22","2016/09/09","","","","2016/08/04","17:21:58","新台幣                 10.0000元"
"3017","奇鋐科技","104","2016/10/02","","","",1.00000000,0.0,"2016/09/26","2016/10/25","","","","2016/08/10","17:09:17","新台幣                 10.0000元"
"3022","威強電","104","2016/08/28","","","",2.00000000,0.0,"2016/08/22","2016/09/14","","","","2016/08/05","17:46:42","新台幣                 10.0000元"
"3023","信邦電子","104","2016/08/30",0.0,0.2998864400,"2016/08/24",3.09882634,0.0,"2016/08/24","2016/09/22",0,0.000000000,0.00,"2016/08/09","11:13:53","新台幣                 10.0000元"
"3026","禾伸堂","104","2016/08/20","","","",2.50000000,0.0,"2016/08/12","2016/09/09","","","","2016/07/28","09:49:47","新台幣                 10.0000元"
"3027","盛達電業","104","2016/09/04","","","",0.15000000,0.0,"2016/08/29","2016/09/26","","","","2016/08/04","15:01:38","新台幣                 10.0000元"
"3028","增你強","104","2016/07/15","","","",1.42200000,0.27800000,"2016/07/07","2016/07/29","","","","2016/06/21","17:29:09","新台幣                 10.0000元"
"3029","零壹科技","104","2016/08/31","","","",1.00000000,0.0,"2016/08/25","2016/09/22","","","","2016/08/08","16:53:46","新台幣                 10.0000元"
"3030","德律科技","104","2016/06/27","","","",4.00000000,0.0,"2016/06/21","2016/07/15","","","","2016/06/03","15:43:04","新台幣                 10.0000元"
"3031","佰鴻工業","104","2016/08/13","","","",0.07000000,0.0,"2016/08/05","2016/09/02","","","","2016/07/22","09:09:09","新台幣                 10.0000元"
"3032","偉訓科技","104","2016/07/25","","","",2.00000000,0.0,"2016/07/19","2016/08/16","","","","2016/06/14","15:47:52","新台幣                 10.0000元"
"3033","威健","104","2016/07/27","","","",1.49602807,0.0,"2016/07/21","2016/08/15","","","","2016/07/04","15:49:01","新台幣                 10.0000元"
"3033","威健","105","2016/08/27",0.0,0.0,"2016/08/19","","","","",40000000,10.600353490,15.00,"2016/08/12","11:55:57","新台幣                 10.0000元"
"3034","聯詠","104","2016/07/18","","","",9.00000000,0.0,"2016/07/12","2016/08/12","","","","2016/06/22","17:50:35","新台幣                 10.0000元"
"3035","智原","104","2016/08/16","","","",2.00000000,0.0,"2016/08/10","2016/09/06","","","","2016/07/22","16:56:14","新台幣                 10.0000元"
"3036","文曄科技","104","2016/08/12",0.5000000000,0.0,"2016/08/04",2.90000000,0.0,"2016/08/04","2016/09/05",0,0.000000000,0.00,"2016/07/20","11:45:50","新台幣                 10.0000元"
"3037","欣興電子","105","2016/08/03","","","",0.17641468,0.12601048,"2016/07/28","2016/08/19","","","","2016/07/13","15:00:59","新台幣                 10.0000元"
"3038","全台","104","2016/08/21","","","",0.31905693,0.0,"2016/08/15","2016/09/02","","","","2016/08/01","10:19:33","新台幣                 10.0000元"
"3040","遠見","104","2016/07/13","","","",3.00000000,0.0,"2016/07/07","2016/07/22","","","","2016/06/22","11:21:35","新台幣                 10.0000元"
"3042","晶技","104","2016/08/17","","","",2.50000000,0.0,"2016/08/11","2016/09/13","","","","2016/07/25","16:36:47","新台幣                 10.0000元"
"3044","健鼎科技","104","2016/07/24","","","",3.25000000,0.0,"2016/07/18","2016/08/18","","","","2016/06/30","08:58:31","新台幣                 10.0000元"
"3045","台灣大","104","2016/07/06","","","",5.60000000,0.0,"2016/06/30","2016/07/21","","","","2016/06/15","17:23:52","新台幣                 10.0000元"
"3047","訊舟科技","104","2016/07/16","","","",0.50000000,0.0,"2016/07/08","2016/08/04","","","","2016/06/23","14:49:52","新台幣                 10.0000元"
"3048","益登","104","2016/08/23",1.0000000000,0.0,"2016/08/17",1.00000000,0.0,"2016/08/17","2016/09/20",0,0.000000000,0.00,"2016/08/03","12:00:32","新台幣                 10.0000元"
"3050","鈺德科技","104","2016/09/02","","","",0.80000000,0.0,"2016/08/25","2016/09/22","","","","2016/08/10","16:47:04","新台幣                 10.0000元"
"3052","夆典","104","2016/09/28","","","",0.50000000,0.0,"2016/09/22","2016/10/20","","","","2016/09/05","14:46:31","新台幣                 10.0000元"
"3055","蔚華科技","104","2016/07/17","","","",0.99829623,0.0,"2016/07/11","2016/08/05","","","","2016/06/24","11:06:19","新台幣                 10.0000元"
"3056","總太地產","104","2016/07/06","","","",2.50000000,0.0,"2016/06/30","2016/07/20","","","","2016/06/16","11:15:30","新台幣                 10.0000元"
"3057","喬鼎資訊","104","2016/09/10","","","",0.29965593,0.0,"2016/09/02","2016/10/05","","","","2016/08/16","18:07:02","新台幣                 10.0000元"
"3058","立德電子","104","2016/08/10","","","",0.20000000,0.30000000,"2016/08/04","2016/08/26","","","","2016/07/21","09:36:32","新台幣                 10.0000元"
"3059","華晶科技","104","2016/09/26","","","",0.49761652,0.49761652,"2016/09/20","2016/10/21","","","","2016/09/01","16:59:01","新台幣                 10.0000元"
"3060","銘異","104","2016/07/19","","","",3.80000000,0.0,"2016/07/13","2016/08/02","","","","2016/06/28","15:19:02","新台幣                 10.0000元"
"3062","建漢科技","104","2016/08/14","","","",1.00056564,0.0,"2016/08/08","2016/08/31","","","","2016/07/22","16:27:17","新台幣                 10.0000元"
"3090","日電貿","104","2016/07/12","","","",2.00000000,0.0,"2016/07/06","2016/07/29","","","","2016/06/21","17:36:18","新台幣                 10.0000元"
"3094","聯傑國際","104","2016/07/09","","","",0.88000000,0.28000000,"2016/07/01","2016/07/29","","","","2016/06/15","17:23:20","新台幣                 10.0000元"
"3130","一零四","104","2016/07/29","","","",8.00000000,0.0,"2016/07/21","2016/08/18","","","","2016/07/01","17:58:56","新台幣                 10.0000元"
"3167","大量科技","104","2016/08/30","","","",1.50000000,0.0,"2016/08/24","2016/09/12","","","","2016/08/09","17:19:04","新台幣                 10.0000元"
"3189","景碩科技","104","2016/08/15","","","",3.50000000,0.0,"2016/08/09","2016/08/31","","","","2016/07/26","10:36:50","新台幣                 10.0000元"
"3209","全科","104","2016/07/19",1.6000000000,0.0,"2016/07/13",1.20000000,0.0,"2016/07/13","2016/07/28",0,0.000000000,0.00,"2016/06/28","17:39:10","新台幣                 10.0000元"
"3231","緯創","104","2016/08/15",0.2991332000,0.0,"2016/08/09",1.19653304,0.0,"2016/08/09","2016/08/31",0,0.000000000,0.00,"2016/07/22","16:58:15","新台幣                 10.0000元"
"3257","虹冠電","104","2016/09/03",0.8500000000,0.0,"2016/08/26",0.65000000,0.0,"2016/08/26","2016/09/30",0,0.000000000,0.00,"2016/08/03","17:28:14","新台幣                 10.0000元"
"3296","勝德國際","104","2016/07/02","","","",0.10000000,0.0,"2016/06/24","2016/07/20","","","","2016/06/07","17:15:13","新台幣                 10.0000元"
"3305","昇貿科技","104","2016/07/09","","","",1.04125080,0.0,"2016/07/01","2016/07/22","","","","2016/06/16","15:52:43","新台幣                 10.0000元"
"3305","昇貿科技","105","2016/11/28",0.0,0.0,"","","","","",0,0.000000000,0.00,"2016/11/08","09:28:37","新台幣                 10.0000元"
"3311","閎暉","104","2016/08/15","","","",0.59000000,0.0,"2016/08/09","2016/09/08","","","","2016/07/21","17:24:53","新台幣                 10.0000元"
"3312","弘憶國際","105","2016/04/20",0.0,0.0,"2016/04/14","","","","",20000000,13.824782986,6.00,"2016/04/07","16:33:00","新台幣                 10.0000元"
"3315","宣昶","104","2016/08/06","","","",1.00000000,0.0,"2016/07/29","2016/08/17","","","","2016/07/12","15:41:39","新台幣                 10.0000元"
"3321","同泰電子","104","2016/06/28","","","",1.72640034,0.0,"2016/06/22","2016/07/15","","","","2016/06/04","10:24:54","新台幣                 10.0000元"
"3338","泰碩電子","104","2016/07/11","","","",1.50932321,0.0,"2016/07/05","2016/07/29","","","","2016/06/20","10:08:10","新台幣                 10.0000元"
"3346","麗清","104","2016/10/26","","","",0.50000000,0.0,"2016/10/20","2016/11/11","","","","2016/10/03","17:51:47","新台幣                 10.0000元"
"3356","奇偶科技","104","2016/08/17",0.0999999922,0.0,"2016/08/11",4.00000000,0.0,"2016/08/11","2016/09/23",0,0.000000000,0.00,"2016/07/22","16:52:59","新台幣                 10.0000元"
"3376","新日興","104","2016/08/01","","","",2.00000000,2.00000000,"2016/07/26","2016/08/29","","","","2016/07/11","18:17:45","新台幣                 10.0000元"
"3380","明泰科技","104","2016/08/08","","","",0.50000000,0.0,"2016/08/02","2016/08/26","","","","2016/07/05","18:27:28","新台幣                 10.0000元"
"3413","京鼎","104","2016/06/21",0.0,0.0,"2016/06/15",4.00000000,0.0,"2016/06/15","2016/07/13",7000000,7.720500000,60.00,"2016/06/06","17:27:18","新台幣                 10.0000元"
"3416","融程電訊","104","2016/07/30","","","",3.50000000,0.0,"2016/07/22","2016/08/19","","","","2016/06/08","09:21:11","新台幣                 10.0000元"
"3432","台端","104","2016/09/03","","","",0.20000000,0.0,"2016/08/26","2016/09/30","","","","2016/08/10","14:29:28","新台幣                 10.0000元"
"3437","榮創","104","2016/08/31","","","",1.50000000,0.0,"2016/08/25","2016/09/21","","","","2016/08/10","17:23:28","新台幣                 10.0000元"
"3443","創意電子","104","2016/06/19","","","",3.00000000,0.0,"2016/06/13","2016/07/07","","","","2016/05/27","10:41:15","新台幣                 10.0000元"
"3450","聯鈞","104","2016/07/18",2.0000000000,0.0,"2016/07/12",6.50000000,0.0,"2016/07/12","2016/08/15",0,0.000000000,0.00,"2016/06/24","09:40:39","新台幣                 10.0000元"
"3454","晶睿","104","2016/08/08",0.0999999725,0.2499999967,"2016/08/02",4.50000003,0.0,"2016/08/02","2016/08/25",0,0.000000000,0.00,"2016/07/12","17:42:00","新台幣                 10.0000元"
"3481","群創光電","104","2016/07/17","","","",0.19999922,0.0,"2016/07/11","2016/08/16","","","","2016/06/27","10:03:54","新台幣                 10.0000元"
"3501","維熹科技","104","2016/08/09","","","",4.00000000,0.0,"2016/08/03","2016/08/30","","","","2016/07/18","15:04:12","新台幣                 10.0000元"
"3504","揚明光學","104","2016/07/20","","","",0.56000000,0.0,"2016/07/14","2016/08/09","","","","2016/06/29","18:07:28","新台幣                 10.0000元"
"3515","華擎","104","2016/08/30","","","",2.50000000,0.0,"2016/08/24","2016/09/14","","","","2016/08/10","10:57:58","新台幣                 10.0000元"
"3518","柏騰科技","104","2016/07/17","","","",0.0,1.04369144,"2016/07/11","2016/08/11","","","","2016/06/27","10:02:07","新台幣                 10.0000元"
"3528","安馳科技","104","2016/07/24",0.2000001500,0.0,"2016/07/18",2.30000000,0.0,"2016/07/18","2016/08/24",0,0.000000000,0.00,"2016/07/01","11:56:10","新台幣                 10.0000元"
"3532","台勝科","104","2016/07/13","","","",1.10000000,0.0,"2016/07/07","2016/08/05","","","","2016/06/21","15:26:16","新台幣                 10.0000元"
"3545","敦泰","104","2016/09/08","","","",0.73158267,0.0,"2016/09/01","2016/09/30","","","","2016/08/16","17:12:38","新台幣                 10.0000元"
"3550","聯穎","104","2016/07/13","","","",0.83476947,0.16523053,"2016/07/07","2016/07/28","","","","2016/06/21","16:36:21","新台幣                 10.0000元"
"3559","全智科","104","2016/07/24","","","",1.39177397,0.0,"2016/07/18","2016/08/22","","","","2016/06/30","14:11:41","新台幣                 10.0000元"
"3576","新日光","104","2016/03/09",0.0,0.0,"2016/03/03","","","","",160000000,14.915603379,21.00,"2016/02/23","17:24:37","新台幣                 10.0000元"
"3583","辛耘","104","2016/07/28","","","",1.00000000,0.0,"2016/07/21","2016/08/18","","","","2016/07/04","15:07:46","新台幣                 10.0000元"
"3588","通嘉","104","2016/08/20","","","",1.00020518,0.50010259,"2016/08/12","2016/09/20","","","","2016/07/28","18:20:51","新台幣                 10.0000元"
"3591","艾笛森","104","2016/07/25","","","",0.0,0.32379126,"2016/07/19","2016/08/22","","","","2016/07/04","17:49:29","新台幣                 10.0000元"
"3596","智易科技","104","2016/07/31","","","",1.60000000,0.0,"2016/07/25","2016/08/19","","","","2016/07/06","15:21:22","新台幣                 10.0000元"
"3605","宏致","104","2016/07/28","","","",0.40000000,0.0,"2016/07/21","2016/08/25","","","","2016/07/06","18:27:05","新台幣                 10.0000元"
"3607","谷崧","104","2016/07/19","","","",4.20000000,0.0,"2016/07/13","2016/08/09","","","","2016/06/27","14:28:56","新台幣                 10.0000元"
"3617","碩天科技","104","2016/07/04","","","",4.50000000,0.0,"2016/06/28","2016/08/02","","","","2016/06/08","18:51:43","新台幣                 10.0000元"
"3645","達邁","104","2016/08/22",0.5000000000,0.0,"2016/08/16",0.50000000,0.0,"2016/08/16","2016/09/29",0,0.000000000,0.00,"2016/07/29","16:36:24","新台幣                 10.0000元"
"3653","健策","104","2016/07/22","","","",2.50000000,0.0,"2016/07/14","2016/08/10","","","","2016/06/24","09:59:01","新台幣                 10.0000元"
"3661","世芯-KY","104","2016/08/24","","","",0.47374256,0.0,"2016/08/18","2016/09/21","","","","2016/08/04","10:03:21","新台幣                 10.0000元"
"3665","貿聯-KY","104","2016/08/12",0.4913518600,0.0,"2016/08/04",5.40487048,0.0,"2016/08/04","2016/09/08",0,0.000000000,0.00,"2016/07/19","16:26:41","新台幣                 10.0000元"
"3669","圓展","104","2016/07/03","","","",0.20000000,0.0,"2016/06/27","2016/07/22","","","","2016/06/13","12:07:39","新台幣                 10.0000元"
"3679","新至陞","104","2016/07/26","","","",3.80000000,0.20000000,"2016/07/20","2016/08/15","","","","2016/07/04","18:20:47","新台幣                 10.0000元"
"3698","隆達","104","2016/07/11","","","",0.44018455,0.20711419,"2016/07/05","2016/07/29","","","","2016/06/20","14:25:23","新台幣                 10.0000元"
"3701","大眾投控","105","2016/12/03",0.0,0.0,"2016/11/25",0.0,0.0,"","",60000000,14.032281900,7.00,"2016/11/18","15:59:41","新台幣                 10.0000元"
"3702","大聯大","104","2016/08/07","","","",2.40000000,0.0,"2016/08/01","2016/08/30","","","","2016/07/15","16:10:47","新台幣                 10.0000元"
"3703","欣陸投控","104","2016/08/15","","","",0.50000000,0.0,"2016/08/09","2016/08/31","","","","2016/07/05","09:37:10","新台幣                 10.0000元"
"3705","永信","104","2016/07/19","","","",2.50000000,0.0,"2016/07/13","2016/08/08","","","","2016/06/27","16:47:32","新台幣                 10.0000元"
"3706","神達","104","2016/09/10",0.3981055900,0.0,"2016/09/02",1.59242240,0.0,"2016/09/02","2016/10/05",0,0.000000000,0.00,"2016/08/18","16:29:29","新台幣                 10.0000元"
"4104","佳醫","104","2016/08/09","","","",2.39338261,0.0,"2016/08/03","2016/08/31","","","","2016/07/19","14:30:30","新台幣                 10.0000元"
"4106","雃博","104","2016/08/01","","","",1.00000000,0.0,"2016/07/26","2016/08/26","","","","2016/07/01","10:15:38","新台幣                 10.0000元"
