"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1101","台泥","100","2012/08/01","","","","","","",0.00000000,1.90000000,0.0,"2012/07/26","",44914198,"","","",71313620,"2012/07/11","17:37:23","新台幣                 10.0000元"
"1102","亞泥","100","2012/08/27",0.3000000000,0.0,"2012/08/21",0.0,0.0,"0.00",0.00000000,2.30000000,0.0,"2012/08/21","",350783467,0,0.000000000,0.00,263087600,"2012/08/06","17:01:49","新台幣                 10.0000元"
"1103","嘉泥","100","2012/08/19",0.3000000000,0.0,"2012/08/13",0.0,0.0,"0.00",0.00000000,0.20000000,0.0,"2012/08/13","",4000000,0,0.000000000,0.00,0,"2012/07/27","15:54:00","新台幣                 10.0000元"
"1104","環球水泥","100","2012/07/27","","","","","","",0.00000000,0.60000000,0.0,"2012/07/19","",11563888,"","","",11563888,"2012/07/05","10:39:58","新台幣                 10.0000元"
"1109","信大水泥","100","2012/08/05","","","","","","",0.00000000,0.35000000,0.0,"2012/07/30","",661773,"","","",3308863,"2012/07/12","17:45:59","新台幣                 10.0000元"
"1110","東泥","100","2012/07/30","","","","","","",0.00000000,0.10000000,0.0,"2012/07/24","",595834,"","","",1787502,"2012/07/06","16:59:08","新台幣                 10.0000元"
"1201","味全公司","100","2012/07/23","","","","","","",0.00000000,0.60000000,0.0,"2012/07/17","","","","","",0,"2012/06/27","17:07:58","新台幣                 10.0000元"
"1203","味王公司","100","2012/09/19","","","","","","",0.00000000,0.50000000,0.0,"2012/09/13","",2580645,"","","",6451613,"2012/08/30","09:39:01","新台幣                 10.0000元"
"1210","大成長城","100","2012/09/07",0.4953367800,0.0,"2012/08/30",0.0,0.0,"0.00",0.00000000,1.18880829,0.0,"2012/08/30","",15000000,0,0.000000000,0.00,15000000,"2012/08/15","14:19:54","新台幣                 10.0000元"
"1215","卜蜂企業","100","2012/07/16","","","","","","",0.00000000,0.30000000,0.0,"2012/07/10","",1234000,"","","",0,"2012/06/25","17:10:33","新台幣                 10.0000元"
"1216","統一","100","2012/08/17",0.7000000000,0.0,"2012/08/09",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2012/08/09","",817572476,0,0.000000000,0.00,170058260,"2012/07/24","11:10:16","新台幣                 10.0000元"
"12160","特別股0","100","2012/08/17",0.0000000000,0.0000000000,"2012/08/09","","","","",0.0,"","2012/08/09","","","","","","","2012/07/24","11:10:16","新台幣                 10.0000元"
"1218","泰山企業","100","2012/08/24",0.3000000000,0.0,"2012/08/16",0.0,0.0,"0.00",0.00000000,0.20000000,0.0,"2012/08/16","",3605792,0,0.000000000,0.00,9014479,"2012/07/31","16:29:25","新台幣                 10.0000元"
"1219","福壽實業","100","2012/08/05",0.5000000000,0.0,"2012/07/30",0.0,0.0,"0.00",0.00000000,0.50000000,0.0,"2012/07/30","",4964270,0,0.000000000,0.00,12410674,"2012/07/13","11:37:16","新台幣                 10.0000元"
"1225","福懋油","100","2012/08/29",0.0,0.2999874100,"2012/08/23",0.0,0.0,"0.00",0.00000000,0.29998741,0.0,"2012/08/23","",3031684,0,0.000000000,0.00,3031684,"2012/08/08","18:49:53","新台幣                 10.0000元"
"1227","佳格","100","2012/07/23",2.4000000000,0.0,"2012/07/17",0.0,0.0,"0.00",0.00000000,2.40000000,0.0,"2012/07/17","",30975310,0,0.000000000,0.00,22125222,"2012/07/02","18:22:02","新台幣                 10.0000元"
"1229","聯華實業","100","2012/08/06","","","","","","",0.00000000,0.99999410,0.0,"2012/07/31","",27520816,"","","",8000000,"2012/07/13","14:38:32","新台幣                 10.0000元"
"1231","聯華食品","100","2012/08/21",0.3000000000,0.0,"2012/08/15",0.0,0.0,"0.00",0.00000000,1.20000000,0.0,"2012/08/15","",6453115,0,0.000000000,0.00,6453115,"2012/07/31","16:43:23","新台幣                 10.0000元"
"1232","大統益","100","2012/07/10","","","","","","",0.00000000,3.00000000,0.0,"2012/07/04","",9889239,"","","",9889239,"2012/06/21","10:16:39","新台幣                 10.0000元"
"1233","天仁","100","2012/07/06","","","","","","",0.00000000,2.30000000,0.0,"2012/06/28","",5483197,"","","",5483197,"2012/06/12","10:50:55","新台幣                 10.0000元"
"1234","黑松","100","2012/07/27","","","","","","",0.00000000,0.60000000,0.0,"2012/07/19","",3348926,"","","",10046777,"2012/07/05","15:06:44","新台幣                 10.0000元"
"1301","台塑","101","2012/07/15","","","","","","",0.00000000,4.00000000,0.0,"2012/07/09","",72842751,"","","",0,"2012/06/20","16:54:20","新台幣                 10.0000元"
"1303","南亞塑膠","101","2012/07/17","","","","","","",0.00000000,2.10000000,0.0,"2012/07/11","",39829922,"","","",0,"2012/06/22","18:13:50","新台幣                 10.0000元"
"1304","台聚","100","2012/08/15",1.5000000000,0.0,"2012/08/09",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2012/08/09","",3400000,0,0.000000000,0.00,8400000,"2012/07/26","14:18:51","新台幣                 10.0000元"
"1307","三芳化工","100","2012/07/11","","","","","","",0.00000000,1.20000000,0.0,"2012/07/05","",30296284,"","","",18177770,"2012/06/18","15:08:41","新台幣                 10.0000元"
"1307","三芳化工","100","2012/07/31",0.3000000000,0.0,"2012/07/25",0.0,0.0,"0.00",0.00000000,"","","","",30296284,0,0.000000000,0.00,18177770,"2012/07/11","16:32:35","新台幣                 10.0000元"
"1308","亞聚","100","2012/08/15",2.0000000000,0.0,"2012/08/09",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2012/08/09","",14578000,0,0.000000000,0.00,0,"2012/07/26","14:39:14","新台幣                 10.0000元"
"1309","台達化工","100","2012/08/15",0.5000000000,0.0,"2012/08/09",0.0,0.0,"0.00",0.00000000,0.20000000,0.0,"2012/08/09","",2500000,0,0.000000000,0.00,0,"2012/07/26","14:39:21","新台幣                 10.0000元"
"1312","國喬石化","100","2012/07/31","","","","","","",0.00000000,0.70000000,0.0,"2012/07/25","",9646187,"","","",19292373,"2012/07/04","18:38:16","新台幣                 10.0000元"
"1312A","國喬特","100","2012/07/31","","","","","","","",1.30000000,"","2012/07/25","","","","","",19292373,"2012/07/04","18:38:16","新台幣                 10.0000元"
"1313","聯成","100","2012/08/18",0.4991273100,0.0,"2012/08/10",0.0,0.0,"0.00",0.00000000,0.49912730,0.0,"2012/08/10","",20000000,0,0.000000000,0.00,8000000,"2012/07/27","09:45:30","新台幣                 10.0000元"
"1314","中石化","100","2012/08/07","","","","","","",0.00000000,1.75000000,0.0,"2012/08/01","",294999287,"","","",196666192,"2012/07/16","17:58:36","新台幣                 10.0000元"
"1314","中石化","100","2012/11/16",1.7500000000,0.0,"2012/11/08",0.0,0.0,"0.00",0.00000000,"","","","","",0,0.000000000,0.00,196666192,"2012/10/24","17:43:36","新台幣                 10.0000元"
"1315","達新工業","100","2012/07/20","","","","","","",0.00000000,1.70000000,0.0,"2012/07/12","",1888889,"","","",1888888,"2012/06/18","14:33:49","新台幣                 10.0000元"
"1319","東陽","100","2012/08/20",0.4000000000,0.0,"2012/08/14",0.0,0.0,"0.00",0.00000000,0.30000000,0.0,"2012/08/14","",4045829,0,0.000000000,0.00,12137487,"2012/07/30","15:46:23","新台幣                 10.0000元"
"1323","永裕","100","2012/07/29","","","","","","",0.00000000,1.20000000,0.0,"2012/07/23","",8830796,"","","",2207699,"2012/07/05","17:04:23","新台幣                 10.0000元"
"1324","地球工業","100","2012/09/29","","","","","","",0.00000000,0.60000000,0.0,"2012/09/21","",1959700,"","","",1959700,"2012/09/03","18:05:42","新台幣                 10.0000元"
"1325","恒大","100","2012/07/14","","","","","","",0.00000000,0.65000000,0.0,"2012/07/06","",4145763,"","","",2072882,"2012/06/21","15:11:59","新台幣                 10.0000元"
"1326","台化","101","2012/07/10","","","","","","",0.00000000,4.00000000,0.0,"2012/07/04","",98457000,"","","",0,"2012/06/18","17:25:27","新台幣                 10.0000元"
"1337","再生-KY","100","2012/07/05",1.5000000000,0.0,"2012/06/28",0.0,0.0,"0.00",0.00000000,3.51720430,0.0,"2012/06/28","",14568212,0,0.000000000,0.00,7284106,"2012/06/14","16:09:24","新台幣                 10.0000元"
"1337","再生-KY","101","2012/10/16",0.0,0.0,"2012/10/09",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","",0,16500000,8.312761300,83.00,7284106,"2012/10/02","17:31:08","新台幣                 10.0000元"
"1338","廣華-KY","100","2012/07/11","","","","","","",0.00000000,1.50000000,0.0,"2012/07/05","",20023520,"","","",4200000,"2012/06/20","12:17:39","新台幣                 10.0000元"
"1339","昭輝","100","2012/09/16","","","","","","",0.00000000,1.50000000,0.0,"2012/09/10","",3083753,"","","",2312814,"2012/08/24","16:42:28","新台幣                 10.0000元"
"1402","遠東新","100","2012/08/28",0.3000000000,0.0,"2012/08/22",0.0,0.0,"0.00",0.00000000,1.70000000,0.0,"2012/08/22","",421266009,0,0.000000000,0.00,315949507,"2012/08/07","16:07:08","新台幣                 10.0000元"
"14020","特別股0","100","2012/08/28",0.0000000000,0.0000000000,"2012/08/22","","","","",0.0,"","2012/08/22","","","","","","","2012/08/07","16:07:08","新台幣                 10.0000元"
"1409","新纖","100","2012/08/10","","","","","","",0.00000000,0.31739680,0.0,"2012/08/02","","","","","","","2012/07/20","09:25:28","新台幣                 10.0000元"
"1410","南染","100","2012/07/16","","","","","","",0.00000000,0.90000000,0.0,"2012/07/10","",2525000,"","","",875000,"2012/06/25","17:14:24","新台幣                 10.0000元"
"1414","東和","100","2012/08/13","","","","","","",0.00000000,0.30000000,0.0,"2012/08/07","",694737,"","","",2778947,"2012/07/20","17:35:06","新台幣                 10.0000元"
"1419","新紡","100","2012/08/08","","","","","","",0.00000000,0.60000000,0.0,"2012/08/02","",4611119,"","","",4611119,"2012/07/13","14:12:51","新台幣                 10.0000元"
"1434","福懋興業","100","2012/08/03","","","","","","",0.00000000,1.20000000,0.0,"2012/07/26","",2780233,"","","",1390116,"2012/07/05","17:10:04","新台幣                 10.0000元"
"1439","中和羊毛","100","2012/07/18","","","","","","",0.00000000,0.50000000,0.0,"2012/07/12","",479167,"","","",1437500,"2012/06/29","08:30:32","新台幣                 10.0000元"
