"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1101","台泥","102","2014/07/23","","","","","","",0.00000000,2.30000000,0.0,"2014/07/17","","","","","",86385293,"2014/06/30","10:40:36","新台幣                 10.0000元"
"1102","亞泥","102","2014/09/03",0.2000000000,0.0,"2014/08/28",0.0,0.0,"0.00",0.00000000,1.80000000,0.0,"2014/08/28","2014/09/25",283487008,0,0.000000000,0.00,212615256,"2014/08/15","17:09:48","新台幣                 10.0000元"
"1103","嘉泥","102","2014/07/18","","","","","","",0.00000000,1.00000000,0.0,"2014/07/10","",13500000,"","","",15964000,"2014/06/26","09:37:05","新台幣                 10.0000元"
"1104","環球水泥","102","2014/07/28",0.2000000000,0.0,"2014/07/22",0.0,0.0,"0.00",0.00000000,0.90000000,0.0,"2014/07/22","2014/08/29",21200461,0,0.000000000,0.00,21200461,"2014/07/08","09:48:26","新台幣                 10.0000元"
"1108","幸福水泥","102","2014/07/22","","","","","","",0.00000000,0.45000000,0.0,"2014/07/16","2014/07/31",4844997,"","","",8074995,"2014/07/02","11:42:01","新台幣                 10.0000元"
"1109","信大水泥","102","2014/07/23","","","","","","",0.00000000,1.20000000,0.0,"2014/07/17","",4941569,"","","",9883138,"2014/06/12","15:02:11","新台幣                 10.0000元"
"1110","東泥","102","2014/07/30","","","","","","",0.00000000,0.20000000,0.0,"2014/07/24","2014/08/11",1191668,"","","",3575005,"2014/07/09","18:06:42","新台幣                 10.0000元"
"1201","味全公司","102","2014/07/28","","","","","","",0.00000000,0.60000000,0.0,"2014/07/22","",0,"","","",0,"2014/06/30","12:02:13","新台幣                 10.0000元"
"1203","味王公司","102","2014/09/07","","","","","","",0.00000000,1.00000000,0.0,"2014/09/01","2014/10/03",5161290,"","","",12903226,"2014/08/14","14:25:37","新台幣                 10.0000元"
"1210","大成長城","102","2014/09/03",3.0000000000,0.0,"2014/08/28",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2014/08/28","2014/09/26",15000000,0,0.000000000,0.00,15000000,"2014/08/12","17:20:19","新台幣                 10.0000元"
"1215","卜蜂企業","102","2014/08/11",0.5000000000,0.0,"2014/08/05",0.0,0.0,"0.00",0.00000000,0.80000000,0.0,"2014/08/05","2014/09/03",4116000,0,0.000000000,0.00,0,"2014/07/18","17:31:08","新台幣                 10.0000元"
"1216","統一","102","2014/08/15",0.6000000000,0.0,"2014/08/07",0.0,0.0,"0.00",0.00000000,1.50000000,0.0,"2014/08/07","2014/09/11",1068486193,0,0.000000000,0.00,228478232,"2014/07/15","10:55:06","新台幣                 10.0000元"
"12160","特別股0","102","2014/08/15",0.0000000000,0.0000000000,"2014/08/07","","","","",0.0,"","2014/08/07","2014/09/11","","","","","","2014/07/15","10:55:06","新台幣                 10.0000元"
"1219","福壽實業","102","2014/07/30","","","","","","",0.00000000,0.15000000,0.0,"2014/07/24","2014/08/13",264343,"","","",1321715,"2014/07/09","17:47:42","新台幣                 10.0000元"
"12190","特別股0","102","2014/07/30","","","","","","","",0.0,"","2014/07/24","2014/08/13","","","","","","2014/07/09","17:47:42","新台幣                 10.0000元"
"1220","台榮","102","2014/07/18","","","","","","",0.00000000,0.35000000,0.0,"2014/07/10","",2577178,"","","",2577177,"2014/06/23","10:05:48","新台幣                 10.0000元"
"1225","福懋油","102","2014/09/02","","","","","","",0.00000000,0.24182654,0.0,"2014/08/27","2014/09/23",2797728,"","","",2797728,"2014/08/12","17:14:17","新台幣                 10.0000元"
"1227","佳格","102","2014/08/11",0.9000000000,0.0,"2014/08/05",0.0,0.0,"0.00",0.00000000,1.60000000,0.0,"2014/08/05","2014/08/29",23430738,0,0.000000000,0.00,16736241,"2014/07/17","15:04:55","新台幣                 10.0000元"
"1229","聯華實業","102","2014/08/13","","","","","","",0.00000000,0.99971066,0.0,"2014/08/07","2014/09/03",24017175,"","","",8000000,"2014/07/22","09:32:48","新台幣                 10.0000元"
"1231","聯華食品","102","2014/09/03",1.2000000000,0.0,"2014/08/28",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2014/08/28","2014/09/26",6167496,0,0.000000000,0.00,6167493,"2014/08/13","18:08:08","新台幣                 10.0000元"
"1232","大統益","102","2014/07/08","","","","","","",0.00000000,3.80000000,0.0,"2014/07/02","",13422346,"","","",13422346,"2014/06/17","17:30:51","新台幣                 10.0000元"
"1233","天仁","102","2014/07/21","","","","","","",0.00000000,2.25000000,0.05000000,"2014/07/15","",5363997,"","","",5363997,"2014/06/17","17:06:09","新台幣                 10.0000元"
"1234","黑松","102","2014/08/04","","","","","","",0.00000000,2.00000000,0.0,"2014/07/29","2014/08/15",8372315,"","","",25116943,"2014/07/14","17:11:29","新台幣                 10.0000元"
