"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1101","台泥","99","2011/08/01","","","","","","",0.00000000,2.00000000,0.0,"2011/07/26","",45349180,"","","",229784564,"2011/07/11","10:44:16","新台幣                 10.0000元"
"1102","亞泥","99","2011/08/30",0.2000000000,0.0,"2011/08/24",0.0,0.0,"0.00",0.00000000,1.90000000,0.0,"2011/08/24","",277769714,0,0.000000000,0.00,208327285,"2011/08/09","15:51:48","新台幣                 10.0000元"
"1103","嘉泥","99","2011/08/04",0.3000000000,0.0,"2011/07/28",0.0,0.0,"0.00",0.00000000,0.30000000,0.0,"2011/07/28","",900000,0,0.000000000,0.00,800000,"2011/07/14","15:44:03","新台幣                 10.0000元"
"1104","環球水泥","99","2011/07/29","","","","","","",0.00000000,1.00000000,0.0,"2011/07/21","",19273146,"","","",19273146,"2011/07/06","11:02:27","新台幣                 10.0000元"
"1109","信大水泥","99","2011/07/20","","","","","","",0.00000000,0.28000000,0.0,"2011/07/14","",0,"","","",0,"2011/06/27","16:58:58","新台幣                 10.0000元"
"1110","東泥","99","2011/08/03","","","","","","",0.00000000,0.10000000,0.0,"2011/07/28","",595834,"","","",1787502,"2011/07/13","17:37:01","新台幣                 10.0000元"
"1201","味全公司","99","2011/09/26","","","","","","",0.00000000,0.60000000,0.0,"2011/09/20","","","","","",0,"2011/08/26","09:27:37","新台幣                 10.0000元"
"1203","味王公司","99","2011/09/21","","","","","","",0.00000000,0.50000000,0.0,"2011/09/15","",2580645,"","","",6451613,"2011/08/31","16:25:51","新台幣                 10.0000元"
"1210","大成長城","99","2011/08/27",0.4946523612,0.0,"2011/08/19",0.0,0.0,"0.00",0.00000000,1.18716565,0.0,"2011/08/19","",15000000,0,0.000000000,0.00,15000000,"2011/08/04","17:48:19","新台幣                 10.0000元"
"1215","卜蜂企業","99","2011/07/10","","","","","","",0.00000000,1.00000000,0.0,"2011/07/04","",3138000,"","","",0,"2011/06/17","16:35:42","新台幣                 10.0000元"
"1216","統一","99","2011/08/15",0.6000000000,0.0,"2011/08/09",0.0,0.0,"0.00",0.00000000,1.40000000,0.0,"2011/08/09","",955370144,0,0.000000000,0.00,196722710,"2011/07/22","15:12:48","新台幣                 10.0000元"
"1217","愛之味","100","2011/06/24",0.0,0.0,"2011/06/16",0.0,0.0,"0.00",0.00000000,"","","","","",50000000,8.934768780,12.00,0,"2011/06/09","18:45:57","新台幣                 10.0000元"
"1218","泰山企業","99","2011/08/20",0.3000000000,0.0,"2011/08/12",0.0,0.0,"0.00",0.00000000,0.35000000,0.0,"2011/08/12","",4294321,0,0.000000000,0.00,10735803,"2011/07/21","14:07:13","新台幣                 10.0000元"
"1219","福壽實業","99","2011/08/16",0.3000000000,0.0,"2011/08/10",0.0,0.0,"0.00",0.00000000,0.45000000,0.0,"2011/08/10","",2044141,0,0.000000000,0.00,10220705,"2011/07/26","16:49:08","新台幣                 10.0000元"
"12190","特別股0","99","2011/08/16",0.0000000000,0.0000000000,"2011/08/10","","","","",0.0,"","2011/08/10","","","","","","","2011/07/26","16:49:08","新台幣                 10.0000元"
"1225","福懋油","99","2011/08/30",0.4000000000,0.0,"2011/08/24",0.0,0.0,"0.00",0.00000000,0.40000000,0.0,"2011/08/24","",7773550,0,0.000000000,0.00,7773550,"2011/08/09","16:05:10","新台幣                 10.0000元"
"1227","佳格","99","2011/08/08",2.5000000000,0.0,"2011/08/02",0.0,0.0,"0.00",0.00000000,2.50000000,0.0,"2011/08/02","",26845380,0,0.000000000,0.00,19175271,"2011/07/11","18:15:37","新台幣                 10.0000元"
"1229","聯華實業","99","2011/08/08",0.2999160900,0.0,"2011/08/02",0.0,0.0,"0.00",0.00000000,1.19966439,0.0,"2011/08/02","",35737440,0,0.000000000,0.00,8000000,"2011/07/18","10:57:01","新台幣                 10.0000元"
"1231","聯華食品","99","2011/08/17",0.3000000000,0.0,"2011/08/11",0.0,0.0,"0.00",0.00000000,1.10000000,0.0,"2011/08/11","",5421033,0,0.000000000,"",5421032,"2011/07/28","09:43:50","新台幣                 10.0000元"
"1232","大統益","99","2011/07/10","","","","","","",0.00000000,3.50000000,0.0,"2011/07/04","",11756852,"","","",11756852,"2011/06/16","17:27:43","新台幣                 10.0000元"
"1233","天仁","99","2011/07/05","","","","","","",0.00000000,2.00000000,0.0,"2011/06/29","",4767997,"","","",4767997,"2011/06/13","16:37:59","新台幣                 10.0000元"
"1234","黑松","99","2011/07/29","","","","","","",0.00000000,0.50000000,0.0,"2011/07/21","",2790772,"","","",8372314,"2011/07/06","17:32:09","新台幣                 10.0000元"
"1235","興泰","99","2011/11/11",0.3000000000,0.0,"2011/11/03",0.0,0.0,"0.00",0.00000000,"","","","",533473,0,0.000000000,0.00,889122,"2011/08/30","12:06:06","新台幣                 10.0000元"
"1301","台塑","100","2011/07/17","","","","","","",0.00000000,6.80000000,0.0,"2011/07/11","",111899478,"","","",0,"2011/06/24","11:53:32","新台幣                 10.0000元"
"1303","南亞塑膠","100","2011/07/19","","","","","","",0.00000000,4.70000000,0.0,"2011/07/13","",97945043,"","","",0,"2011/06/28","18:57:44","新台幣                 10.0000元"
"1304","台聚","99","2011/08/15",1.5000000000,0.0,"2011/08/09",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2011/08/09","",3100000,0,0.000000000,0.00,8400000,"2011/07/26","09:07:13","新台幣                 10.0000元"
"1307","三芳化工","99","2011/07/12","","","","","","",0.00000000,1.20000000,0.0,"2011/07/06","",32152556,"","","",19291534,"2011/06/17","16:44:08","新台幣                 10.0000元"
"1307","三芳化工","99","2011/08/03",1.0000000000,0.0,"2011/07/28",0.0,0.0,"0.00",0.00000000,"","","","",32152556,0,0.000000000,0.00,19291534,"2011/07/14","10:38:29","新台幣                 10.0000元"
"1308","亞聚","99","2011/08/15",2.5000000000,0.0,"2011/08/09",0.0,0.0,"0.00",0.00000000,1.50000000,0.0,"2011/08/09","",13076000,0,0.000000000,0.00,0,"2011/07/26","11:51:01","新台幣                 10.0000元"
"1309","台達化工","99","2011/08/15",1.2000000000,0.0,"2011/08/09",0.0,0.0,"0.00",0.00000000,0.50000000,0.0,"2011/08/09","",4800000,0,0.000000000,0.00,0,"2011/07/26","12:02:03","新台幣                 10.0000元"
"1312","國喬石化","99","2011/07/31","","","","","","",0.00000000,1.00000000,0.0,"2011/07/25","",17655649,"","","",35311298,"2011/07/08","17:33:49","新台幣                 10.0000元"
"1312A","國喬特","99","2011/07/31","","","","","","","",1.60000000,"","2011/07/25","","","","","",35311298,"2011/07/08","17:33:49","新台幣                 10.0000元"
"1313","聯成","99","2011/08/06","","","","","","",0.00000000,1.98264588,0.0,"2011/07/29","",29000000,"","","",12000000,"2011/07/14","15:59:45","新台幣                 10.0000元"
"1314","中石化","99","2011/08/16",1.0000000000,0.0,"2011/08/10",0.0,0.0,"0.00",0.00000000,1.00000000,0.0,"2011/08/10","",158933466,0,0.000000000,0.00,105955644,"2011/07/25","15:05:20","新台幣                 10.0000元"
"1315","達新工業","99","2011/07/20","","","","","","",0.00000000,1.00000000,0.0,"2011/07/14","",1111111,"","","",1111111,"2011/06/27","09:38:57","新台幣                 10.0000元"
"1319","東陽","99","2011/08/23",0.7000000000,0.0,"2011/08/17",0.0,0.0,"0.00",0.00000000,0.40000000,0.0,"2011/08/17","",5941805,0,0.000000000,0.00,17825415,"2011/08/02","08:35:10","新台幣                 10.0000元"
"1323","永裕","99","2011/07/31","","","","","","",0.00000000,1.50000000,0.0,"2011/07/25","",11038495,"","","",2759623,"2011/07/07","19:33:38","新台幣                 10.0000元"
"1324","地球工業","99","2011/10/05","","","","","","",0.00000000,0.40000000,0.0,"2011/09/29","",1650300,"","","",1650300,"2011/08/31","19:02:00","新台幣                 10.0000元"
"1325","恒大","99","2011/07/18","","","","","","",0.00000000,0.35000000,0.0,"2011/07/12","",7785471,"","","",3892735,"2011/06/24","17:55:51","新台幣                 10.0000元"
"1325","恒大","99","2011/08/17",0.6500000000,0.0,"2011/08/11",0.0,0.0,"0.00",0.00000000,"","","","","",0,0.000000000,0.00,3892735,"2011/07/26","18:24:43","新台幣                 10.0000元"
"1326","台化","100","2011/07/15","","","","","","",0.00000000,7.50000000,0.0,"2011/07/07","",181831000,"","","",0,"2011/06/20","19:14:13","新台幣                 10.0000元"
