"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-股東配發內容-盈餘轉增資配股(元/股)","股票股利-股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)","股票股利-除權交易日","股票股利-員工紅利-配股總股數(股)","股票股利-員工紅利-配股總金額(元)","股票股利-員工紅利-配股總股數佔盈餘配股總股數之比例(%)","股票股利-員工紅利-員工紅利配股率","現金股利-股東配發內容-盈餘分配之股東現金股利(元/股)","現金股利-股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金股利-員工紅利總金額(元)","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","董監酬勞(元)","公告日期","公告時間","普通股每股面額"
"1101","台泥","97","2009/08/23","","","","","","",0.00000000,1.32000000,0.0,"2009/08/17","",68256631,"","","",136513261,"2009/07/29","19:24:59","新台幣                 10.0000元"
"1102","亞泥","97","2009/08/30",0.3000000000,0.0,"2009/08/24",0.0,0.0,"0.00",0.00000000,1.80000000,0.0,"2009/08/24","",261824596,0,0.000000000,0.00,196368447,"2009/08/06","17:48:03","新台幣                 10.0000元"
"1109","信大水泥","97","2009/07/23","","","","","","",0.00000000,0.20000000,0.0,"2009/07/16","",1700406,"","","",8502031,"2009/07/01","15:00:30","新台幣                 10.0000元"
"1203","味王公司","97","2009/09/22",0.5000000000,0.0,"2009/09/16",0.0,0.0,"0.00",0.00000000,0.50000000,0.0,"2009/09/16","",4500081,0,0.000000000,0.00,11250202,"2009/08/31","18:52:28","新台幣                 10.0000元"
"1210","大成長城","98","2009/08/18",0.5000000000,0.0,"2009/08/12",0.0,0.0,"0.00",0.00000000,1.20000000,0.0,"2009/08/12","",15000000,0,0.000000000,0.00,15000000,"2009/07/29","08:43:10","新台幣                 10.0000元"
"1215","卜蜂企業","97","2009/07/14","","","","","","",0.00000000,0.70000000,0.0,"2009/07/08","",1050000,"","","",0,"2009/06/23","16:58:37","新台幣                 10.0000元"
"1216","統一","97","2009/08/24",0.4400000000,0.0,"2009/08/18",0.0,0.0,"0.00",0.00000000,0.44000000,0.0,"2009/08/18","",267077307,0,0.000000000,0.00,64814983,"2009/08/03","16:19:47","新台幣                 10.0000元"
"1227","佳格","97","2009/08/09",0.0500000000,0.0,"2009/08/03",0.0,0.0,"0.00",0.00000000,1.40000000,0.0,"2009/08/03","",10368360,0,0.000000000,0.00,6349940,"2009/07/16","15:10:14","新台幣                 10.0000元"
"1229","聯華實業","97","2009/08/15",0.3500000000,0.0,"2009/08/07",0.0,0.0,"0.00",0.00000000,0.25000000,0.0,"2009/08/07","",3648255,0,0.000000000,0.00,6000000,"2009/07/24","14:59:00","新台幣                 10.0000元"
"1231","聯華食品","97","2009/08/24","","","","","","",0.00000000,0.70000000,0.0,"2009/08/18","",1663437,"","","",1663437,"2009/07/31","14:14:27","新台幣                 10.0000元"
"1232","大統益","97","2009/07/21","","","","","","",0.00000000,2.40000000,0.0,"2009/07/15","",8440401,"","","",8440401,"2009/06/30","09:01:21","新台幣                 10.0000元"
"1233","天仁","97","2009/07/09","","","","","","",0.00000000,1.40000000,0.0,"2009/07/02","",3337598,"","","",3337598,"2009/06/16","10:04:56","新台幣                 10.0000元"
"1234","黑松","97","2009/07/21","","","","","","",0.00000000,0.30000000,0.0,"2009/07/15","",1674463,"","","",5023389,"2009/06/30","20:26:49","新台幣                 10.0000元"
"1235","興泰","97","2009/10/12",0.3000000000,0.0,"2009/10/06",0.0,0.0,"0.00",0.00000000,0.0,0.0,"","",502850,0,0.000000000,0.00,838083,"2009/08/25","17:49:39","新台幣                 10.0000元"
"1236","宏亞食品","97","2009/07/27","","","","","","",0.00000000,1.00000000,0.0,"2009/07/21","",3626860,"","","",1813430,"2009/07/06","10:09:09","新台幣                 10.0000元"
