"公司代號","公司名稱","營業收入(百萬元)","毛利率(%)(營業毛利)/(營業收入)","營業利益率(%)(營業利益)/(營業收入)","稅前純益率(%)(稅前純益)/(營業收入)","稅後純益率(%)(稅後純益)/(營業收入)"
"1612","宏泰","2388.74","2.03","-3.55","1.20","1.43"
"1613","台一","26764.10","1.93","0.28","-1.38","-1.56"
"1614","三洋電","4108.12","17.99","5.68","5.87","4.87"
"1615","大山","1917.31","6.05","1.72","1.14","0.96"
"1616","億泰","2675.66","2.46","-3.43","15.47","8.12"
"1617","榮星電線","2211.58","8.64","0.84","1.85","1.59"
"1618","合機公司","1389.87","3.28","-3.65","-2.11","-1.92"
"1626","F-艾美","8858.06","18.59","0.38","0.07","0.06"
"1701","中化","4196.60","29.17","4.88","9.61","7.82"
"1702","南僑化工","11473.50","35.83","12.49","10.91","7.49"
"1704","榮化","26651.10","11.85","5.50","32.75","31.72"
"1707","葡萄王","5237.33","87.94","24.52","25.57","20.94"
"1709","和益化工","7298.38","16.57","9.25","9.90","8.25"
"1710","東聯","10485.20","12.25","6.43","0.75","0.59"
"1711","永光化學","7166.77","23.37","6.97","7.85","6.34"
"1712","興農","13462.13","25.56","4.09","1.51","1.15"
"1713","國化","521.65","15.99","7.46","11.63","10.20"
"1714","和桐化學","30423.08","5.18","0.05","0.77","0.50"
"1715","萬洲化學","8941.61","11.41","2.93","3.15","2.17"
"1717","長興材料","28935.13","21.95","8.45","8.43","6.82"
"1720","生達化學","2405.00","45.91","12.88","15.88","11.98"
"1721","三晃","1071.65","13.48","3.22","4.29","4.29"
"1722","台肥","12272.44","18.40","9.57","12.22","10.84"
"1723","中碳","4572.54","27.63","21.95","26.48","22.89"
"1724","台硝","1290.60","17.40","6.79","7.94","7.11"
"1725","元禎","6893.92","4.44","1.87","2.81","2.44"
"1726","永記造漆","5973.61","28.81","14.99","15.89","12.02"
"1727","中華化學","1644.58","13.25","5.13","5.07","4.44"
"1729","必翔實業","1054.38","24.65","-2.46","2.31","0.97"
"1730","花仙子","1422.20","45.24","9.30","10.47","7.90"
"1731","美吾華","1022.07","45.99","7.63","6.61","5.52"
"1732","毛寶","446.84","41.42","-1.60","-1.12","-1.06"
"1733","五鼎","1367.80","27.45","14.58","16.03","13.62"
"1734","杏輝藥品","1537.70","33.98","-10.83","-9.33","-9.91"
"1735","日勝化","2584.00","19.42","5.31","5.05","3.27"
"1736","喬山健康","11138.40","44.75","1.35","1.98","0.01"
"1737","臺鹽","2097.13","38.21","12.44","13.35","11.26"
"1762","中化合成","805.52","29.03","1.19","30.72","30.52"
"1773","勝一化工","4940.37","19.71","9.17","10.98","9.09"
"1783","和康生技","196.97","38.32","-17.71","-17.25","-17.54"
"1786","科妍","202.78","59.03","17.84","21.78","21.78"
"1789","台灣神隆","2925.10","39.74","16.61","19.51","15.03"
"1802","台玻","30332.94","4.26","-8.22","-12.15","-12.42"
"1805","寶徠","98.32","9.37","-81.70","-73.60","-73.60"
"1806","冠軍","4486.97","31.12","4.71","1.42","-1.06"
"1808","潤隆","3890.59","29.27","20.36","18.75","17.98"
"1809","中釉","2127.08","21.26","2.35","3.38","2.22"
"1810","和成","4276.11","27.59","2.17","3.71","2.46"
"1817","凱撒衛浴","1560.78","31.58","14.05","14.19","10.19"
"1902","台紙","4704.53","13.86","4.53","5.80","4.20"
"1903","士紙","185.82","-11.73","-100.40","-62.97","-62.97"
"1904","正隆","32367.62","16.61","4.41","3.73","2.80"
"1905","華紙","15543.01","10.79","3.74","4.20","4.10"
"1906","寶隆","244.61","20.56","-0.41","42.27","35.78"
"1907","永豐餘","47165.85","16.88","2.68","3.09","2.32"
"1909","榮成","20422.20","18.71","8.13","5.35","3.83"
"2002","中鋼","222060.06","9.60","5.03","5.36","4.17"
"2006","東和鋼鐵","23370.24","8.96","4.23","4.68","3.85"
"2007","燁興公司","5492.16","-0.89","-3.92","-7.22","-7.22"
"2008","高興昌","988.68","-5.14","-14.85","-15.01","-17.02"
"2009","第一伸銅","2496.78","-6.34","-8.31","-13.24","-11.81"
"2010","春源鋼鐵","12315.33","6.25","1.04","2.37","2.03"
"2012","春雨","6402.27","15.37","3.10","3.34","2.56"
"2013","中鋼構","11140.27","3.45","1.03","1.36","1.16"
"2014","中鴻","23009.54","-5.95","-9.62","-2.64","-2.64"
"2015","豐興鋼鐵","17935.73","11.52","8.46","9.30","7.79"
"2017","官田鋼","3842.15","9.40","1.32","0.81","-0.13"
"2020","美亞鋼管","3312.69","9.10","-2.12","-15.65","-16.59"
"2022","聚亨","5855.02","3.01","-4.22","-7.83","-7.64"
"2023","燁輝","39356.59","7.31","1.65","-2.30","-2.33"
"2024","志聯工業","1052.53","9.48","3.36","2.74","2.74"
"2025","千興","2467.16","-7.43","-9.22","-12.02","-12.02"
"2027","大成鋼","39353.48","10.41","0.71","0.58","-0.33"
"2028","威致鋼鐵","4521.92","-12.65","-15.81","-20.50","-20.86"
"2029","盛餘","10513.36","11.84","5.77","-0.86","-1.95"
"2030","彰源","8817.45","6.23","0.06","-1.03","-0.96"
"2031","新光鋼","5061.82","-4.78","-8.88","-1.06","-1.12"
"2032","新鋼工業","2292.35","3.20","-0.16","1.42","1.34"
"2033","佳大世界","548.60","8.54","-1.71","-1.91","-1.77"
"2034","允強","14486.44","7.23","3.09","3.57","3.01"
"2038","海光企業","6421.57","-1.25","-3.23","-2.72","-2.16"
"2049","上銀科技","11719.03","36.24","14.89","15.13","11.52"
"2059","川湖","3370.43","57.33","45.15","54.67","43.27"
"2062","橋椿","4934.34","21.97","9.84","10.84","8.29"
"2101","南港輪胎","8418.74","19.44","8.25","10.32","7.51"
"2102","泰豐輪胎","5792.41","24.70","9.07","9.49","7.48"
"2103","台橡","19679.09","13.37","6.02","2.79","2.70"
"2104","中橡","13148.32","21.36","12.06","11.43","4.30"
"2105","正新","89243.21","30.20","16.07","14.92","10.79"
"2106","建大","23992.41","26.83","12.12","14.06","11.18"
"2107","厚生","1668.91","45.69","34.90","48.03","35.50"
"2108","南帝化工","7340.11","25.05","14.76","16.19","12.45"
"2109","華豐橡膠","5031.10","25.30","11.15","8.55","4.64"
"2114","鑫永銓","1408.89","34.61","26.13","28.66","23.05"
"2115","F-六暉","1879.29","21.51","11.25","12.88","10.10"
"2201","裕隆汽車","89729.61","15.60","1.31","3.96","3.02"
"2204","中華汽車","28492.05","19.57","7.30","11.35","9.98"
"2206","三陽工業","26787.83","15.86","1.20","15.31","12.76"
"2207","和泰汽車","119012.46","13.60","6.22","8.73","7.16"
"2208","台船公司","16160.91","3.78","1.34","2.15","1.73"
"2227","裕隆日產","26593.63","15.25","3.68","14.72","12.28"
"2228","劍麟","2941.69","30.76","17.05","20.40","15.22"
"2231","為升","2082.18","55.27","44.26","47.12","40.62"
"2236","F-百達","1116.53","25.45","7.35","6.99","4.22"
"2239","F-英利","8275.65","18.31","9.95","10.75","8.32"
"2301","光寶科技","159183.37","12.66","3.60","4.11","3.04"
"2302","麗正","380.99","29.94","-1.55","0.82","0.54"
"2303","聯電","110981.04","22.34","8.07","9.84","8.80"
"2305","全友電腦","584.48","39.21","-8.17","11.55","2.70"
"2308","台達電","147843.42","27.15","10.25","12.31","9.87"
"2311","日月光","207754.37","17.75","8.70","9.01","7.29"
"2312","金寶電子","34078.65","6.65","1.36","4.16","3.28"
"2313","華通","30643.17","15.03","9.53","8.50","6.15"
"2314","台揚科技","4349.09","13.14","-3.39","0.82","0.47"
"2316","楠梓電","4783.03","11.44","3.70","125.28","103.68"
"2317","鴻海","3052432.52","7.17","3.60","4.21","3.16"
"2321","東訊","3069.86","9.20","-2.35","-1.92","-1.95"
"2323","中環","10095.67","2.56","-11.59","-12.53","-13.26"
"2324","仁寶電腦","613007.34","3.97","1.34","1.42","1.08"
"2325","矽品","62074.98","26.04","16.10","16.75","14.46"
"2327","國巨","20977.62","24.01","13.39","17.48","13.91"
"2328","廣宇","13732.44","7.59","1.25","3.74","2.76"
"2329","華泰電子","11673.16","14.86","8.05","7.82","6.22"
"2330","台積電","639978.81","48.67","37.83","42.16","36.52"
"2331","精英","38544.50","11.37","3.53","4.15","2.91"
"2332","友訊科技","20060.25","26.02","-3.06","-4.24","-4.27"
"2337","旺宏","15328.70","13.34","-22.63","-16.42","-16.50"
"2338","光罩","1153.39","12.01","-7.02","-9.20","-11.14"
"2340","光磊","4135.02","27.82","10.81","12.34","10.01"
"2342","茂矽","1124.63","-25.15","-43.36","-80.07","-80.10"
"2344","華邦電","28509.88","30.76","10.80","11.34","9.23"
"2345","智邦科技","17620.41","18.20","5.04","5.17","4.06"
"2347","聯強國際","227922.27","3.65","1.41","1.43","1.28"
"2348","海悅","783.00","29.52","15.09","13.01","11.44"
"2349","錸德科技","8195.59","-1.36","-18.99","-14.43","-15.85"
"2351","順德","6727.89","17.57","9.13","9.68","7.57"
"2352","佳世達","98888.77","10.81","1.66","2.55","2.07"
"2353","宏碁","195392.33","9.44","0.25","0.36","0.19"
"2354","鴻準","74060.71","17.49","13.01","15.06","11.84"
"2355","敬鵬","16950.89","13.94","8.29","10.75","7.80"
"2356","英業達","285418.43","5.58","1.43","2.09","1.44"
"2357","華碩","339612.35","14.45","4.47","4.81","3.72"
"2358","廷鑫","1081.76","-8.15","-13.73","-13.64","-12.37"
"2359","所羅門","3344.64","20.54","6.34","9.30","7.23"
"2360","致茂電子","7131.31","43.10","12.82","16.35","13.47"
"2362","藍天","13829.49","35.30","13.54","10.41","6.07"
"2363","矽統科技","165.68","45.73","-125.94","-15.24","-15.24"
"2364","倫飛電腦","530.59","14.47","-32.27","-29.21","-29.21"
"2365","昆盈企業","4504.13","20.16","1.12","2.70","1.89"
"2367","燿華","10046.03","15.22","3.82","4.61","3.88"
"2368","金像電","14482.96","12.42","2.92","1.18","0.97"
"2369","菱生","4125.33","7.45","-1.94","-1.02","-1.61"
"2371","大同","71697.87","6.03","-10.22","-9.82","-10.76"
"2373","震旦行","9782.48","40.37","5.02","11.47","9.95"
"2374","佳能","14561.28","11.95","3.36","6.28","5.29"
"2375","智寶","1077.30","16.66","2.43","3.40","3.28"
"2376","技嘉","38607.02","18.25","3.04","5.28","4.14"
"2377","微星科技","61209.05","14.80","4.62","4.95","4.33"
"2379","瑞昱","22505.58","42.64","5.03","8.16","7.58"
"2380","虹光精密","1884.92","30.55","-7.19","-5.84","-6.70"
"2382","廣達","732099.69","4.53","1.74","2.26","1.74"
"2383","台光電子","15844.16","24.17","15.74","15.89","11.32"
"2385","群光電子","59295.63","14.81","4.99","5.86","4.84"
"2387","精元電腦","12132.22","11.85","4.50","5.78","3.59"
"2388","威盛電子","3403.06","26.48","-37.27","38.05","36.44"
"2390","云辰","622.08","17.71","-31.08","18.00","16.89"
"2392","正崴","75156.64","9.74","0.63","3.27","2.06"
"2393","億光電子","21360.71","23.46","7.07","7.74","6.02"
"2395","研華","28249.37","40.06","15.25","16.37","13.36"
"2397","友通資訊","2348.45","31.18","13.28","15.11","12.08"
"2399","映泰","2300.75","7.05","-4.60","-2.29","-1.98"
"2401","凌陽科技","6413.12","40.48","5.94","9.58","8.23"
"2402","毅嘉科技","5720.14","6.15","-1.94","0.55","0.86"
"2404","漢唐","8971.66","13.57","9.20","14.90","12.15"
"2405","浩鑫","3871.95","12.31","-6.09","-5.71","-5.20"
"2406","國碩科技","12889.59","13.82","8.68","7.81","4.69"
"2408","南亞科","33521.04","42.42","34.69","47.11","45.63"
"2409","友達","276904.41","12.77","6.75","5.64","4.72"
"2412","中華電","169571.05","37.31","23.01","23.77","19.99"
"2413","環科","3279.04","18.69","4.23","5.81","4.32"
"2414","精技電腦","11424.82","9.33","1.94","1.86","1.51"
"2415","錩新","1595.26","23.20","6.21","5.00","3.12"
"2417","圓剛","1678.60","44.67","-14.70","-12.76","-12.83"
"2419","仲琦","5766.49","21.22","3.96","3.51","2.39"
"2420","新巨","2470.12","38.23","17.45","23.17","19.32"
"2421","建準電機","7466.08","19.57","3.57","4.99","3.77"
"2423","固緯","1495.86","49.28","7.93","11.49","10.37"
"2424","隴華電子","2.48","30.61","-752.54","-288.65","-288.65"
"2425","承啟","5427.37","4.17","2.21","2.86","2.48"
"2426","鼎元","2713.03","21.61","10.65","11.22","11.22"
"2427","三商電腦","1244.49","35.89","-0.39","1.72","1.24"
"2428","興勤電子","3796.74","27.70","16.74","19.54","14.18"
"2429","銘旺科","548.05","0.14","-5.98","-5.51","-5.88"
"2430","燦坤實業","17454.28","15.20","2.16","1.67","1.38"
"2431","聯昌電子","2860.51","10.85","-0.45","2.13","1.88"
"2433","互盛電","2139.33","40.43","16.82","23.48","20.86"
"2434","統懋","157.37","-136.58","-179.42","-170.51","-170.84"
"2436","偉詮電","1303.21","23.22","-0.13","10.41","8.48"
"2437","旺詮","3077.77","22.97","10.48","10.41","9.09"
"2438","翔耀實業","433.97","43.40","29.89","23.75","17.48"
"2439","美律","8644.59","18.31","4.77","4.96","4.17"
"2440","太空梭","1834.15","9.00","0.02","-0.21","-0.51"
"2441","超豐電子","7023.98","27.68","23.36","24.20","21.32"
"2442","新美齊","910.40","25.42","4.78","5.65","4.32"
"2443","新利虹","332.61","-9.60","-64.08","-64.04","-59.41"
"2444","友旺科技","1204.89","17.14","-4.67","-4.27","-4.27"
"2448","晶電","19592.76","5.57","-7.89","-3.09","-2.94"
"2449","京元電","12835.56","28.46","16.19","17.57","14.18"
"2450","神腦","26286.42","12.77","1.13","2.11","1.81"
"2451","創見資訊","18244.30","19.00","12.26","15.17","13.23"
"2453","凌群","2533.02","26.26","1.54","2.06","1.70"
"2454","聯發科","151542.32","45.14","14.62","16.25","14.25"
"2455","全新","1764.75","37.77","28.71","31.26","26.99"
"2456","奇力新","3572.63","24.75","13.17","14.31","12.08"
"2457","飛宏科技","8077.64","8.55","-6.91","-5.36","-5.60"
"2458","義隆","4886.08","43.16","13.63","14.78","11.91"
"2459","敦吉","8347.47","9.50","3.86","4.86","3.95"
"2460","建通精密","2782.92","8.29","-1.98","-1.86","-1.92"
"2461","光群雷射","2954.11","24.53","6.21","5.78","4.19"
"2462","良得電","3092.34","11.56","2.88","5.39","3.99"
"2464","盟立","5787.02","18.99","7.90","8.27","7.11"
"2465","麗臺科技","1709.69","17.35","-3.15","4.78","4.58"
"2466","冠西電","934.02","14.25","-2.44","-2.94","-5.11"
"2467","志聖工業","2486.72","29.15","0.21","-0.29","-1.73"
"2468","華經","1020.53","13.55","2.57","3.73","3.28"
"2471","資通","414.67","28.63","-1.12","2.76","2.38"
"2472","立隆電子","4374.79","23.14","10.40","12.03","9.00"
"2474","可成科技","58934.08","46.86","36.27","43.08","30.70"
"2475","華映","36274.07","-0.47","-16.79","-14.78","-16.33"
"2476","鉅祥","3556.60","27.10","10.97","14.37","9.69"
"2477","美隆電","3021.95","16.14","4.44","8.32","6.65"
"2478","大毅","2949.60","17.14","5.98","8.48","6.84"
"2480","敦陽科技","3379.41","24.80","6.40","7.05","5.79"
"2481","強茂","11557.85","18.94","4.99","4.25","1.80"
"2482","連宇","663.54","41.78","5.26","6.93","5.94"
"2483","百容","1177.59","26.62","7.12","16.83","14.47"
"2484","希華","2120.47","20.15","8.03","11.95","9.76"
"2485","兆赫電子","7630.80","15.05","5.70","8.73","7.15"
"2486","一詮精密","4930.10","6.84","-2.99","-2.07","-1.94"
"2488","漢平","1678.97","23.23","10.76","12.32","9.46"
"2489","瑞軒","13493.77","9.31","-3.32","6.27","5.24"
"2491","吉祥全","304.45","19.30","-18.42","-22.05","-22.05"
"2492","華新科","11881.02","17.60","6.08","9.12","7.91"
"2493","揚博科技","1677.82","28.31","13.46","15.43","12.93"
"2495","普安","1223.61","48.44","9.02","19.02","15.37"
"2496","卓越成功","89.25","22.79","-9.41","-8.69","-8.69"
"2497","怡利電子","2654.62","26.70","8.03","10.44","8.05"
"2498","宏達電","95936.08","19.16","-10.49","-12.40","-12.67"
"2499","東貝光電","6201.01","16.40","2.76","3.13","3.04"
"2501","國建","6672.17","39.97","27.84","29.00","26.33"
"2504","國產","21313.15","2.21","-5.84","-0.71","-0.17"
"2505","國揚實業","2290.92","28.85","12.54","12.16","11.85"
"2506","太設","1535.28","55.58","12.48","17.94","13.90"
"2509","全坤建","325.81","42.11","1.35","-15.13","-18.45"
"2511","太子","8030.33","36.57","11.33","12.85","10.54"
"2515","中工","11782.93","18.89","12.80","13.25","11.99"
"2516","新建","6511.75","4.82","2.52","2.46","2.03"
"2520","冠德","5360.64","29.35","7.34","5.06","0.26"
"2524","京城","1247.85","46.69","30.63","24.01","14.87"
"2527","宏璟","2846.67","21.82","15.62","24.43","19.79"
"2528","皇普建設","70.07","31.17","-25.98","-27.54","-33.71"
"2530","華建","421.78","26.42","10.76","9.38","7.91"
"2534","宏盛","1204.93","58.73","39.70","29.48","27.49"
"2535","達工","8284.20","8.28","4.93","4.08","2.69"
"2536","宏普建設","4303.83","34.77","30.96","30.39","28.44"
"2537","聯上開發","279.42","39.05","24.23","14.01","13.76"
"2538","基泰建設","5168.09","46.96","37.17","38.70","36.24"
"2539","櫻花建設","2009.52","44.19","36.18","36.01","32.14"
"2540","愛山林","543.36","52.52","23.01","19.31","17.10"
"2542","興富發","15031.17","33.21","23.32","22.96","19.71"
"2543","皇昌營造","4285.73","6.55","3.26","4.07","3.22"
"2545","皇翔","899.88","38.60","0.94","-13.89","-21.15"
"2546","根基","4168.37","6.82","3.66","4.04","3.33"
"2547","日勝","2772.25","43.14","-25.31","-32.75","-35.78"
"2548","華固建設","5362.80","50.80","42.36","43.24","42.01"
"2597","潤弘精密","7229.01","13.06","6.36","9.67","8.59"
"2601","益航","6339.72","74.37","15.60","-9.58","-15.21"
"2603","長榮海運","103140.73","3.40","-0.46","-0.52","-0.74"
"2605","新興","3785.51","37.81","34.18","30.95","27.53"
"2606","裕民","5903.24","4.71","1.06","12.27","10.34"
"2607","榮運","5530.84","16.20","12.82","14.57","11.75"
"2608","嘉里大榮","6647.05","21.05","15.69","19.64","15.44"
"2609","陽明海運","97647.55","1.17","-3.05","-4.32","-4.09"
"2611","志信","1025.42","28.07","2.95","6.90","6.33"
"2612","中航","2513.09","28.09","17.76","11.68","9.17"
"2613","中櫃","1899.60","6.10","1.62","0.32","0.13"
"2614","東森","8386.08","19.34","-14.03","-10.45","-11.28"
"2615","萬海","48930.10","13.87","7.77","11.92","8.62"
"2616","山隆通運","11997.20","7.75","1.27","1.68","1.39"
"2617","台航","2037.93","9.88","5.93","6.93","5.02"
"2618","長榮航空","102075.40","15.78","7.92","6.67","6.25"
"2634","漢翔公司","20004.08","11.99","8.54","9.97","8.31"
