"公司代號","公司名稱","營業收入(百萬元)","毛利率(%)(營業毛利)/(營業收入)","營業利益率(%)(營業利益)/(營業收入)","稅前純益率(%)(稅前純益)/(營業收入)","稅後純益率(%)(稅後純益)/(營業收入)"
"1101","台泥","58589.69","20.49","16.42","16.79","13.01"
"1102","亞泥","37450.91","14.73","11.09","18.41","15.70"
"1103","嘉泥","1909.50","6.89","-6.07","1.60","0.61"
"1104","環球水泥","2835.55","8.85","3.13","26.26","24.19"
"1108","幸福水泥","2495.61","14.64","9.44","10.54","8.77"
"1109","信大水泥","2685.15","22.42","12.82","12.40","9.39"
"1110","東泥","1004.31","12.52","9.31","10.37","10.43"
"1201","味全公司","13996.77","30.58","5.43","4.42","2.70"
"1203","味王公司","3076.90","24.55","10.53","10.31","7.11"
"1210","大成長城","44414.71","9.57","1.95","2.13","1.69"
"1213","大飲","324.21","14.18","1.67","2.01","1.08"
"1215","卜蜂企業","8467.62","11.92","5.49","5.80","4.64"
"1216","統一","214454.67","31.82","4.98","6.47","5.32"
"1217","愛之味","1956.78","28.19","-13.45","-15.42","-15.94"
"1218","泰山企業","4438.10","14.17","-2.29","0.11","0.06"
"1219","福壽實業","5065.90","6.83","0.76","1.18","1.01"
"1220","台榮","1560.18","9.22","2.57","2.96","2.46"
"1225","福懋油","6047.93","5.59","1.25","0.88","0.72"
"1227","佳格","9927.83","27.10","10.51","10.63","8.75"
"1229","聯華實業","2577.94","11.89","3.94","45.96","43.37"
"1231","聯華食品","2670.00","20.18","1.28","1.91","1.59"
"1232","大統益","10929.84","7.19","4.65","4.90","4.01"
"1233","天仁","1070.56","60.23","13.13","14.96","12.54"
"1234","黑松","2704.50","28.51","-4.03","5.70","4.38"
"1235","興泰","100.91","7.19","-5.99","62.98","62.91"
"1236","宏亞食品","1132.16","23.70","0.13","10.70","10.35"
"1262","F-綠悅","3090.99","34.38","29.04","29.26","22.13"
"1301","台塑","111018.85","7.15","2.29","11.53","9.89"
"1303","南亞塑膠","160688.98","9.39","3.88","11.93","12.27"
"1304","台聚","30115.00","7.65","2.02","1.83","1.31"
"1305","華夏","7706.27","9.51","2.52","2.44","1.77"
"1307","三芳化工","5527.92","25.75","10.99","10.86","9.04"
"1308","亞聚","2912.13","11.05","7.89","10.79","9.19"
"1309","台達化工","10085.12","1.18","-2.27","-2.97","-2.90"
"1310","台苯","9555.41","1.13","-0.41","3.72","3.29"
"1312","國喬石化","12322.21","8.09","3.52","4.18","2.21"
"1313","聯成","27280.60","3.15","0.16","-0.60","-0.41"
