"公司代號","公司名稱","營業收入(百萬元)","毛利率(%)(營業毛利)/(營業收入)","營業利益率(%)(營業利益)/(營業收入)","稅前純益率(%)(稅前純益)/(營業收入)","稅後純益率(%)(稅後純益)/(營業收入)"
"1468","昶和纖維","455.91","10.41","-7.20","-4.78","-4.78"
"1469","理隆纖維","250.63","9.51","-1.06","6.06","3.40"
"1470","大統染","316.21","13.78","2.80","3.68","3.06"
"1471","首利","3297.64","4.74","-0.78","0.79","0.55"
"1472","三洋紡","418.68","0.41","-18.25","-19.79","-19.46"
"1473","台南企業","4993.35","26.28","1.49","2.29","0.73"
"1474","弘裕","1846.47","6.23","-0.25","0.88","0.73"
"1475","本盟光電","116.07","-18.84","-42.71","-41.44","-41.41"
"1476","儒鴻","7804.46","28.83","18.50","19.40","15.71"
"1477","聚陽實業","8420.38","20.38","9.36","9.65","8.07"
"1503","士電","8845.56","20.74","7.08","7.96","5.89"
"1504","東元電機","28288.40","23.49","8.53","9.89","7.17"
"1506","正道","711.70","7.35","-6.08","-3.67","-4.92"
"1507","永大機電","8932.33","25.34","10.16","10.57","7.34"
"1512","瑞利","1602.79","12.23","-4.42","-4.38","-6.00"
"1513","中興電","4644.52","19.14","5.45","7.06","5.40"
"1514","亞力電機","1894.52","12.73","2.91","3.19","2.69"
"1515","力山","1405.75","19.63","-0.26","8.51","8.44"
"1516","川飛","66.25","10.75","1.72","1.79","1.79"
"1517","利奇機械","1907.88","15.60","7.02","10.39","7.37"
"1519","華城電機","2188.10","16.23","1.01","1.86","1.46"
"1521","大億","1862.21","15.00","4.84","7.47","6.23"
"1522","堤維西","7904.90","17.44","3.00","3.75","3.18"
"1524","耿鼎企業","1230.46","12.29","0.24","1.09","0.96"
"1525","江申工業","527.84","9.24","1.03","26.63","21.61"
"1526","日馳","350.20","20.06","6.06","5.99","5.48"
"1527","鑽全","1257.96","25.10","13.52","33.80","28.05"
"1528","恩德","1859.05","24.60","2.76","4.98","4.06"
"1529","樂士","51.78","14.19","-19.41","-16.35","-16.35"
"1530","亞崴機電","1453.59","20.40","7.10","11.00","8.35"
"1531","高林股","1674.42","23.70","11.02","17.10","10.88"
"1532","勤美","7181.70","23.05","11.75","12.10","10.78"
"1533","車王電","1075.85","34.57","6.05","10.10","7.05"
"1535","中宇","5134.88","10.13","5.74","7.65","6.25"
"1536","和大工業","1725.88","25.01","11.46","12.38","10.65"
"1537","廣隆光電","2666.93","21.09","13.89","15.15","11.84"
"1538","正峰新","367.44","13.53","-31.18","-37.82","-36.53"
"1539","巨庭機械","905.50","11.56","5.15","7.99","6.69"
"1540","喬福機械","467.84","20.22","9.47","15.83","13.71"
"1541","錩泰","879.52","16.39","1.16","2.67","1.72"
"1558","伸興","2433.30","24.13","15.20","17.37","13.62"
"1560","中砂","1994.71","27.98","16.26","15.07","12.44"
"1568","倉佑","852.96","13.68","3.92","4.20","2.52"
"1582","信錦","4370.85","21.86","10.77","10.53","6.70"
"1583","程泰","2831.82","25.15","9.12","12.41","9.14"
"1589","F-永冠","2584.05","26.06","11.66","10.63","8.07"
"1590","F-亞德","3497.10","54.58","29.69","31.55","23.07"
"1603","華電","1302.27","13.76","8.62","7.55","6.69"
"1604","聲寶","6097.55","21.49","1.93","4.99","5.01"
"1605","華新","72911.33","2.64","-0.64","1.34","0.78"
"1608","華榮","5596.90","-0.74","-2.56","-2.54","-2.15"
"1609","大亞電線","8423.97","3.41","-1.68","-1.67","-1.55"
"1611","中電","1838.60","19.11","2.44","1.30","0.22"
"1612","宏泰","2027.76","1.52","-3.55","0.13","0.26"
"1613","台一","21811.71","1.66","0.33","-0.65","-0.82"
"1614","三洋電","2709.94","15.81","2.47","3.67","3.26"
"1615","大山","1454.88","4.55","0.88","1.25","0.81"
"1616","億泰","1616.58","1.58","-4.19","0.08","1.50"
"1617","榮星電線","1886.52","5.78","-0.06","0.57","0.41"
"1618","合機公司","1210.35","1.24","-3.69","-1.92","-2.54"
"1626","F-艾美","7723.59","19.50","5.25","7.64","6.68"
"1701","中化","2551.81","29.44","4.04","6.23","5.44"
"1702","南僑化工","6331.51","32.13","9.52","9.41","5.93"
"1704","榮化","25262.75","6.02","0.97","0.86","-1.29"
"1707","葡萄王","2746.88","87.80","20.29","22.22","18.44"
"1709","和益化工","6128.22","9.57","3.65","4.22","2.91"
"1710","東聯","7166.39","12.35","8.25","6.47","5.28"
"1711","永光化學","4252.98","23.27","6.85","7.20","5.62"
"1712","興農","7548.58","25.03","3.67","3.58","2.75"
"1713","國化","327.95","14.54","5.85","11.27","10.07"
"1714","和桐化學","24608.66","4.89","1.35","1.09","0.79"
"1715","萬洲化學","5161.34","14.35","5.82","6.40","5.40"
"1717","長興材料","17833.02","16.93","4.78","5.80","4.27"
"1720","生達化學","1541.14","43.60","12.04","16.47","13.78"
"1721","三晃","861.38","8.92","-0.60","0.85","0.85"
"1722","台肥","9157.63","22.72","14.93","27.98","24.91"
"1723","中碳","4478.38","30.78","26.74","28.64","24.53"
"1724","台硝","954.08","20.73","10.07","14.53","12.10"
"1725","元禎","4842.59","3.26","1.11","1.10","0.90"
"1726","永記造漆","4000.65","25.80","13.98","16.21","12.55"
"1727","中華化學","1036.11","14.87","5.62","5.07","4.17"
"1729","必翔實業","495.25","21.90","-67.44","-65.36","-66.97"
"1730","花仙子","718.71","44.60","6.45","7.69","5.72"
"1731","美吾華","950.92","29.11","2.72","2.98","3.02"
"1732","毛寶","304.43","39.04","-0.18","0.13","-0.19"
"1733","五鼎","1020.53","33.41","22.76","31.53","28.31"
"1734","杏輝藥品","1109.10","35.89","3.13","21.36","19.08"
"1735","日勝化","2256.35","10.94","1.52","1.83","1.05"
"1736","喬山健康","6241.58","43.88","-0.84","-0.54","-1.15"
"1737","臺鹽","1175.75","35.45","4.27","5.33","4.44"
"1762","中化合成","570.12","39.61","15.25","17.81","15.29"
"1773","勝一化工","3216.93","16.50","8.38","10.33","8.44"
"1783","和康生技","113.90","45.22","-2.73","0.54","0.13"
"1786","科妍","95.11","54.07","13.54","15.21","17.03"
"1789","台灣神隆","2524.14","54.64","33.48","34.68","29.96"
"1802","台玻","16323.06","5.20","-8.60","-11.79","-11.67"
"1805","寶徠","101.46","24.44","-23.42","-21.81","-22.78"
"1806","冠軍","3241.56","30.31","4.56","2.79","1.94"
"1808","潤隆","166.06","63.33","7.21","4.16","-3.97"
"1809","中釉","1639.26","18.00","2.61","3.28","2.26"
"1810","和成","2699.52","24.67","-1.40","1.03","1.07"
"1817","凱撒衛浴","776.81","29.40","11.91","12.06","9.58"
"1902","台紙","3417.09","10.30","1.12","2.52","1.58"
"1903","士紙","1081.85","7.63","-5.21","-4.84","-4.84"
"1904","正隆","20750.52","16.86","4.42","4.23","3.13"
"1905","華紙","9790.72","4.62","-2.57","-2.17","-2.16"
"1906","寶隆","305.20","14.13","-0.36","8.89","8.89"
"1907","永豐餘","27679.24","14.38","0.74","1.37","0.53"
"1909","榮成","10679.77","15.45","6.52","6.29","4.58"
"2002","中鋼","173155.80","10.99","7.22","7.05","5.91"
"2006","東和鋼鐵","17842.00","10.12","5.86","6.73","5.64"
"2007","燁興公司","3212.71","-6.12","-9.83","-13.04","-13.31"
"2008","高興昌","585.12","-27.09","-37.37","962.84","950.33"
"2009","第一伸銅","1870.34","-2.60","-4.42","-3.53","-2.80"
"2010","春源鋼鐵","9725.93","4.51","0.04","2.19","1.79"
"2012","春雨","4129.17","15.97","2.88","4.20","2.74"
"2013","中鋼構","9988.43","3.99","1.97","2.63","2.37"
"2014","中鴻","20462.54","4.02","0.75","0.36","0.34"
"2015","豐興鋼鐵","14895.66","7.36","5.12","5.47","4.59"
"2017","官田鋼","3039.04","4.83","-1.33","-1.72","-2.19"
"2020","美亞鋼管","2508.47","11.48","5.82","6.13","4.89"
"2022","聚亨","5521.82","4.31","-0.98","-2.36","0.81"
"2023","燁輝","27256.43","6.55","2.16","1.25","1.07"
"2024","志聯工業","979.91","11.00","4.79","3.29","3.29"
"2025","千興","1945.96","-7.52","-9.69","-10.91","-10.91"
"2027","大成鋼","18953.93","10.89","0.89","1.23","0.31"
"2028","威致鋼鐵","5298.68","0.64","-1.83","-2.80","-2.80"
"2029","盛餘","7231.56","11.42","6.00","5.86","4.76"
"2030","彰源","6684.49","7.42","1.49","0.73","0.48"
"2031","新光鋼","4399.74","7.45","6.69","4.75","4.00"
"2032","新鋼工業","1772.16","2.69","-0.16","0.47","0.40"
"2033","佳大世界","445.26","7.91","-2.49","-1.48","-1.32"
"2034","允強","11711.23","6.85","2.98","3.41","3.05"
"2038","海光企業","5579.86","0.90","-0.83","-1.29","-1.11"
"2049","上銀科技","5176.88","36.52","14.52","16.38","11.30"
"2059","川湖","1840.22","50.44","37.45","47.21","38.06"
"2062","橋椿","2846.08","26.72","16.17","18.82","15.35"
"2101","南港輪胎","6651.61","12.17","3.23","1.27","0.70"
"2102","泰豐輪胎","4345.91","22.97","11.57","11.96","9.01"
"2103","台橡","19277.63","14.58","8.79","9.02","7.22"
"2104","中橡","11113.41","16.03","8.60","7.03","1.99"
"2105","正新","65425.44","24.88","15.50","17.61","13.66"
"2106","建大","14669.13","25.47","14.10","14.66","11.30"
"2107","厚生","2214.78","60.35","50.04","54.19","50.14"
"2108","南帝化工","4635.49","14.65","5.47","6.20","5.24"
"2109","華豐橡膠","3778.61","17.94","6.36","6.56","5.11"
"2114","鑫永銓","897.14","34.04","26.01","28.27","23.75"
"2201","裕隆汽車","41435.67","17.52","2.09","6.96","5.52"
"2204","中華汽車","18618.86","15.24","3.11","7.99","7.12"
"2206","三陽工業","16669.79","15.06","-0.54","1.06","0.71"
"2207","和泰汽車","72652.00","12.19","5.12","7.26","5.80"
"2208","台船公司","12288.33","4.58","2.76","3.19","2.71"
"2227","裕隆日產","14445.28","16.95","5.07","25.53","21.18"
"2228","劍麟","1479.32","28.23","13.51","15.70","11.07"
"2231","為升","696.93","42.87","25.71","28.35","24.59"
"2301","光寶科技","96777.68","14.77","4.53","5.37","4.25"
"2302","麗正","304.53","21.38","-5.07","0.76","0.54"
"2303","聯電","59686.12","17.87","2.42","15.62","13.66"
"2305","全友電腦","346.47","38.43","-17.21","-5.97","-8.09"
"2308","台達電","82274.70","25.39","10.77","12.39","10.83"
"2311","日月光","98949.64","18.91","9.10","8.28","6.33"
"2312","金寶電子","24592.03","7.30","4.04","4.01","2.07"
"2313","華通","13624.33","13.72","7.57","6.94","4.51"
"2314","台揚科技","3403.81","8.86","-11.82","-10.44","-10.77"
"2316","楠梓電","2813.68","7.46","-0.65","4.61","3.44"
"2317","鴻海","1704629.45","5.74","1.91","2.82","1.95"
"2321","東訊","3645.75","8.75","0.26","0.66","0.66"
"2323","中環","8161.07","0.73","-12.99","-13.67","-13.78"
"2324","仁寶電腦","334434.93","4.03","1.31","1.15","0.85"
"2325","矽品","31420.81","18.12","8.06","6.19","4.61"
"2327","國巨","12394.23","22.04","10.79","7.09","4.58"
"2328","廣宇","6518.56","10.15","2.15","4.35","2.46"
"2329","華泰電子","4487.52","7.34","-3.32","-4.09","-6.31"
"2330","台積電","288641.32","47.53","35.36","36.64","31.63"
"2331","精英","29692.66","8.65","1.95","2.62","1.90"
"2332","友訊科技","14447.03","26.34","-0.08","0.41","0.19"
"2337","旺宏","9635.80","0.42","-41.10","-40.86","-40.88"
"2338","光罩","903.64","15.60","0.60","2.51","2.05"
"2340","光磊","3242.24","20.02","6.08","7.40","6.19"
"2342","茂矽","826.36","-52.26","-70.37","-87.14","-87.91"
"2344","華邦電","16520.93","20.06","1.57","1.35","0.48"
"2345","智邦科技","10979.03","16.33","1.69","2.98","2.41"
"2347","聯強國際","152416.60","3.46","1.04","2.03","1.72"
"2348","海悅","176.10","55.94","37.86","37.96","37.96"
"2349","錸德科技","7518.41","-2.56","-15.69","-17.34","-18.15"
"2351","順德","4603.48","14.04","6.37","6.86","5.43"
"2352","佳世達","56824.65","10.20","0.50","0.37","0.04"
"2353","宏碁","181350.74","8.44","-0.32","-0.05","0.09"
"2354","鴻準","37737.25","14.92","9.21","10.68","7.99"
"2355","敬鵬","9359.63","15.95","9.47","12.52","9.60"
"2356","英業達","203992.06","4.95","1.43","2.24","1.56"
"2357","華碩","213772.77","13.36","4.33","6.14","5.08"
"2358","廷鑫","776.70","-0.13","-4.78","-4.83","-4.83"
"2359","所羅門","3029.66","14.30","3.44","3.84","1.84"
"2360","致茂電子","5054.98","38.93","13.06","15.08","12.69"
"2362","藍天","8710.31","32.46","10.71","29.59","25.08"
"2363","矽統科技","227.95","16.25","-93.89","-93.53","-93.54"
"2364","倫飛電腦","404.65","18.09","-30.24","-24.87","-24.91"
"2365","昆盈企業","4211.11","18.28","1.51","2.39","1.83"
"2367","燿華","6387.08","10.56","-0.26","3.09","3.08"
"2368","金像電","8193.34","4.23","-5.99","-6.08","-6.83"
"2369","菱生","3034.74","15.12","6.69","7.49","6.57"
"2371","大同","54084.35","8.12","-5.75","-8.54","-9.06"
"2373","震旦行","5140.40","44.91","7.36","13.93","12.62"
"2374","佳能","13679.87","8.35","1.39","1.68","1.20"
"2375","智寶","912.14","16.21","3.13","12.56","11.62"
"2376","技嘉","23944.90","18.47","3.42","5.31","4.44"
"2377","微星科技","32683.75","12.89","3.03","3.59","2.60"
"2379","瑞昱","13699.85","43.85","9.76","12.17","11.02"
"2380","虹光精密","1272.93","22.37","-17.59","-15.78","-14.52"
"2382","廣達","388519.55","4.36","1.37","2.99","2.25"
"2383","台光電子","8260.66","15.47","6.33","6.12","4.63"
"2385","群光電子","35177.49","14.70","5.52","6.89","5.60"
"2387","精元電腦","5628.23","12.31","3.87","2.71","1.78"
"2388","威盛電子","2458.01","33.92","-58.38","-40.84","-42.20"
"2390","云辰","444.98","28.33","-13.73","11.84","8.64"
"2392","正崴","47189.19","10.17","1.43","2.31","1.68"
"2393","億光電子","10959.09","24.60","8.36","7.97","5.71"
"2395","研華","14438.22","41.29","15.65","17.24","13.80"
"2397","友通資訊","1097.67","30.07","10.54","14.13","11.61"
"2399","映泰","2311.24","10.10","2.12","4.97","3.67"
"2401","凌陽科技","4116.49","39.84","-1.55","2.65","2.53"
"2402","毅嘉科技","4279.18","14.14","4.42","4.81","3.69"
"2404","漢唐","6298.38","13.84","9.36","10.42","8.53"
"2405","浩鑫","7118.72","13.05","3.21","3.10","2.77"
"2406","國碩科技","4095.12","7.51","0.71","0.18","-0.63"
"2408","南亞科","23080.75","17.49","10.30","9.55","9.52"
"2409","友達","206579.01","7.78","1.86","0.45","0.32"
"2412","中華電","112454.95","35.33","21.25","21.88","18.23"
"2413","環科","2048.92","12.21","-2.05","0.68","0.07"
"2414","精技電腦","6625.07","9.03","1.07","1.18","0.96"
"2415","錩新","873.11","20.24","5.23","4.86","2.92"
"2417","圓剛","537.12","40.61","-17.75","-12.98","-15.80"
"2419","仲琦","3506.58","23.44","4.83","5.94","4.38"
"2420","新巨","1722.79","32.29","13.08","16.54","13.46"
"2421","建準電機","3789.30","21.17","3.01","3.94","2.77"
"2423","固緯","992.43","45.52","4.70","10.60","9.51"
"2424","隴華電子","124.38","33.99","22.18","22.85","22.85"
"2425","承啟","2570.65","7.44","5.81","6.61","6.54"
"2426","鼎元","1654.70","-7.09","-29.00","-13.84","-13.84"
"2427","三商電腦","1087.60","25.63","-0.71","0.31","-0.24"
"2428","興勤電子","2016.19","23.12","13.02","13.79","9.57"
"2429","銘旺科","325.72","5.75","-3.87","-4.85","-4.85"
"2430","燦坤實業","12653.12","15.12","2.71","2.82","2.09"
"2431","聯昌電子","1087.59","9.81","-1.79","0.67","0.30"
"2433","互盛電","959.76","46.25","16.60","61.00","56.96"
"2434","統懋","257.87","-1.48","-17.72","-13.07","-15.69"
"2436","偉詮電","850.05","21.71","1.40","7.89","6.46"
"2437","旺詮","1326.90","21.91","11.94","13.33","8.91"
"2438","翔耀實業","18.19","-20.12","-124.31","-169.86","-147.09"
"2439","美律","4504.57","19.32","7.62","7.24","5.68"
"2440","太空梭","1007.58","4.18","-7.46","-7.17","-7.39"
"2441","超豐電子","4397.96","21.16","16.94","17.85","15.73"
"2442","新美齊","352.78","21.95","-1.53","19.23","16.11"
"2443","新利虹","253.21","18.88","-23.19","-20.56","-20.59"
"2444","友旺科技","742.22","13.40","-1.01","0.65","0.65"
"2448","晶電","10392.67","11.88","0.78","1.38","1.09"
"2449","京元電","7157.91","26.86","15.10","15.98","12.98"
"2450","神腦","21481.36","14.84","4.15","4.86","3.97"
"2451","創見資訊","13018.93","20.61","14.44","16.56","14.39"
"2453","凌群","2203.27","20.86","2.27","3.23","2.66"
"2454","聯發科","57250.25","42.75","15.68","19.33","18.26"
"2455","全新","1256.30","34.40","27.64","29.92","25.37"
"2456","奇力新","1869.63","21.41","9.75","10.57","7.48"
"2457","飛宏科技","5631.90","15.75","0.27","2.26","0.95"
"2458","義隆","4026.84","47.59","23.92","25.08","20.99"
"2459","敦吉","6071.89","9.18","4.21","5.00","3.37"
"2460","建通精密","1887.21","8.00","-2.38","-3.95","-2.71"
"2461","光群雷射","2004.91","25.51","6.88","10.33","9.19"
"2462","良得電","2130.59","13.49","4.17","4.96","3.27"
"2464","盟立","3200.18","17.37","6.97","7.42","6.58"
"2465","麗臺科技","909.39","13.23","-9.27","-8.08","-8.09"
"2466","冠西電","483.28","13.63","-10.12","-0.58","0.33"
"2467","志聖工業","1706.03","33.27","4.56","13.92","10.82"
"2468","華經","674.96","11.43","-1.00","0.60","0.44"
"2471","資通","326.96","34.06","10.50","12.33","10.04"
"2472","立隆電子","2791.49","18.37","6.68","11.44","7.61"
"2474","可成科技","19692.05","43.19","33.30","48.33","38.43"
"2475","華映","27717.68","7.80","-5.78","-18.30","-19.25"
"2476","鉅祥","2139.96","24.76","6.97","11.06","8.59"
"2477","美隆電","1801.49","14.16","-2.66","-1.51","-1.56"
"2478","大毅","1808.44","13.92","3.27","3.48","3.08"
"2480","敦陽科技","1796.38","33.15","9.65","10.29","8.47"
"2481","強茂","6210.93","10.03","-5.00","-7.01","-6.26"
"2482","連宇","357.21","35.36","-1.01","1.98","1.02"
"2483","百容","784.86","20.89","3.68","7.73","5.97"
"2484","希華","1169.36","20.06","5.48","7.55","5.61"
"2485","兆赫電子","3766.07","18.81","7.68","11.97","10.63"
"2486","一詮精密","3385.59","10.52","1.76","3.02","2.16"
"2488","漢平","926.90","23.59","9.09","11.27","9.23"
"2489","瑞軒","13196.68","8.99","0.72","4.73","3.98"
"2491","吉祥全","509.27","3.56","-42.86","-65.14","-65.17"
"2492","華新科","6289.08","8.20","-4.98","-5.34","-5.62"
"2493","揚博科技","1146.24","26.52","13.98","16.92","14.08"
"2495","普安","829.31","43.18","-2.61","4.02","2.36"
"2496","卓越成功","83.66","28.89","-1.85","-1.31","-1.31"
"2497","怡利電子","1352.77","29.16","8.56","9.96","7.62"
"2498","宏達電","113455.43","22.09","0.96","1.43","1.18"
"2499","東貝光電","3803.11","18.82","4.91","5.63","5.26"
"2501","國建","5545.96","32.89","23.90","24.16","23.03"
"2504","國產","14180.79","5.67","-1.29","0.48","0.35"
"2505","國揚實業","4995.27","15.05","9.78","9.52","7.98"
"2506","太設","2131.37","38.81","7.09","9.92","7.03"
"2509","全坤建","213.52","42.12","-13.58","-31.14","-37.85"
"2511","太子","5327.60","31.35","3.73","2.14","2.17"
"2515","中工","6000.72","7.37","1.49","0.82","0.47"
"2516","新建","4405.49","-2.29","-4.09","-3.85","-4.22"
"2520","冠德","1729.12","29.22","-2.98","20.08","14.19"
"2524","京城","2291.84","45.19","37.23","36.57","28.82"
"2527","宏璟","116.62","30.57","-53.79","-91.63","-104.45"
"2528","皇普建設","2.63","28.02","-839.56","-994.46","-996.13"
"2530","華建","567.71","32.61","17.55","14.34","12.19"
"2534","宏盛","35.93","55.53","-1021.01","-1196.63","-1217.76"
"2535","達工","7681.23","10.11","6.08","6.29","5.07"
"2536","宏普建設","873.24","38.40","14.14","5.15","-1.21"
"2537","聯上開發","1625.24","34.57","24.47","23.69","23.15"
"2538","基泰建設","309.49","9.04","-6.02","34.49","30.20"
"2539","櫻花建設","956.70","34.94","26.90","26.99","25.30"
"2540","愛山林","0.28","38.03","-3035.92","-3780.63","-3780.63"
"2542","興富發","19149.09","37.88","29.50","29.26","23.29"
"2543","皇昌營造","1554.05","4.19","-0.14","0.11","0.11"
"2545","皇翔","3661.35","58.32","45.71","44.01","38.10"
"2546","根基","2631.34","5.02","2.76","4.37","3.81"
"2547","日勝","892.14","68.47","-23.96","-63.79","-66.36"
"2548","華固建設","8420.52","39.95","36.41","36.74","35.84"
"2597","潤弘精密","6667.73","12.44","8.31","8.12","6.90"
"2601","益航","3927.02","76.51","12.87","4.21","-3.71"
"2603","長榮海運","69877.43","-0.08","-3.95","-3.47","-3.62"
"2605","新興","2579.32","42.62","41.63","38.68","34.54"
"2606","裕民","3297.08","4.57","0.60","14.35","13.28"
"2607","榮運","3038.47","12.99","9.36","10.59","8.76"
"2608","嘉里大榮","3561.53","18.81","12.69","14.78","11.70"
"2609","陽明海運","57388.21","-4.22","-9.17","-10.61","-9.23"
"2611","志信","766.25","19.54","-2.13","0.95","-5.59"
"2612","中航","1631.17","24.40","15.79","13.14","11.82"
"2613","中櫃","1251.54","7.45","3.28","2.63","2.28"
"2614","東森","5960.41","27.45","-3.92","-0.86","-1.47"
"2615","萬海","28646.12","7.11","1.46","2.41","1.93"
"2616","山隆通運","9501.12","6.27","1.31","1.61","1.20"
"2617","台航","1359.17","12.60","7.41","32.80","29.82"
"2618","長榮航空","59375.84","8.93","1.19","-0.95","-1.42"
"2634","漢翔公司","11630.69","10.74","7.82","8.44","8.44"
"2642","宅配通","1307.52","22.87","8.87","9.61","8.01"
"2701","萬企","177.21","46.42","38.54","62.50","53.11"
"2702","華園","320.79","76.66","17.04","11.61","6.60"
"2704","國賓","1567.82","45.59","13.94","12.39","9.31"
"2705","六福","1222.64","36.29","-7.66","-9.32","-9.32"
"2706","第一店","178.79","66.08","57.90","88.65","74.49"
