"公司代號","公司名稱","營業收入(百萬元)","毛利率(%)(營業毛利)/(營業收入)","營業利益率(%)(營業利益)/(營業收入)","稅前純益率(%)(稅前純益)/(營業收入)","稅後純益率(%)(稅後純益)/(營業收入)"
"1101","台泥","26716.23","18.21","13.79","13.29","10.45"
"1102","亞泥","16256.08","13.77","10.07","12.39","10.35"
"1103","嘉泥","1019.43","5.73","-4.18","-4.10","-3.36"
"1104","環球水泥","1379.16","9.83","3.43","18.27","17.46"
"1108","幸福水泥","1219.35","13.65","8.44","7.08","5.62"
"1109","信大水泥","1192.02","21.81","11.85","11.41","8.98"
"1110","東泥","495.72","14.53","11.08","12.44","13.75"
"1201","味全公司","6611.78","31.15","6.00","4.88","3.60"
"1203","味王公司","1498.95","25.31","11.82","11.76","8.53"
"1210","大成長城","21742.71","9.95","1.96","2.18","1.69"
"1213","大飲","166.03","14.65","3.45","4.01","2.28"
"1215","卜蜂企業","4158.34","11.97","5.77","5.98","4.97"
"1216","統一","108631.63","31.44","5.09","7.10","6.02"
"1217","愛之味","853.26","25.58","-17.53","-19.86","-18.51"
"1218","泰山企業","2100.23","15.40","-0.90","1.24","1.15"
"1219","福壽實業","2459.45","7.71","1.54","2.07","1.75"
"1220","台榮","752.61","10.07","3.57","3.73","3.16"
"1225","福懋油","2937.28","6.50","2.06","1.63","1.34"
"1227","佳格","5307.08","26.82","12.26","12.36","10.22"
"1229","聯華實業","1245.03","12.38","4.16","54.38","53.08"
"1231","聯華食品","1290.14","21.47","0.82","1.82","2.06"
"1232","大統益","5526.93","8.18","5.63","6.35","5.26"
"1233","天仁","556.67","61.39","15.91","18.01","15.19"
"1234","黑松","1269.75","26.79","-4.33","6.65","5.06"
"1235","興泰","37.67","6.30","-10.32","73.44","73.57"
"1236","宏亞食品","661.98","25.34","4.02","4.90","3.51"
"1262","F-綠悅","1528.95","33.99","28.64","30.08","22.98"
"1301","台塑","51989.87","7.27","2.10","15.39","13.87"
"1303","南亞塑膠","77473.96","8.96","3.34","13.50","12.10"
"1304","台聚","13711.75","7.82","2.10","1.85","1.32"
"1305","華夏","3528.56","12.32","5.00","5.51","4.59"
"1307","三芳化工","2825.94","25.08","9.86","10.82","9.37"
"1308","亞聚","1344.36","11.54","8.24","9.47","7.82"
"1309","台達化工","4363.50","-0.14","-3.97","-5.05","-4.88"
"1310","台苯","5258.28","1.79","0.12","0.29","0.24"
"1312","國喬石化","6201.71","7.59","2.99","3.12","2.52"
"1313","聯成","13147.84","2.36","-0.55","-1.70","-1.23"
"1314","中石化","9122.93","1.30","-1.76","-2.13","-2.31"
"1315","達新工業","631.84","16.59","-2.17","0.21","-0.49"
"1316","上曜","245.21","16.90","-12.16","-12.29","-13.81"
"1319","東陽","5200.85","23.22","6.55","9.24","7.78"
"1321","大洋","1291.04","5.78","-1.47","0.11","0.11"
"1323","永裕","823.48","24.48","11.30","12.71","9.19"
"1324","地球工業","376.56","16.93","3.79","4.92","4.02"
"1325","恒大","292.97","11.15","5.06","8.61","7.16"
"1326","台化","100960.30","4.94","1.67","6.98","6.26"
"1337","F-再生","1220.10","37.83","28.84","33.48","25.08"
"1338","F-廣華","1924.95","22.29","9.15","8.81","6.58"
"1339","昭輝","360.72","38.98","24.76","27.60","22.91"
"1340","F-勝悅","517.76","34.90","28.61","43.00","36.68"
"1402","遠東新","58243.54","20.49","6.16","7.39","6.17"
"1410","南染","138.85","26.18","12.29","13.98","11.65"
"1413","宏洲纖維","957.42","-1.65","-4.45","-5.08","-5.10"
"1414","東和","330.36","9.46","4.91","6.53","6.45"
"1416","廣豐","39.58","-8.56","-124.43","-115.18","-106.07"
"1417","嘉裕","880.09","26.49","-3.18","10.56","9.75"
"1418","東華","420.99","0.62","-8.20","-9.87","-9.95"
"1419","新紡","273.37","25.06","-3.26","-4.28","-4.30"
"1423","利華羊毛","153.08","-14.14","-19.56","-20.32","-27.09"
"1432","大魯閣","147.50","-10.77","-56.38","-38.67","-41.11"
"1434","福懋興業","11926.77","11.32","5.89","6.13","4.95"
"1435","中福國際","6.40","87.53","-11.08","0.05","0.05"
"1436","華友聯","48.02","27.69","2.39","4.12","4.12"
"1437","勤益投控","318.42","18.68","8.62","33.55","30.51"
"1438","裕豐","0.62","83.04","-269.95","-135.38","-130.21"
"1439","中和羊毛","74.41","3.03","-6.81","-4.10","-3.65"
"1440","南紡","4561.89","9.34","2.28","3.19","2.33"
"1441","大東紡織","331.81","5.34","-7.33","-4.84","-4.80"
"1442","名軒","390.27","53.46","43.92","43.56","32.30"
"1443","立益紡織","377.96","-11.81","-21.94","-19.62","-19.62"
"1444","力麗","2743.55","5.79","1.17","4.31","3.86"
"1445","大宇紡織","458.31","7.60","0.95","2.47","2.35"
"1446","宏和","206.19","26.05","7.12","9.35","7.46"
"1447","力鵬","5977.02","6.08","3.09","4.62","3.75"
"1449","佳和實業","769.98","-0.74","-12.82","-13.59","-13.61"
"1451","年興紡織","3075.73","9.26","2.95","9.60","8.25"
"1452","宏益","525.04","10.34","6.11","9.09","7.42"
"1453","大將","60.06","6.73","-10.86","-9.12","-6.84"
"1454","台富","456.12","5.64","-0.65","1.49","1.47"
"1455","集盛","4503.32","3.79","1.45","2.22","1.78"
"1456","怡華","247.00","5.48","-6.40","-14.61","-13.76"
"1457","宜進","1116.08","4.78","0.62","1.99","2.03"
"1459","聯發紡織","1011.48","5.56","1.91","1.77","1.24"
"1460","宏遠","1903.33","15.99","2.85","4.62","4.08"
"1463","強盛染整","267.09","9.94","-0.87","2.13","2.13"
"1464","得力實業","1175.21","13.74","-0.74","0.36","0.20"
"1465","偉全實業","588.67","11.37","2.54","8.28","7.77"
"1466","聚隆","1177.01","8.19","1.42","1.79","1.79"
"1467","南緯實業","1492.63","20.11","0.57","0.57","0.15"
"1468","昶和纖維","207.45","7.86","-13.71","-10.46","-10.46"
"1469","理隆纖維","108.52","3.77","-6.43","-4.23","-3.78"
"1470","大統染","201.41","20.46","11.13","11.91","9.89"
"1471","首利","848.61","1.13","-7.97","-5.35","-5.51"
"1472","三洋紡","217.48","0.50","-8.87","-8.53","-8.53"
"1473","台南企業","2711.83","22.57","0.41","1.69","-0.08"
"1474","弘裕","869.75","8.03","1.11","0.86","0.63"
"1475","本盟光電","44.38","-24.96","-52.47","-43.35","-43.17"
"1476","儒鴻","4478.38","26.76","16.45","17.95","14.71"
"1477","聚陽實業","5213.18","24.16","11.44","11.41","9.38"
"1503","士電","4536.96","21.34","7.79","9.80","7.96"
"1504","東元電機","13538.42","24.29","8.72","9.78","7.03"
"1506","正道","331.05","11.29","-3.00","-2.40","-2.63"
"1507","永大機電","4981.77","26.07","10.82","11.58","8.94"
"1512","瑞利","856.40","12.63","-5.83","-7.25","-8.98"
"1513","中興電","1885.92","19.58","4.77","6.87","4.94"
"1514","亞力電機","638.54","14.01","0.19","3.11","3.58"
"1515","力山","676.02","16.99","-1.01","1.73","1.42"
"1516","川飛","44.26","7.39","1.22","3.55","3.55"
"1517","利奇機械","915.30","15.50","6.32","10.48","7.91"
"1519","華城電機","949.12","23.42","5.51","5.69","4.54"
"1521","大億","1170.80","19.58","9.34","10.96","8.76"
"1522","堤維西","4658.19","19.28","4.10","6.10","5.08"
"1524","耿鼎企業","616.81","13.82","2.40","2.66","2.07"
"1525","江申工業","244.49","6.73","-3.02","32.94","29.84"
"1526","日馳","172.72","22.20","6.81","8.27","7.36"
"1527","鑽全","722.88","26.92","17.27","44.36","36.82"
"1528","恩德","800.98","26.66","3.60","3.87","3.25"
"1529","樂士","15.57","8.68","-46.65","-37.83","-38.22"
"1530","亞崴機電","855.14","22.11","8.53","9.87","8.36"
"1531","高林股","761.91","17.68","7.44","11.89","9.97"
"1532","勤美","3689.23","21.85","10.11","8.13","5.15"
"1533","車王電","652.16","37.28","12.72","17.93","13.20"
"1535","中宇","2480.38","8.20","3.80","6.89","5.62"
"1536","和大工業","980.11","29.58","15.94","18.44","15.76"
"1537","廣隆光電","1564.28","17.51","11.32","12.48","9.65"
"1538","正峰新","205.92","13.73","-12.45","11.73","11.73"
"1539","巨庭機械","525.03","9.32","4.00","6.24","4.94"
"1540","喬福機械","255.22","28.94","18.05","23.14","19.75"
"1541","錩泰","650.44","15.72","5.38","7.27","6.05"
"1558","伸興","1237.28","22.41","11.53","15.14","12.15"
"1560","中砂","1027.71","30.38","18.13","17.93","14.86"
"1568","倉佑","523.75","17.78","9.21","9.23","7.57"
"1582","信錦","1980.35","21.12","9.05","9.62","6.36"
"1583","程泰","1624.92","26.13","10.75","12.35","10.03"
"1589","F-永冠","1636.34","30.02","17.98","16.35","12.73"
"1590","F-亞德","1831.62","56.30","30.49","29.49","21.06"
"1603","華電","709.78","13.19","7.64","6.23","4.76"
"1604","聲寶","2543.88","20.90","1.06","6.46","6.39"
"1605","華新","37069.68","3.16","0.48","-0.57","-0.52"
"1608","華榮","2494.88","0.55","-1.45","-1.38","-1.17"
"1609","大亞電線","3741.34","4.33","-1.69","-1.41","-1.37"
"1611","中電","749.94","25.72","6.04","1.10","0.29"
"1612","宏泰","1157.11","6.33","1.96","8.76","7.93"
"1613","台一","10311.51","1.93","0.47","-1.12","-0.94"
"1614","三洋電","1038.26","15.92","1.10","0.73","0.67"
"1615","大山","651.93","3.58","-0.51","6.05","5.54"
"1616","億泰","1045.09","1.29","-4.05","-11.83","-9.82"
"1617","榮星電線","856.43","7.65","1.07","2.59","2.41"
"1618","合機公司","607.85","1.38","-3.28","-2.47","-2.23"
"1626","F-艾美","2823.24","17.12","-2.71","-9.18","-8.38"
"1701","中化","1362.42","30.85","5.96","6.50","5.08"
"1702","南僑化工","3362.46","32.59","9.80","9.25","6.41"
"1704","榮化","11619.63","1.35","-4.21","-3.66","-3.93"
"1707","葡萄王","1389.50","88.80","24.61","25.26","20.78"
"1709","和益化工","3048.19","10.03","3.84","4.29","3.43"
"1710","東聯","3604.23","10.96","7.01","1.39","1.34"
"1711","永光化學","2342.42","24.37","9.15","10.16","8.48"
"1712","興農","4343.23","24.54","4.29","5.63","4.71"
"1713","國化","170.24","17.30","8.43","11.40","9.76"
"1714","和桐化學","13936.75","5.25","1.39","1.02","0.59"
"1715","萬洲化學","2703.94","12.38","3.91","5.59","4.60"
"1717","長興材料","8777.83","18.06","5.47","5.48","4.05"
"1720","生達化學","798.18","43.93","12.64","14.12","11.63"
"1721","三晃","445.54","9.24","0.18","1.91","1.91"
"1722","台肥","3520.50","-0.51","-8.85","3.20","2.94"
"1723","中碳","2390.80","33.93","29.40","31.03","26.39"
"1724","台硝","188.43","0.43","-11.92","2.52","2.19"
"1725","元禎","2380.45","3.37","1.13","1.59","1.32"
"1726","永記造漆","2009.47","29.56","18.62","17.22","12.78"
"1727","中華化學","470.82","15.60","5.93","5.64","4.70"
"1729","必翔實業","228.73","24.66","-10.63","-6.45","-2.52"
