"公司代號","公司名稱","營業收入(百萬元)","毛利率(%)(營業毛利)/(營業收入)","營業利益率(%)(營業利益)/(營業收入)","稅前純益率(%)(稅前純益)/(營業收入)","稅後純益率(%)(稅後純益)/(營業收入)"
"1325","恒大","279.98","15.13","8.60","7.91","6.51"
"1326","台化","80909.05","7.65","3.30","3.13","2.54"
"1337","F-再生","840.61","21.40","8.26","11.54","8.10"
"1338","F-廣華","1928.37","24.30","11.58","12.29","9.45"
"1339","昭輝","377.68","38.14","24.25","23.47","19.42"
"1340","F-勝悅","592.06","34.55","29.67","31.00","25.91"
"1402","遠東新","53529.55","24.00","7.23","13.04","8.64"
"1410","南染","142.82","32.88","19.33","20.39","16.75"
"1413","宏洲纖維","579.57","-2.59","-5.57","-5.09","-5.65"
"1414","東和","296.98","-0.74","-6.56","-6.71","-5.53"
"1416","廣豐","869.63","27.51","12.99","18.41","17.89"
"1417","嘉裕","938.84","23.43","-9.56","-9.86","-9.92"
"1418","東華","321.94","-7.09","-17.59","-18.89","-19.21"
"1419","新紡","265.83","18.67","-8.58","-9.93","-9.59"
"1423","利華羊毛","156.07","-4.92","-10.78","-12.52","-11.80"
"1432","大魯閣","60.95","14.16","-79.20","-80.20","-131.00"
"1434","福懋興業","11029.93","13.56","7.35","7.08","5.58"
"1435","中福國際","7.12","88.69","14.53","10.16","10.16"
"1436","華友聯","49.44","28.33","1.72","-12.88","-14.50"
"1437","勤益投控","252.24","32.18","22.36","16.85","13.72"
"1438","裕豐","23.35","76.38","62.38","63.63","56.05"
"1439","中和羊毛","95.54","4.35","-3.59","0.27","0.21"
"1440","南紡","5279.25","12.18","1.46","4.49","3.61"
"1441","大東紡織","490.28","6.06","-3.41","-7.07","-6.73"
"1442","名軒","195.51","37.64","21.21","21.38","19.31"
"1443","立益紡織","273.83","-8.09","-19.13","-34.18","-34.18"
"1444","力麗","2759.96","10.22","5.81","4.28","3.24"
"1445","大宇紡織","472.50","10.63","3.42","3.43","3.49"
"1446","宏和","199.60","24.21","1.67","3.48","2.56"
"1447","力鵬","4613.02","1.63","-1.88","-2.95","-2.47"
"1449","佳和實業","649.53","4.76","-9.22","-10.55","-10.56"
"1451","年興紡織","2742.20","7.73","2.00","2.12","1.72"
"1452","宏益","576.45","18.98","14.38","18.20","15.20"
"1453","大將","30.91","-24.68","-55.97","-49.97","-53.97"
"1454","台富","529.89","12.37","5.87","5.70","4.88"
"1455","集盛","4025.01","-0.25","-3.12","-1.92","-1.66"
"1456","怡華","137.99","18.98","-4.64","-16.06","-16.06"
"1457","宜進","785.43","13.76","7.70","15.04","14.59"
"1459","聯發紡織","1003.26","11.05","6.63","10.13","8.83"
"1460","宏遠","2093.77","18.49","5.59","6.04","5.26"
"1463","強盛染整","134.19","20.08","4.63","18.09","16.57"
"1464","得力實業","1576.22","18.48","6.10","6.36","5.08"
"1465","偉全實業","523.71","14.45","4.51","6.63","6.10"
"1466","聚隆","1047.77","7.43","0.32","-0.01","0.02"
"1467","南緯實業","1637.95","18.36","0.58","0.06","-0.68"
"1468","昶和纖維","172.36","14.10","-0.15","-6.15","-6.15"
"1469","理隆纖維","75.80","3.65","-13.97","-15.06","-13.57"
"1470","大統染","199.66","23.55","10.67","9.44","7.65"
"1471","首利","521.54","-4.86","-16.54","-16.25","-16.17"
"1472","三洋紡","186.33","-4.85","-14.30","-16.00","-16.07"
"1473","台南企業","2503.74","21.54","0.93","2.26","0.76"
"1474","弘裕","843.84","10.51","3.08","2.66","2.30"
"1475","本盟光電","48.40","-4.74","-31.60","-45.81","-45.40"
"1476","儒鴻","4928.21","27.57","17.72","17.43","14.17"
"1477","聚陽實業","5782.03","25.90","13.31","13.54","11.11"
"1503","士電","4763.47","22.23","9.19","10.02","8.15"
"1504","東元電機","11716.31","26.09","8.42","9.46","7.01"
"1506","正道","377.85","17.02","3.96","1.98","1.41"
"1507","永大機電","5813.51","26.97","11.25","11.57","8.63"
"1512","瑞利","959.90","13.17","-0.39","-4.41","-6.16"
"1513","中興電","2081.38","20.49","4.57","7.48","5.71"
"1514","亞力電機","792.92","12.93","2.06","2.79","2.51"
"1515","力山","770.10","20.27","1.12","1.55","2.16"
"1516","川飛","52.67","13.14","5.67","155.93","155.93"
"1517","利奇機械","886.03","14.48","5.39","2.50","1.19"
"1519","華城電機","1026.52","15.48","2.84","1.46","-0.28"
"1521","大億","1610.40","19.19","11.19","12.69","10.58"
"1522","堤維西","3730.97","21.89","6.37","5.64","3.95"
"1524","耿鼎企業","591.82","17.42","4.48","-43.56","-36.18"
"1525","江申工業","286.59","10.28","1.91","32.58","31.70"
"1526","日馳","199.32","23.23","9.15","3.47","2.25"
"1527","鑽全","841.76","29.57","19.34","6.96","5.78"
"1528","恩德","782.68","30.64","3.23","0.00","0.01"
"1529","樂士","27.01","15.82","-14.91","-26.08","-26.08"
"1530","亞崴機電","911.95","20.83","5.20","10.34","7.26"
"1531","高林股","647.23","20.06","4.11","4.62","3.17"
"1532","勤美","4542.05","22.27","10.25","9.96","8.34"
"1533","車王電","574.12","36.73","9.03","4.44","3.61"
"1535","中宇","2562.80","9.96","4.82","6.16","5.23"
"1536","和大工業","1204.90","34.58","22.49","19.98","16.95"
"1537","廣隆光電","1716.96","18.80","12.26","12.24","9.55"
"1538","正峰新","187.06","13.85","-10.86","-46.49","-46.49"
"1539","巨庭機械","677.68","14.79","10.24","8.51","6.96"
"1540","喬福機械","277.19","31.02","21.77","17.68","15.51"
"1541","錩泰","667.90","18.77","8.00","6.16","5.06"
"1558","伸興","1283.87","23.27","12.16","11.96","9.19"
"1560","中砂","1017.14","31.28","18.70","17.99","14.86"
"1568","倉佑","536.65","16.04","7.18","3.68","3.00"
"1582","信錦","2161.05","22.60","9.96","11.34","7.36"
"1583","程泰","1808.13","26.96","9.86","11.66","8.86"
"1589","F-永冠","1862.96","31.24","17.03","16.69","12.52"
"1590","F-亞德","1867.19","53.63","22.18","19.65","13.36"
"1592","F-英瑞","1316.32","32.17","6.70","5.93","3.64"
"1603","華電","624.41","7.36","1.49","18.31","17.91"
"1604","聲寶","2388.29","23.84","2.90","6.66","6.47"
"1605","華新","36241.15","2.58","0.15","-0.30","-0.54"
"1608","華榮","2206.35","-4.74","-6.81","-5.62","-4.47"
"1609","大亞電線","3712.01","1.81","-4.26","-3.66","-2.83"
"1611","中電","710.88","26.66","6.21","-5.73","-6.30"
"1612","宏泰","811.51","2.67","-2.85","2.91","2.97"
"1613","台一","7890.41","0.98","-0.88","-2.78","-2.72"
"1614","三洋電","1080.80","15.12","0.45","1.08","0.75"
"1615","大山","614.19","5.70","1.01","0.01","0.01"
"1616","億泰","936.12","0.79","-5.91","60.01","38.92"
"1617","榮星電線","749.84","8.30","0.74","0.51","0.26"
"1618","合機公司","419.51","-5.63","-12.54","-12.83","-10.59"
"1626","F-艾美","2961.22","18.43","1.66","0.78","0.24"
"1701","中化","1414.90","30.62","5.09","8.65","7.50"
"1702","南僑化工","3574.56","34.88","11.15","10.30","8.10"
"1704","榮化","7490.08","5.41","-1.80","3.08","2.63"
"1707","葡萄王","1650.75","88.35","24.15","25.40","21.02"
"1709","和益化工","2704.05","10.61","4.00","3.59","2.98"
"1710","東聯","2839.95","8.09","1.31","0.46","1.32"
"1711","永光化學","2432.86","23.53","8.21","7.73","6.08"
"1712","興農","4711.10","23.04","3.53","-1.56","0.30"
"1713","國化","189.99","14.57","6.76","10.56","9.34"
"1714","和桐化學","11356.12","4.37","-0.20","-1.17","-1.38"
"1715","萬洲化學","2463.62","14.89","5.67","3.87","3.03"
"1717","長興材料","9119.15","21.37","7.55","7.21","5.87"
"1720","生達化學","806.57","47.97","14.35","16.48","13.28"
"1721","三晃","339.50","12.18","2.71","2.58","2.58"
"1722","台肥","3838.85","8.84","0.23","0.43","1.23"
"1723","中碳","1586.71","27.23","22.41","28.31","24.73"
"1724","台硝","401.33","14.87","4.03","2.93","2.58"
"1725","元禎","2300.10","4.46","1.84","1.73","1.47"
"1726","永記造漆","2088.23","28.38","14.36","14.95","10.38"
"1727","中華化學","535.05","12.24","4.10","4.06","4.09"
"1729","必翔實業","271.76","29.87","1.56","1.28","0.29"
"1730","花仙子","465.53","44.32","8.85","9.59","7.56"
"1731","美吾華","347.56","48.33","11.78","10.52","8.76"
"1732","毛寶","155.21","40.35","-1.13","-0.73","-0.51"
"1733","五鼎","474.28","25.48","13.30","9.11","7.74"
"1734","杏輝藥品","480.94","31.94","-13.79","-12.05","-12.69"
"1735","日勝化","881.16","17.90","4.20","2.97","2.10"
"1736","喬山健康","3424.58","47.53","0.97","-1.51","-1.70"
"1737","臺鹽","639.35","39.15","12.23","9.40","7.55"
"1762","中化合成","247.53","18.01","-11.80","78.17","81.02"
"1773","勝一化工","1625.92","19.24","9.21","9.99","8.34"
"1783","和康生技","55.74","39.07","-22.59","-22.69","-23.08"
"1786","科妍","60.26","60.07","22.60","22.83","22.83"
"1789","台灣神隆","979.06","35.17","14.41","13.72","11.52"
"1802","台玻","8960.65","1.67","-12.20","-15.07","-14.92"
"1805","寶徠","40.86","12.13","-83.67","-75.51","-75.51"
"1806","冠軍","1210.64","29.20","-1.93","-5.58","-7.80"
"1808","潤隆","730.30","25.66","16.80","17.32","16.82"
"1809","中釉","670.50","22.09","3.66","3.64","2.34"
"1810","和成","1377.75","26.31","0.90","1.57","0.95"
"1817","凱撒衛浴","483.44","30.13","11.65","11.50","8.67"
"1902","台紙","1473.77","15.54","5.49","3.63","3.07"
"1903","士紙","83.07","-2.54","-64.34","-56.43","-56.43"
"1904","正隆","10732.94","15.84","3.79","6.79","5.76"
"1905","華紙","4968.41","11.00","3.75","3.24","3.23"
"1906","寶隆","87.27","19.34","-1.24","-24.70","-24.70"
"1907","永豐餘","14962.19","16.54","1.80","0.25","-0.35"
"1909","榮成","6627.43","16.93","6.60","3.89","2.73"
"2002","中鋼","80803.70","12.21","7.94","7.47","5.93"
"2006","東和鋼鐵","8434.71","8.95","4.69","5.37","4.72"
"2007","燁興公司","1818.32","-0.31","-3.37","-6.20","-6.20"
"2008","高興昌","336.72","-5.26","-15.05","-14.02","-14.02"
"2009","第一伸銅","949.92","-6.97","-8.71","-14.17","-12.63"
"2010","春源鋼鐵","4137.84","6.24","0.97","2.65","2.45"
"2012","春雨","2065.10","16.51","4.05","1.97","1.52"
"2013","中鋼構","4153.64","2.72","0.62","0.81","0.76"
"2014","中鴻","7735.00","-14.07","-17.58","-18.15","-18.13"
"2015","豐興鋼鐵","6942.70","10.48","7.57","8.11","6.82"
"2017","官田鋼","1378.18","3.65","-3.08","-3.94","-4.16"
"2020","美亞鋼管","1109.29","7.38","0.26","1.63","1.19"
"2022","聚亨","1984.92","3.64","-3.44","-5.64","-5.19"
"2023","燁輝","13987.40","9.45","3.74","0.59","0.27"
"2024","志聯工業","356.33","10.69","4.57","3.58","3.58"
"2025","千興","1048.68","-4.70","-6.28","-5.12","-5.12"
"2027","大成鋼","13443.39","11.29","1.86","0.31","0.65"
"2028","威致鋼鐵","2133.39","-5.86","-8.73","-9.63","-9.63"
"2029","盛餘","3890.73","12.38","6.38","4.32","3.23"
"2030","彰源","2878.69","9.47","3.15","1.57","1.30"
"2031","新光鋼","1802.89","1.59","-9.80","15.78","15.78"
"2032","新鋼工業","736.73","3.44","-0.16","0.87","0.87"
"2033","佳大世界","179.34","8.34","-1.48","-1.01","-0.81"
"2034","允強","4988.73","7.98","3.55","3.34","3.02"
"2038","海光企業","2334.82","-2.27","-4.21","-4.13","-3.34"
"2049","上銀科技","3637.67","39.17","18.87","15.27","12.63"
"2059","川湖","1102.00","57.37","44.87","43.13","35.90"
"2062","橋椿","1541.06","22.62","10.28","10.55","8.09"
"2101","南港輪胎","2817.13","15.42","4.27","5.43","3.20"
"2102","泰豐輪胎","1978.21","22.56","6.66","5.82","4.89"
"2103","台橡","6755.88","13.98","7.13","4.05","3.27"
"2104","中橡","4628.02","21.95","13.23","10.91","3.87"
"2105","正新","28993.41","29.11","15.93","14.63","11.31"
"2106","建大","7433.07","25.08","9.69","9.32","7.64"
"2107","厚生","754.07","55.62","47.56","47.25","45.97"
"2108","南帝化工","2130.87","22.51","12.38","13.00","10.82"
"2109","華豐橡膠","1757.72","24.23","10.75","7.38","5.11"
"2114","鑫永銓","499.26","34.27","26.01","22.44","18.63"
"2115","F-六暉","650.77","20.64","10.37","11.37","8.96"
"2201","裕隆汽車","31664.61","15.15","2.37","5.06","4.16"
"2204","中華汽車","10881.08","19.52","8.36","11.18","9.78"
"2206","三陽工業","8676.28","14.61","0.00","1.16","0.62"
"2207","和泰汽車","43476.26","13.13","6.72","8.87","7.50"
"2208","台船公司","5803.32","3.90","1.53","2.69","2.23"
"2227","裕隆日產","9042.25","12.99","3.64","13.70","11.34"
"2228","劍麟","940.16","30.37","16.55","19.10","14.93"
"2231","為升","659.76","55.65","44.99","44.27","39.10"
"2236","F-百達","364.06","26.89","9.37","4.95","2.94"
"2301","光寶科技","51540.40","12.54","3.32","4.09","3.28"
"2302","麗正","116.56","26.12","-11.58","-12.70","-13.72"
"2303","聯電","37649.64","24.32","10.89","11.56","10.39"
"2305","全友電腦","197.48","40.93","-2.25","15.32","13.40"
"2308","台達電","43202.99","26.00","9.88","11.77","9.86"
"2311","日月光","64662.16","19.04","9.73","8.52","7.19"
"2312","金寶電子","12308.51","5.88","1.72","3.67","3.36"
"2313","華通","8677.26","14.53","8.57","6.74","5.22"
"2314","台揚科技","1624.15","15.74","0.54","0.73","0.33"
"2316","楠梓電","1749.81","11.14","3.94","22.61","19.61"
"2317","鴻海","1014122.42","7.14","3.81","3.97","3.08"
"2321","東訊","969.71","10.98","-1.11","0.25","0.25"
"2323","中環","3490.45","2.43","-11.63","-12.54","-12.95"
"2324","仁寶電腦","198112.44","4.32","1.63","1.30","1.02"
"2325","矽品","20805.24","26.18","16.67","14.49","12.57"
"2327","國巨","6931.27","25.33","14.57","16.09","13.62"
"2328","廣宇","3383.06","4.60","-3.83","-1.41","-2.29"
"2329","華泰電子","3775.93","14.37","7.56","7.64","6.54"
"2330","台積電","222034.14","49.28","39.01","39.75","35.57"
"2331","精英","11857.70","11.99","3.71","3.94","2.94"
"2332","友訊科技","6719.66","26.46","-2.20","-2.86","-3.34"
"2337","旺宏","4706.27","13.18","-26.51","-7.52","-7.57"
"2338","光罩","421.81","17.06","1.37","1.47","0.39"
"2340","光磊","1381.01","27.82","11.94","10.15","7.82"
"2342","茂矽","386.34","-24.92","-42.95","-122.37","-119.58"
"2344","華邦電","9723.83","32.21","13.03","13.17","10.66"
"2345","智邦科技","4947.16","16.98","2.92","2.40","2.21"
"2347","聯強國際","70236.83","3.86","1.40","1.91","1.72"
"2348","海悅","210.25","44.55","23.66","21.78","21.78"
"2349","錸德科技","2920.12","-2.76","-19.97","-24.62","-25.72"
"2351","順德","2218.80","17.75","8.81","8.62","7.03"
"2352","佳世達","32428.10","10.69","1.39","2.40","2.07"
"2353","宏碁","67947.55","9.81","0.45","0.49","0.25"
"2354","鴻準","24426.49","17.78","12.19","13.66","12.15"
"2355","敬鵬","5485.55","13.10","7.56","8.97","6.72"
"2356","英業達","89303.41","5.90","1.80","1.98","1.44"
"2357","華碩","111889.52","13.70","4.59","4.39","3.30"
"2358","廷鑫","357.53","-2.18","-8.96","-8.29","-10.07"
"2359","所羅門","1270.86","20.28","8.15","8.46","7.65"
"2360","致茂電子","1923.76","41.44","6.82","7.45","5.90"
"2362","藍天","4894.31","34.19","14.27","15.19","10.70"
"2363","矽統科技","49.64","41.59","-130.00","-110.89","-110.89"
"2364","倫飛電腦","167.82","15.30","-32.36","-35.92","-35.92"
"2365","昆盈企業","1531.92","20.86","1.54","1.88","1.39"
"2367","燿華","3429.32","16.24","4.88","4.87","4.16"
"2368","金像電","5153.85","15.70","5.98","4.58","4.83"
"2369","菱生","1402.48","8.43","-0.39","0.08","-0.67"
"2371","大同","25056.07","8.04","-7.52","-6.36","-7.11"
"2373","震旦行","2926.74","41.41","5.15","12.35","10.80"
"2374","佳能","4647.67","10.23","1.40","3.93","3.26"
"2375","智寶","341.58","16.79","2.21","2.90","4.51"
"2376","技嘉","12906.75","19.29","2.71","4.34","3.29"
"2377","微星科技","20237.67","15.58","5.39","5.60","4.69"
"2379","瑞昱","7446.05","44.15","8.52","10.82","9.95"
"2380","虹光精密","620.30","32.51","-5.28","-8.45","-8.94"
"2382","廣達","205193.39","5.08","1.82","2.18","1.74"
"2383","台光電子","4962.60","22.81","14.86","14.82","10.96"
"2385","群光電子","18003.35","14.34","4.22","4.85","3.82"
"2387","精元電腦","3676.84","10.83","3.42","4.48","3.30"
"2388","威盛電子","1133.72","25.95","-35.51","-31.80","-33.39"
"2390","云辰","215.20","23.55","-19.75","3.92","3.75"
"2392","正崴","21543.51","9.61","-0.17","2.59","1.60"
"2393","億光電子","7233.71","24.71","9.16","9.70","7.83"
"2395","研華","8784.67","40.88","15.38","16.85","13.73"
"2397","友通資訊","703.82","33.10","14.00","13.18","10.36"
"2399","映泰","706.04","10.80","-1.63","-1.47","-1.58"
"2401","凌陽科技","1863.80","40.98","-5.35","32.97","31.02"
"2402","毅嘉科技","1881.42","4.07","-5.23","-4.57","-4.25"
"2404","漢唐","2527.45","15.47","9.85","10.87","8.48"
"2405","浩鑫","1170.35","13.15","-8.85","-8.54","-7.46"
"2406","國碩科技","3543.40","13.09","7.88","4.20","1.56"
"2408","南亞科","12027.94","47.17","39.64","52.41","52.37"
"2409","友達","95301.94","15.06","9.39","6.06","5.53"
"2412","中華電","56472.81","35.02","20.87","22.18","18.71"
"2413","環科","1021.71","20.00","5.09","4.22","3.13"
"2414","精技電腦","3511.80","10.23","2.56","2.50","2.12"
"2415","錩新","487.05","20.30","2.58","1.53","0.54"
"2417","圓剛","508.74","46.17","-19.26","-20.94","-20.59"
"2419","仲琦","1830.58","22.06","3.37","1.40","0.25"
"2420","新巨","802.99","37.45","14.94","21.99","18.70"
"2421","建準電機","2276.31","17.53","0.83","1.72","1.30"
"2423","固緯","468.11","51.73","10.27","10.84","9.89"
"2424","隴華電子","1.51","29.81","-393.43","-651.86","-651.86"
"2425","承啟","1719.02","2.76","1.01","0.37","0.37"
"2426","鼎元","860.76","21.80","12.06","10.03","10.03"
"2427","三商電腦","456.49","30.90","-2.01","-2.70","-2.82"
"2428","興勤電子","1102.41","27.67","15.61","16.03","12.40"
"2429","銘旺科","180.98","-0.10","-6.84","-6.57","-6.76"
"2430","燦坤實業","6041.99","15.23","2.83","2.96","2.02"
"2431","聯昌電子","1211.70","12.08","2.34","3.03","2.78"
"2433","互盛電","664.28","41.59","18.32","17.86","14.98"
"2434","統懋","46.97","-52.29","-97.60","-96.01","-94.90"
"2436","偉詮電","400.02","23.05","-0.99","4.05","4.23"
"2437","旺詮","963.76","23.24","10.20","8.95","7.11"
"2438","翔耀實業","135.54","48.65","34.84","33.87","26.83"
"2439","美律","2708.33","18.82","4.56","3.65","2.64"
"2440","太空梭","577.15","9.08","-1.36","-1.96","-2.06"
"2441","超豐電子","2331.53","28.05","23.87","24.01","21.33"
"2442","新美齊","374.70","25.35","10.73","11.54","11.54"
"2443","新利虹","63.26","-6.14","-107.15","-123.86","-124.70"
"2444","友旺科技","434.55","16.00","6.23","5.25","5.25"
"2448","晶電","6645.58","11.82","0.32","13.62","10.75"
"2449","京元電","4073.53","28.42","15.49","17.58","14.72"
"2450","神腦","9114.26","12.89","0.63","1.67","1.43"
"2451","創見資訊","6131.75","21.28","15.14","15.35","13.63"
"2453","凌群","753.58","26.89","1.36","1.27","0.48"
"2454","聯發科","47536.22","47.33","16.14","17.13","15.25"
"2455","全新","524.80","39.02","29.39","29.09","25.35"
"2456","奇力新","1159.70","25.48","14.64","15.05","12.30"
"2457","飛宏科技","2465.77","9.71","-5.79","-4.85","-5.23"
"2458","義隆","1684.41","46.44","17.07","16.50","13.16"
"2459","敦吉","2368.43","9.79","3.49","4.56","3.56"
"2460","建通精密","855.02","8.74","-2.14","-1.90","-1.42"
"2461","光群雷射","942.44","23.85","5.41","2.85","1.73"
"2462","良得電","1006.17","11.50","3.01","4.25","3.43"
"2464","盟立","1769.39","18.65","7.54","7.66","6.49"
"2465","麗臺科技","541.09","23.49","5.06","29.99","29.98"
"2466","冠西電","248.62","13.01","-7.93","-11.29","-13.09"
"2467","志聖工業","640.72","30.09","-5.84","-6.94","-7.36"
"2468","華經","318.86","13.34","1.75","2.39","1.91"
"2471","資通","134.28","26.39","-7.02","-7.84","-6.50"
"2472","立隆電子","1443.03","23.33","10.55","9.81","7.00"
"2474","可成科技","17400.12","46.61","35.88","35.92","26.81"
"2475","華映","13230.76","5.94","-10.45","-8.14","-9.37"
"2476","鉅祥","1100.73","24.84","8.24","10.48","7.10"
"2477","美隆電","831.95","14.10","0.89","4.81","3.99"
"2478","大毅","916.48","16.71","4.90","6.25","5.01"
"2480","敦陽科技","1061.85","24.31","6.58","6.99","6.09"
"2481","強茂","3849.39","18.57","4.42","1.60","-0.15"
"2482","連宇","207.56","41.86","3.78","3.07","2.55"
"2483","百容","365.59","26.61","7.14","7.10","6.29"
"2484","希華","705.45","20.31","8.49","8.85","7.06"
"2485","兆赫電子","2298.86","15.76","6.60","3.86","3.24"
"2486","一詮精密","1605.79","8.79","-1.23","-0.55","-0.77"
"2488","漢平","487.42","22.57","9.16","11.64","9.48"
"2489","瑞軒","2721.17","9.81","-6.68","2.95","2.53"
"2491","吉祥全","94.07","18.88","-20.37","-22.69","-22.69"
"2492","華新科","3712.62","16.06","4.11","4.77","4.39"
"2493","揚博科技","570.86","27.52","11.52","10.48","8.70"
"2495","普安","392.53","50.38","11.07","13.27","10.99"
"2496","卓越成功","29.51","35.32","2.16","5.08","5.08"
"2497","怡利電子","867.10","31.33","11.89","13.31","11.00"
"2498","宏達電","41524.27","19.66","0.05","1.24","0.87"
"2499","東貝光電","2327.69","17.37","5.07","3.03","2.71"
"2501","國建","3911.53","47.18","41.17","39.74","37.77"
"2504","國產","7418.51","7.26","-0.64","1.10","1.15"
"2505","國揚實業","63.88","30.47","-148.19","-161.23","-161.23"
"2506","太設","745.25","52.81","20.73","18.08","16.41"
"2509","全坤建","11.41","46.36","-292.01","-493.32","-496.18"
"2511","太子","2715.99","34.88","10.49","8.34","7.14"
"2515","中工","5183.14","44.73","40.21","41.68","38.71"
"2516","新建","2897.23","5.81","3.62","3.73","3.05"
"2520","冠德","1822.28","32.67","11.14","8.67","7.34"
"2524","京城","374.39","49.79","35.13","27.63","17.88"
"2527","宏璟","84.32","38.28","-18.98","74.70","57.65"
"2528","皇普建設","50.39","30.80","8.36","7.19","4.87"
"2530","華建","1.99","100.00","-630.69","-736.41","-736.41"
"2534","宏盛","195.02","40.42","2.95","-21.90","-24.42"
"2535","達工","2485.59","9.20","5.26","4.26","3.40"
"2536","宏普建設","2463.03","33.50","30.96","30.42","29.46"
"2537","聯上開發","142.24","37.33","25.37","20.96","20.96"
"2538","基泰建設","2215.21","33.73","24.30","24.04","23.55"
"2539","櫻花建設","101.07","39.53","10.39","9.52","9.24"
"2540","愛山林","207.88","47.89","21.42","18.84","14.99"
"2542","興富發","9413.01","36.54","30.96","31.91","29.95"
"2543","皇昌營造","1437.99","6.45","4.53","4.69","4.05"
"2545","皇翔","521.73","40.12","16.63","4.83","3.05"
"2546","根基","1164.34","4.97","0.89","2.17","1.92"
"2547","日勝","928.68","45.40","-1.28","-6.39","-9.63"
"2548","華固建設","2585.12","52.74","46.54","46.58","45.25"
"2597","潤弘精密","2912.54","13.19","7.51","7.02","5.78"
"2601","益航","2450.37","74.12","22.00","20.88","12.15"
"2603","長榮海運","35304.00","8.92","5.16","5.92","5.26"
"2605","新興","1253.44","34.24","30.46","29.55","28.69"
"2606","裕民","1897.97","3.84","0.01","3.68","3.39"
"2607","榮運","1765.99","17.82","14.44","13.49","11.15"
"2608","嘉里大榮","2021.87","21.28","15.85","15.92","13.16"
"2609","陽明海運","33154.72","5.70","1.52","0.84","0.72"
"2611","志信","367.59","27.76","5.58","8.60","7.56"
"2612","中航","832.58","30.62","19.67","19.07","17.22"
"2613","中櫃","595.49","4.07","-0.36","-1.15","-1.11"
"2614","東森","2948.77","13.47","-18.23","-13.43","-15.95"
"2615","萬海","17160.68","20.00","13.96","14.45","12.10"
"2616","山隆通運","3851.22","7.97","1.29","1.48","1.18"
"2617","台航","667.29","14.92","10.60","12.88","12.50"
"2618","長榮航空","33374.49","15.87","7.97","6.80","6.42"
"2634","漢翔公司","5839.92","13.13","9.88","8.74","7.25"
"2642","宅配通","667.32","21.31","7.35","7.69","6.37"
"2701","萬企","95.34","48.57","41.23","81.94","67.99"
"2702","華園","169.46","74.81","14.02","13.03","10.57"
"2704","國賓","930.94","40.52","16.03","15.60","12.80"
"2705","六福","740.52","33.65","5.68","-1.05","30.05"
